,y_hat
2358,False
2018,False
2988,False
3746,False
2985,False
2185,False
3542,False
2970,False
2800,False
3586,False
2904,False
2289,False
2803,False
3237,False
3182,False
3298,False
2590,False
3118,False
2496,False
3851,False
2742,False
3882,False
3932,False
2138,False
3392,False
2087,False
3221,False
2588,False
3949,False
2900,False
2719,False
3897,False
3148,False
3699,False
2725,False
2551,False
3258,False
3291,False
3503,False
2382,False
3288,False
3004,False
2533,False
2976,False
2328,False
2717,False
3312,False
3422,False
2440,False
2354,False
3154,False
3638,False
3646,False
2187,False
3510,False
2972,False
3662,False
3366,False
2463,False
2602,False
3059,False
2776,False
2869,False
3648,False
3830,False
3139,False
2259,False
3351,False
2628,False
3347,False
3064,False
2006,False
2771,False
2282,False
3048,False
3285,False
2413,False
2980,False
2053,False
2061,False
3957,False
3513,False
2175,False
2837,False
3705,False
3886,False
3751,False
3420,False
2531,False
3361,False
2245,False
3506,False
3045,False
3098,False
3136,False
3564,False
3613,False
3474,False
2083,False
3179,False
2144,False
2034,False
3529,False
3189,False
3784,False
2636,False
2011,False
3115,False
2261,False
3292,False
3077,False
3443,False
2416,False
3864,False
2360,False
3364,False
2167,False
2872,False
3879,False
2850,False
3909,False
3131,False
2165,False
2139,False
3418,False
2451,False
3208,False
3588,False
2947,False
3544,False
3218,False
2568,False
3120,False
2755,False
3161,False
2380,False
3939,False
3946,False
3497,False
2323,False
2014,False
2955,False
2899,False
2660,False
2645,False
3026,False
3097,False
2770,False
2931,False
3558,False
3759,False
3643,False
2852,False
3875,False
2794,False
3227,False
2874,False
2747,False
2994,False
2511,False
2866,False
3272,False
2063,False
3900,False
3847,False
2665,False
3703,False
2958,False
2739,False
2096,False
2948,False
3940,False
2555,False
3859,False
3282,False
2387,False
3942,False
2922,False
3447,False
3527,False
3861,False
2304,False
3593,False
2162,False
3467,False
3962,False
2934,False
3634,False
3590,False
2433,False
3921,False
2732,False
3763,False
3008,False
2797,False
3850,False
2111,False
2729,False
3984,False
2993,False
