,x1,x2
2750,1.4,3.1
3041,2.0,0.0
2530,0.1,3.1
2885,1.4,0.0
2506,1.3,-0.0
3043,0.5,0.9
2761,2.4,0.0
2640,0.2,2.2
2730,0.8,-0.0
3538,1.9,3.1
3829,1.7,0.0
3066,1.8,0.0
2609,1.1,0.0
3844,0.7,1.3
2440,1.2,0.0
2188,2.3,-0.0
3504,0.8,-0.0
2268,1.1,0.0
3298,0.7,-0.0
3075,0.6,0.0
2649,1.0,3.1
3976,0.8,0.0
2013,0.7,1.3
3683,-0.0,-0.0
2378,1.2,-0.0
3739,1.3,-0.0
2209,1.4,-0.0
2851,0.1,1.8
3328,2.6,3.8
2852,1.6,-0.0
2171,2.2,0.0
2684,1.4,-0.0
3758,1.3,0.0
2007,1.5,-0.0
2090,1.4,-0.0
3486,0.8,0.0
2355,0.3,2.1
3496,1.7,0.0
2009,2.0,4.0
2941,-0.0,0.2
3270,0.9,2.6
3312,1.8,0.8
2472,1.4,3.1
3289,1.1,2.1
2347,1.4,0.0
2629,1.0,0.0
3052,1.3,-0.0
2196,2.1,2.5
3455,1.5,0.0
3193,0.5,2.6
2294,1.0,-0.0
3692,1.1,0.0
2190,1.0,-0.0
3377,2.9,-0.0
3071,1.3,-0.0
2663,0.7,2.8
3703,0.4,1.8
3191,0.7,0.0
3461,1.4,4.2
2137,0.6,0.0
3552,0.6,0.0
2920,1.3,0.0
2700,1.2,0.0
2431,1.2,0.0
3832,0.3,4.2
3998,0.8,2.1
2585,1.8,2.8
3545,0.1,0.0
3148,1.6,0.0
2680,1.0,-0.0
3735,1.1,-0.0
3883,-0.0,-0.0
2197,-0.0,2.1
2030,-0.0,0.0
3180,1.7,0.0
2274,2.1,0.0
3258,0.8,0.0
3977,1.8,-0.0
3550,1.2,0.0
2394,0.6,0.0
3283,1.1,0.0
3176,3.0,3.6
2889,1.6,0.0
2881,1.3,-0.0
2687,0.9,-0.0
3133,2.1,5.2
2887,-0.0,-0.0
2262,2.6,3.1
2200,1.3,0.0
2305,1.1,-0.0
3709,1.4,2.1
2313,1.6,0.0
3725,2.3,2.1
3448,0.8,-0.0
2126,1.2,2.1
2850,1.8,2.8
3610,1.1,0.0
3779,1.4,-0.0
3778,-0.0,0.0
3621,1.9,-0.0
2742,0.0,-0.0
2657,1.5,0.0
3379,-0.0,0.0
2362,0.8,1.3
2408,0.9,-0.0
3338,2.1,0.0
3782,1.3,-0.0
2345,0.6,0.0
2340,1.5,-0.0
2356,1.1,2.1
2465,0.9,0.0
3858,1.5,0.0
2353,2.1,-0.0
3253,2.1,-0.0
2334,1.1,0.0
2619,1.3,3.1
2848,0.9,-0.0
3958,0.9,1.4
2698,0.9,0.0
2686,2.7,3.1
2824,1.7,0.0
2056,2.1,0.0
3108,0.4,-0.0
2976,1.7,0.0
2329,1.2,0.0
2019,0.5,-0.0
3677,0.6,0.0
3569,1.6,-0.0
2786,1.9,-0.0
3686,1.9,-0.0
2918,0.5,-0.0
2946,-0.0,-0.0
2130,2.0,0.0
2020,2.2,-0.0
3151,1.0,0.0
3277,0.5,-0.0
2791,-0.0,0.1
3051,0.4,-0.0
2555,1.3,2.3
2052,-0.0,0.0
3970,0.9,-0.0
3011,1.6,-0.0
3112,1.2,0.0
3965,2.2,-0.0
3625,0.2,4.1
2096,1.1,1.9
3641,-0.0,0.0
2743,1.0,-0.0
2738,0.5,0.0
3451,1.9,0.0
3756,1.8,-0.0
3123,0.7,0.0
2856,3.0,0.0
3114,1.0,-0.0
3676,1.9,2.6
3868,2.1,0.0
2016,0.0,0.0
2991,1.3,3.0
2223,1.2,4.2
2184,2.6,3.4
2719,1.3,2.1
2773,1.5,0.0
3065,1.3,0.0
2650,2.0,-0.0
2570,2.0,0.0
2244,0.7,3.3
2453,0.4,0.0
3384,1.1,-0.0
3613,2.1,-0.0
3117,1.9,2.0
3374,1.1,1.3
2510,1.8,-0.0
2290,0.0,0.0
2181,0.9,-0.0
2254,1.5,0.0
3822,-0.0,-0.0
3036,2.2,0.0
2099,0.5,-0.0
3304,0.8,-0.0
3954,2.0,0.0
3601,2.0,0.0
2237,1.1,0.0
3544,0.9,-0.0
3047,1.2,0.0
3647,0.3,0.0
3464,0.9,1.8
2613,0.2,3.6
2902,0.3,-0.0
3271,1.3,0.0
3082,1.4,2.6
2866,0.7,2.6
2788,1.3,1.6
2097,1.9,1.5
2333,1.4,-0.0
2521,1.6,2.1
3015,0.0,0.7
3207,1.5,0.0
3614,0.0,0.0
2771,1.1,0.0
2259,0.1,0.2
