,u_x1,u_x2,u_y,u_x3
2000,-1.8328781,-0.9165797,0.9204378,-1.8328781
2001,1.1318057,-1.1139523,0.21030664,1.1318057
2002,1.0553783,0.67418605,0.5267191,1.0553783
2003,1.307738,-0.8717903,0.9264735,1.307738
2004,-0.37976936,-0.5854134,0.13806939,-0.37976936
2005,0.36659455,-1.6158594,0.75607646,0.36659455
2006,-1.3280411,1.5370003,0.54960024,-1.3280411
2007,-0.85154694,0.10471245,0.28624308,-0.85154694
2008,2.0478716,-0.6944454,0.4771117,2.0478716
2009,-2.068228,-0.8036057,0.30702496,-2.068228
2010,-0.5498399,-1.0443368,0.098189,-0.5498399
2011,-0.5577516,-0.057110284,0.95674324,-0.5577516
2012,0.42520028,-1.337366,0.6539533,0.42520028
2013,-0.19569132,-0.1697339,0.75103045,-0.19569132
2014,-0.32635418,0.29277357,0.31454718,-0.32635418
2015,0.24060704,-0.13771331,0.49552214,0.24060704
2016,0.61673695,1.8760136,0.9912261,0.61673695
2017,0.8072036,-0.22244097,0.8745214,0.8072036
2018,0.76776165,2.1478424,0.3803364,0.76776165
2019,-0.01717148,0.5800291,0.8742571,-0.01717148
2020,-1.7816545,0.4715374,0.41062546,-1.7816545
2021,0.50159544,0.5469269,0.94984376,0.50159544
2022,1.7662201,-1.0756419,0.46436453,1.7662201
2023,1.6818599,-1.2075099,0.24745739,1.6818599
2024,2.3926663,-0.062844664,0.5386138,2.3926663
2025,0.38071007,0.041950233,0.80619514,0.38071007
2026,0.6574789,-0.73064476,0.73659444,0.6574789
2027,0.8276583,-0.078134485,0.27508974,0.8276583
2028,0.76200104,-0.77507854,0.23940504,0.76200104
2029,-1.6670612,-0.17899857,0.46869802,-1.6670612
2030,0.7039708,0.2730289,0.98463225,0.7039708
2031,0.19157381,-0.4293656,0.9777907,0.19157381
2032,1.8908294,1.1487243,0.48385894,1.8908294
2033,0.6208658,0.41385996,0.41419828,0.6208658
2034,0.1257158,1.715953,0.78653514,0.1257158
2035,-1.505958,0.42026353,0.07481897,-1.505958
2036,-0.34377375,0.2807033,0.08148575,-0.34377375
2037,1.8774532,-1.595439,0.89660597,1.8774532
2038,-0.036561906,0.28017837,0.5103222,-0.036561906
2039,0.42599067,-1.8668852,0.5670661,0.42599067
2040,1.2164038,2.945297,0.37675846,1.2164038
2041,0.4865893,0.83710593,0.6081252,0.4865893
2042,0.9303687,0.29857925,0.28728735,0.9303687
2043,0.6925187,-0.4656472,0.4834361,0.6925187
2044,1.2370065,0.09997392,0.3678751,1.2370065
2045,-1.5959042,-0.62747693,0.031817198,-1.5959042
2046,1.8319483,-0.5316587,0.8042512,1.8319483
2047,-1.3230524,0.22298668,0.88609326,-1.3230524
2048,-1.392039,-0.6830318,0.9732809,-1.392039
2049,1.2961004,0.12658598,0.49769425,1.2961004
2050,0.033828612,0.5796564,0.43927026,0.033828612
2051,0.6709689,0.1656799,0.13354862,0.6709689
2052,0.78014416,-0.078154564,0.8928696,0.78014416
2053,1.0829654,0.47839424,0.7687119,1.0829654
2054,-1.4188143,1.9075336,0.9331498,-1.4188143
2055,0.7514299,-0.9650277,0.2760923,0.7514299
2056,-2.1362112,1.3593501,0.08984554,-2.1362112
2057,-0.8376492,0.8556379,0.3283366,-0.8376492
2058,1.7268393,-0.38966018,0.31024384,1.7268393
2059,0.17701297,-0.047860596,0.40238166,0.17701297
2060,-0.9000093,-0.06804858,0.3854636,-0.9000093
2061,-1.3206592,1.3607289,0.51420116,-1.3206592
2062,0.5643915,0.3797814,0.7006097,0.5643915
2063,0.26273718,-0.9946455,0.55997694,0.26273718
2064,-0.49473166,-0.7061046,0.36485517,-0.49473166
2065,-0.7889634,-1.1991191,0.53101313,-0.7889634
2066,1.6664004,0.12350935,0.2578926,1.6664004
2067,-1.990709,1.0433266,0.1668452,-1.990709
2068,-0.9047969,1.2876692,0.49559617,-0.9047969
2069,0.1718019,-1.5276465,0.6508031,0.1718019
2070,1.1213638,-0.6670457,0.6179428,1.1213638
2071,-1.0519803,-0.8803397,0.5161345,-1.0519803
2072,1.0485911,0.74521947,0.7051692,1.0485911
2073,-0.28114766,0.015276903,0.24367404,-0.28114766
2074,0.13938275,-0.7341879,0.050842762,0.13938275
2075,0.13805616,-1.9320226,0.022179961,0.13805616
2076,1.0819614,-0.5176493,0.43517482,1.0819614
2077,-0.41795456,-0.37289175,0.52295065,-0.41795456
2078,-0.086425014,-0.8007988,0.067355156,-0.086425014
2079,0.5344129,0.039619047,0.080461144,0.5344129
2080,-0.5112661,0.08448057,0.19783914,-0.5112661
2081,-0.021094127,-1.8467795,0.03895688,-0.021094127
2082,-0.41157594,-0.27779907,0.13039863,-0.41157594
2083,-0.14736396,1.0813737,0.98518515,-0.14736396
2084,1.2462538,0.2625083,0.011168838,1.2462538
2085,1.197393,-0.13797787,0.37830734,1.197393
2086,-0.12473567,-0.1210005,0.79725266,-0.12473567
2087,0.12304143,0.45078093,0.61803114,0.12304143
2088,-0.5430588,-0.9551611,0.3554753,-0.5430588
2089,0.8686143,0.7482464,0.75568426,0.8686143
2090,-1.1194878,0.8169941,0.4288317,-1.1194878
2091,1.6516995,-0.54622275,0.38649058,1.6516995
2092,0.07370542,1.0992794,0.45087337,0.07370542
2093,0.06960714,0.08041726,0.8929913,0.06960714
2094,0.57531095,0.47447923,0.5857115,0.57531095
2095,0.6122923,-0.99994105,0.65094626,0.6122923
2096,0.031665534,-1.8992496,0.47937524,0.031665534
2097,-1.1517762,0.020790316,0.6548611,-1.1517762
2098,1.072633,-0.8705417,0.45988786,1.072633
2099,0.16846488,0.07760862,0.91640353,0.16846488
2100,-1.2470257,1.0375959,0.00039720535,-1.2470257
2101,1.561289,0.042573217,0.34923255,1.561289
2102,0.551608,0.7733971,0.18727958,0.551608
2103,1.1478006,1.5957904,0.48767173,1.1478006
2104,1.1189749,0.018680284,0.33366728,1.1189749
2105,0.11763845,1.0702448,0.75654554,0.11763845
2106,1.5519534,-1.8462138,0.13324225,1.5519534
2107,0.6993815,-0.33190665,0.95147204,0.6993815
2108,0.49933133,-0.7064167,0.69145215,0.49933133
2109,1.3343236,-1.0439503,0.7158661,1.3343236
2110,-0.95256746,0.4340145,0.0039231777,-0.95256746
2111,0.046796978,0.48715585,0.5179907,0.046796978
2112,-1.3014268,-0.20478973,0.45055258,-1.3014268
2113,-0.5417908,-0.40959516,0.31294072,-0.5417908
2114,-0.20845926,0.055997368,0.23061442,-0.20845926
2115,0.8105955,0.70312417,0.8280728,0.8105955
2116,-0.7488824,-0.7147011,0.7097416,-0.7488824
2117,-0.54861504,-1.4292226,0.870798,-0.54861504
2118,0.4550033,0.3797355,0.058624983,0.4550033
2119,-1.2008612,-0.83406216,0.47987843,-1.2008612
2120,-2.7692738,1.0459856,0.81184506,-2.7692738
2121,-0.3082264,0.8901703,0.967214,-0.3082264
2122,-1.0413495,1.7011398,0.64543855,-1.0413495
2123,0.38616484,0.08610334,0.937153,0.38616484
2124,-0.9466019,-0.1607686,0.8996066,-0.9466019
2125,-0.7930847,-1.3536254,0.17368293,-0.7930847
2126,-0.81581587,-0.35084423,0.84113324,-0.81581587
2127,-0.5659348,-0.28803775,0.12919593,-0.5659348
2128,-0.9332873,0.15995333,0.49447608,-0.9332873
2129,0.3057176,0.7531921,0.4294722,0.3057176
2130,-1.3553163,0.083671816,0.18403971,-1.3553163
