,u_x1,u_x2,u_y,u_x3
2000,0.9070991,1.2050898,0.35299826,0.17275327
2001,-0.35291886,-0.4306275,0.33201063,0.18590385
2002,0.7632531,-0.264714,0.6388271,-0.21029216
2003,0.15005404,-0.17053334,0.9078051,-0.1535098
2004,-0.54950106,-0.65327847,0.33844614,0.4132588
2005,0.34547132,-0.32406887,0.576972,-0.60613114
2006,-0.047149815,-0.69652516,0.46365178,0.96334326
2007,1.1850755,0.27055097,0.9739212,0.82670116
2008,0.104351,0.5208959,0.9505328,-1.458212
2009,0.12637542,2.0363371,0.11942971,-0.19758284
2010,0.3767049,1.2008984,0.04508376,-0.5646037
2011,0.7397084,-0.45501736,0.05066037,0.07776957
2012,-1.5307771,0.37321573,0.7337065,0.3023293
2013,0.8900735,0.72434,0.24703896,2.1030912
2014,0.35205227,-1.4254959,0.49604416,1.0171582
2015,0.5217831,-0.99424034,0.71110165,0.76419115
2016,0.4379416,-1.159869,0.92720807,0.3477487
2017,1.2325932,0.30893698,0.28612447,-0.29916248
2018,0.30402225,-3.5654895,0.29380023,0.14100443
2019,0.13119476,0.6256008,0.1629312,-0.6516518
2020,1.0923026,1.557692,0.40954638,0.30492398
2021,-0.35476077,0.7663072,0.4921131,-1.1593872
2022,0.42454195,-0.87960607,0.46038735,1.5196126
2023,-0.9157672,1.9878291,0.27681935,1.0279545
2024,0.45091358,0.25517434,0.005495429,0.08766035
2025,0.017985724,-0.32003137,0.32531548,0.95409673
2026,0.5470984,-0.35317805,0.6406902,-2.37365
2027,1.1280987,0.45753732,0.16154361,0.18325038
2028,-0.57968485,-0.0015552493,0.41354084,-1.3431481
2029,1.5606009,0.16815487,0.6699482,-0.58970815
2030,-0.5904657,1.6628534,0.2442193,0.79186267
2031,-0.075686544,0.28374255,0.8841263,-0.5306279
2032,-0.9554799,-0.06893156,0.20526469,-0.2676381
2033,-0.2737056,1.5670019,0.060985804,0.49180123
2034,0.08863107,0.7240134,0.4272715,-1.3826967
2035,-1.5824853,-0.08994105,0.5266664,-0.4645794
2036,-0.27463484,-0.1951382,0.8217925,-0.09389729
2037,0.43945536,0.76626146,0.8680557,-2.6202977
2038,0.41251943,1.0644469,0.018324137,2.040515
2039,0.51052,-0.06667061,0.283759,-0.6056841
