,y_hat
11114,False
15820,False
11793,False
17734,False
15783,False
11807,False
10834,False
10021,False
10156,False
12864,False
10865,False
15717,False
19450,False
14413,False
19084,False
15621,False
11808,False
11949,False
18887,False
12962,False
16145,False
18728,False
14006,False
13678,False
15158,False
13760,False
14308,False
11623,False
18481,False
16060,False
11122,False
15045,False
14575,False
14689,False
15533,False
12638,False
19198,False
10322,False
19270,False
13539,False
10984,False
11625,False
18458,False
17441,False
16180,False
13333,False
16354,False
13685,False
16613,False
15818,False
15454,False
18511,False
13040,False
10432,False
12006,False
19254,False
18584,False
18606,False
17898,False
18751,False
11859,False
18209,False
14528,False
12551,False
19787,False
18032,False
11322,False
12341,False
19230,False
14388,False
18949,False
19075,False
10472,False
12944,False
12974,False
17065,False
12651,False
18391,False
14473,False
12919,False
19840,False
18561,False
17333,False
12938,False
13287,False
16390,False
18639,False
14947,False
11881,False
12756,False
18919,False
17297,False
18259,False
14791,False
11577,False
15667,False
14604,False
18364,False
14698,False
18354,False
13714,False
11488,False
15994,False
19875,False
16510,False
14275,False
14679,False
12425,False
17880,False
12057,False
16759,False
13351,False
13598,False
13653,False
19810,False
17614,False
10926,False
11802,False
16960,False
12630,False
19472,False
10894,False
11824,False
15891,False
11402,False
13839,False
17073,False
11483,False
18026,False
13395,False
19211,False
15535,False
11112,False
17628,False
14130,False
19784,False
13196,False
14496,False
18845,False
14587,False
12753,False
12248,False
15963,False
17309,False
19024,False
12943,False
10494,False
15958,False
11242,False
19490,False
16261,False
11747,False
17502,False
18260,False
10256,False
15755,False
14063,False
18112,False
10490,False
10230,False
12358,False
14186,False
12489,False
17903,False
14932,False
13762,False
18696,False
15267,False
16009,False
12692,False
13035,False
17678,False
11740,False
19785,False
13326,False
19896,False
11192,False
16136,False
11997,False
15540,False
17150,False
11918,False
14893,False
13468,False
17319,False
11172,False
12243,False
10673,False
12346,False
18451,False
17129,False
10311,False
10778,False
10436,False
11967,False
13441,False
11800,False
18296,False
16213,False
11216,False
