,years_experience,degree,nr_commits,nr_languages,nr_stars
0,2.0,1.0,25.0,0.0,6.0
1,5.0,0.0,5052.0,4.0,13.0
2,4.0,2.0,4044.0,8.0,12.0
3,3.0,0.0,37.0,1.0,3.0
4,1.0,0.0,18.0,1.0,6.0
5,1.0,0.0,14.0,3.0,1.0
6,6.0,2.0,6063.0,3.0,18.0
7,5.0,1.0,5052.0,5.0,15.0
8,7.0,1.0,7073.0,5.0,17.0
9,2.0,2.0,2024.0,3.0,25.0
10,2.0,0.0,28.0,14.0,4.0
11,0.0,1.0,4.0,2.0,3.0
12,1.0,3.0,1012.0,15.0,12.0
13,0.0,0.0,1.0,9.0,0.0
14,1.0,2.0,1013.0,1.0,13.0
15,1.0,2.0,12.0,0.0,1.0
16,1.0,0.0,12.0,5.0,5.0
17,1.0,1.0,15.0,2.0,4.0
18,4.0,0.0,4042.0,1.0,12.0
19,3.0,0.0,37.0,4.0,4.0
20,6.0,2.0,6062.0,1.0,11.0
21,5.0,0.0,5053.0,3.0,13.0
22,3.0,0.0,3034.0,2.0,11.0
23,1.0,2.0,1016.0,3.0,16.0
24,1.0,1.0,15.0,3.0,6.0
25,5.0,2.0,5054.0,3.0,16.0
26,6.0,1.0,6063.0,7.0,12.0
27,0.0,0.0,2.0,5.0,6.0
28,1.0,2.0,1011.0,8.0,16.0
29,3.0,0.0,3034.0,3.0,16.0
30,7.0,1.0,7073.0,6.0,12.0
31,3.0,0.0,3039.0,4.0,11.0
32,2.0,1.0,24.0,7.0,0.0
33,4.0,2.0,4049.0,7.0,16.0
34,3.0,1.0,3035.0,1.0,14.0
35,1.0,0.0,13.0,0.0,1.0
36,2.0,0.0,25.0,2.0,9.0
37,3.0,0.0,35.0,4.0,3.0
38,1.0,0.0,16.0,0.0,6.0
39,5.0,0.0,5053.0,5.0,12.0
40,1.0,1.0,15.0,10.0,5.0
41,1.0,0.0,15.0,0.0,7.0
42,5.0,0.0,5052.0,6.0,20.0
43,1.0,2.0,1015.0,7.0,15.0
44,3.0,3.0,3032.0,6.0,23.0
45,0.0,2.0,9.0,0.0,5.0
46,1.0,2.0,1015.0,3.0,17.0
47,3.0,3.0,3035.0,2.0,14.0
