,h_post,h_post_individualized
2831,0.62,
3121,0.62,
2290,0.62,
2976,0.8,
3895,0.64,
3275,0.62,
3034,0.62,
2070,0.62,
2091,0.62,
2777,0.62,
3832,0.62,
3404,0.62,
3287,0.62,
2175,0.62,
3036,0.64,
3703,0.62,
2929,0.62,
3082,0.62,
2014,0.62,
2276,0.66,
2269,0.62,
2450,0.62,
3754,0.62,
2944,0.64,
3298,0.62,
2360,0.62,
3375,0.62,
3652,0.64,
2511,0.98,
3505,0.62,
3877,0.62,
3156,0.62,
3427,0.64,
3681,0.62,
2592,0.62,
2104,0.62,
2802,0.62,
3603,0.62,
3346,0.62,
3209,0.62,
3642,0.62,
3994,0.74,
2026,0.62,
2127,0.62,
2870,0.62,
2616,0.62,
3451,0.62,
3682,0.62,
2355,0.62,
2265,0.62,
3179,0.62,
2300,0.62,
2947,0.62,
2690,0.62,
3540,0.64,
3248,0.62,
2466,0.62,
3767,0.62,
3280,0.62,
2122,0.62,
2491,0.62,
3471,0.62,
2521,0.62,
3887,0.62,
2559,0.62,
3120,0.62,
3537,0.62,
3172,0.62,
3315,0.62,
3030,0.62,
2934,0.62,
2161,0.62,
2974,0.62,
3009,0.62,
3813,0.62,
2832,0.62,
3567,0.64,
2721,0.62,
2503,0.62,
2752,0.62,
2568,0.62,
2401,0.62,
3476,0.62,
3692,0.62,
3945,0.64,
2088,0.62,
2323,0.62,
2551,0.62,
3054,0.62,
2981,0.64,
2837,0.62,
2925,0.62,
3434,0.62,
2540,0.62,
2306,0.62,
3260,0.62,
2119,0.64,
2488,0.66,
3538,0.62,
2046,0.62,
2207,0.62,
3822,0.62,
2862,0.62,
3249,0.62,
2180,0.62,
2259,0.62,
2125,0.62,
2564,0.64,
3498,0.62,
3025,0.62,
2148,0.62,
3372,0.62,
3159,0.62,
3683,0.62,
3077,0.62,
2255,0.62,
3409,0.82,
3010,0.62,
3551,0.64,
2238,0.62,
2536,0.62,
3391,0.62,
3011,0.62,
3717,0.62,
3351,0.62,
2273,0.62,
2636,0.64,
2859,0.62,
2087,0.62,
2884,0.62,
3385,0.62,
3879,0.62,
2904,0.62,
3088,0.62,
2622,0.74,
2111,0.62,
3006,0.62,
2594,0.62,
3181,0.62,
3300,0.64,
3369,0.62,
2346,0.62,
2549,0.62,
3043,0.62,
2696,0.62,
3942,0.62,
2390,0.64,
2907,0.62,
2289,0.62,
2849,0.62,
3779,0.62,
2570,0.62,
3812,0.62,
3188,0.62,
2293,0.62,
2312,0.62,
2872,0.64,
2132,0.62,
2800,0.62,
3680,0.62,
3294,0.62,
3111,0.62,
2487,0.62,
2854,0.8,
2624,0.62,
2635,0.62,
3898,0.62,
2563,0.64,
3304,0.62,
2335,0.62,
3932,0.62,
3521,0.62,
2656,0.62,
3042,0.62,
2167,0.62,
3463,0.64,
3272,0.64,
3171,0.62,
3455,0.62,
2356,0.64,
3862,0.62,
2951,0.62,
3353,0.62,
3223,0.62,
3707,0.52,
2707,0.62,
3481,0.62,
2350,0.62,
2098,0.62,
2915,0.64,
2876,0.62,
3184,0.64,
3086,0.64,
2314,0.62,
3894,0.62,
3399,0.62,
2212,0.62,
2001,0.64,
2057,0.62,
3020,0.62,
