,h_post,h_post_individualized
3998,0.68,
2935,0.62,
3041,0.56,
2512,0.62,
2308,0.66,
3970,0.62,
2618,0.58,
2451,0.62,
3536,0.66,
2310,0.66,
3055,0.58,
2002,0.68,
3762,0.62,
2650,0.58,
2401,0.58,
3725,0.68,
2331,0.68,
2320,0.58,
3855,0.62,
2341,0.84,
2146,0.62,
2065,0.68,
2942,0.62,
2627,0.58,
2391,0.62,
3798,0.62,
2232,0.76,
2266,0.66,
3512,0.56,
3666,0.9,
2597,0.58,
2877,0.66,
3851,0.62,
2610,0.66,
3427,0.66,
2771,0.68,
3783,0.62,
2664,0.66,
3551,0.56,
2122,0.62,
3028,0.62,
2923,0.66,
2068,0.62,
3143,0.62,
3713,0.62,
3829,0.62,
3010,0.68,
2947,0.68,
3708,0.62,
2832,0.62,
2246,0.62,
3956,0.52,
2044,0.62,
2058,0.58,
2684,0.62,
3277,0.52,
2371,0.68,
2714,0.62,
2372,0.58,
2805,0.68,
3575,0.62,
3526,0.68,
3662,0.68,
2126,0.66,
2781,0.68,
3353,0.66,
3479,0.66,
2894,0.68,
3480,0.62,
3426,0.62,
2800,0.9,
3169,0.62,
3504,0.62,
3764,0.58,
2580,0.66,
2193,0.58,
3931,0.62,
2773,0.62,
2651,0.68,
3863,0.66,
3966,0.68,
2977,0.66,
3140,0.62,
3148,0.62,
3412,0.62,
2891,0.62,
3806,0.66,
3339,0.68,
2346,0.58,
3236,0.58,
2906,0.58,
3074,0.68,
3142,0.58,
3496,0.66,
2826,0.68,
2749,0.58,
2603,0.66,
3703,0.58,
2366,0.58,
3318,0.66,
2551,0.62,
3611,0.68,
2830,0.62,
2599,0.58,
3437,0.58,
3295,0.62,
2504,0.62,
2549,0.62,
2524,0.62,
3934,0.66,
3424,0.58,
2428,0.68,
2271,0.62,
2245,0.66,
2731,0.62,
2571,0.58,
2204,0.62,
3967,0.68,
3183,0.68,
2195,0.98,
2445,0.62,
3524,0.58,
2778,0.68,
2506,0.62,
3030,0.62,
3812,0.66,
2298,0.62,
2873,0.56,
3127,0.68,
3682,0.58,
3016,0.66,
3129,0.56,
2089,0.66,
3518,0.62,
3941,0.66,
2585,0.58,
2917,0.68,
3530,0.58,
2839,0.62,
3271,0.66,
2495,0.58,
2567,0.62,
2112,0.62,
3134,0.68,
3632,0.66,
3311,0.62,
2667,0.62,
2061,0.68,
3104,0.58,
2464,0.62,
2535,0.66,
2733,0.62,
3715,0.58,
3814,0.58,
2507,0.58,
2907,0.58,
2236,0.68,
2998,0.62,
2484,0.6,
3361,0.66,
3124,0.62,
2717,0.58,
3402,1.0,
2267,0.62,
2657,0.56,
2170,0.68,
3092,0.62,
3624,0.62,
2887,0.62,
2987,0.58,
3883,0.66,
2494,0.66,
3695,0.58,
2182,0.56,
3607,0.58,
3309,0.62,
3417,0.66,
3293,0.68,
3044,0.66,
3117,0.58,
3141,0.66,
3834,0.68,
3020,0.66,
2381,0.62,
3043,0.68,
3878,0.62,
2285,0.62,
2966,0.58,
2823,0.62,
3765,0.66,
2905,0.62,
2514,0.66,
3653,0.84,
3563,0.68,
2413,0.68,
3378,0.62,
2427,0.62,
3835,0.68,
2666,0.58,
3522,0.62,
