,years_experience,degree,nr_commits,nr_languages,nr_stars
3998,0.0,1.0,848.0,3.5,0.0
2935,1.0,0.0,848.0,3.5,5.0
3041,3.0,0.0,847.0,1.5,3.0
2512,1.0,0.0,849.0,1.5,5.0
2308,2.0,1.0,1861.0,4.5,0.0
3970,1.0,0.0,846.0,2.5,1.0
2618,2.0,0.0,850.0,3.5,6.0
2451,1.0,0.0,842.0,6.5,3.0
3536,0.0,2.0,859.0,7.5,4.0
2310,0.0,2.0,853.0,1.5,7.0
3055,2.0,0.0,850.0,4.5,5.0
2002,1.0,1.0,849.0,3.5,3.0
3762,1.0,0.0,851.0,2.5,3.0
2650,2.0,0.0,850.0,2.5,5.0
2401,2.0,0.0,848.0,2.5,5.0
3725,2.0,0.0,1862.0,2.5,3.0
2331,1.0,1.0,848.0,0.5,6.0
2320,2.0,0.0,849.0,1.5,6.0
3855,0.0,0.0,847.0,2.5,3.0
2341,1.0,0.0,850.0,3.5,10.0
2146,1.0,0.0,852.0,3.5,4.0
2065,1.0,1.0,848.0,2.5,3.0
2942,1.0,0.0,850.0,2.5,4.0
2627,2.0,0.0,849.0,3.5,0.0
2391,1.0,0.0,851.0,2.5,6.0
3798,1.0,0.0,848.0,14.5,5.0
2232,2.0,0.0,849.0,1.5,11.0
2266,0.0,2.0,848.0,1.5,0.0
3512,3.0,0.0,850.0,8.5,2.0
3666,1.0,0.0,847.0,2.5,16.0
2597,2.0,0.0,844.0,3.5,5.0
2877,3.0,0.0,1857.0,3.5,2.0
3851,0.0,0.0,851.0,1.5,7.0
2610,1.0,3.0,851.0,4.5,4.0
3427,0.0,2.0,852.0,2.5,5.0
2771,2.0,0.0,1856.0,0.5,3.0
3783,0.0,0.0,845.0,5.5,3.0
2664,1.0,2.0,848.0,0.5,5.0
3551,0.0,3.0,5.0,1.5,10.0
2122,1.0,0.0,847.0,0.5,4.0
3028,1.0,0.0,851.0,2.5,8.0
2923,0.0,2.0,849.0,3.5,4.0
2068,0.0,0.0,851.0,10.5,2.0
3143,1.0,0.0,847.0,6.5,5.0
3713,1.0,0.0,848.0,9.5,1.0
3829,1.0,0.0,850.0,3.5,3.0
3010,2.0,0.0,1859.0,0.5,3.0
2947,1.0,1.0,848.0,5.5,2.0
3708,0.0,0.0,844.0,1.5,9.0
2832,1.0,0.0,852.0,3.5,7.0
2246,0.0,0.0,851.0,8.5,5.0
3956,4.0,0.0,1864.0,7.5,3.0
2044,0.0,0.0,848.0,9.5,6.0
2058,2.0,0.0,843.0,5.5,0.0
