,years_experience,degree,nr_commits,nr_languages,nr_stars
3998,0.0,1.0,2.0,3.5,0.0
2935,1.0,0.0,13.0,3.5,5.0
3041,3.0,0.0,34.0,1.5,3.0
2512,1.0,0.0,12.0,1.5,5.0
2308,2.0,1.0,24.0,4.5,0.0
3970,1.0,0.0,14.0,2.5,1.0
2618,2.0,0.0,24.0,3.5,6.0
2451,1.0,0.0,11.0,6.5,3.0
3536,0.0,2.0,6.0,7.5,4.0
2310,0.0,2.0,5.0,1.5,7.0
3055,2.0,0.0,24.0,4.5,5.0
2002,1.0,1.0,15.0,3.5,3.0
3762,1.0,0.0,12.0,2.5,3.0
2650,2.0,0.0,25.0,2.5,5.0
2401,2.0,0.0,28.0,2.5,5.0
3725,2.0,0.0,27.0,2.5,3.0
2331,1.0,1.0,13.0,0.5,6.0
2320,2.0,0.0,24.0,1.5,6.0
3855,0.0,0.0,7.0,2.5,3.0
2341,1.0,0.0,13.0,3.5,10.0
2146,1.0,0.0,16.0,3.5,4.0
2065,1.0,1.0,16.0,2.5,3.0
2942,1.0,0.0,12.0,2.5,4.0
2627,2.0,0.0,20.0,3.5,0.0
2391,1.0,0.0,12.0,2.5,6.0
3798,1.0,0.0,13.0,14.5,5.0
2232,2.0,0.0,25.0,1.5,11.0
2266,0.0,2.0,2.0,1.5,0.0
3512,3.0,0.0,30.0,8.5,2.0
3666,1.0,0.0,14.0,2.5,16.0
2597,2.0,0.0,21.0,3.5,5.0
2877,3.0,0.0,34.0,3.5,2.0
3851,0.0,0.0,0.0,1.5,7.0
2610,1.0,3.0,16.0,4.5,4.0
3427,0.0,2.0,1.0,2.5,5.0
2771,2.0,0.0,25.0,0.5,3.0
3783,0.0,0.0,4.0,5.5,3.0
2664,1.0,2.0,11.0,0.5,5.0
3551,0.0,3.0,5.0,1.5,2.0
2122,1.0,0.0,13.0,0.5,4.0
3028,1.0,0.0,16.0,2.5,8.0
2923,0.0,2.0,1.0,3.5,4.0
2068,0.0,0.0,3.0,10.5,2.0
3143,1.0,0.0,12.0,6.5,5.0
3713,1.0,0.0,13.0,9.5,1.0
3829,1.0,0.0,15.0,3.5,3.0
3010,2.0,0.0,24.0,0.5,3.0
2947,1.0,1.0,10.0,5.5,2.0
3708,0.0,0.0,1.0,1.5,9.0
2832,1.0,0.0,15.0,3.5,7.0
2246,0.0,0.0,7.0,8.5,5.0
3956,4.0,0.0,45.0,7.5,3.0
2044,0.0,0.0,5.0,9.5,6.0
2058,2.0,0.0,25.0,5.5,0.0
2684,1.0,0.0,13.0,3.5,5.0
3277,4.0,0.0,44.0,3.5,7.0
2371,1.0,1.0,14.0,4.5,3.0
2714,1.0,0.0,10.0,13.5,8.0
2372,2.0,0.0,22.0,5.5,2.0
2805,1.0,1.0,17.0,1.5,1.0
3575,1.0,0.0,14.0,4.5,8.0
3526,1.0,1.0,14.0,8.5,2.0
3662,2.0,0.0,23.0,4.5,8.0
2126,0.0,2.0,6.0,3.5,3.0
2781,2.0,0.0,24.0,2.5,6.0
3353,3.0,0.0,37.0,16.5,9.0
3479,1.0,2.0,14.0,8.5,3.0
2894,1.0,1.0,13.0,5.5,5.0
3480,0.0,0.0,4.0,0.5,0.0
3426,1.0,0.0,15.0,8.5,2.0
2800,0.0,1.0,2.0,0.5,11.0
3169,2.0,1.0,25.0,2.5,7.0
3504,1.0,0.0,13.0,4.5,3.0
3764,2.0,0.0,27.0,5.5,3.0
2580,1.0,2.0,15.0,2.5,1.0
2193,2.0,0.0,24.0,4.5,3.0
3931,0.0,0.0,6.0,3.5,5.0
2773,1.0,0.0,15.0,9.5,9.0
2651,0.0,1.0,4.0,2.5,9.0
3863,3.0,0.0,35.0,3.5,9.0
3966,1.0,1.0,17.0,2.5,0.0
2977,3.0,0.0,32.0,9.5,1.0
3140,1.0,0.0,15.0,4.5,3.0
3148,1.0,0.0,14.0,8.5,3.0
3412,1.0,0.0,17.0,6.5,2.0
2891,1.0,0.0,12.0,5.5,3.0
3806,2.0,1.0,23.0,3.5,5.0
3339,1.0,1.0,17.0,10.5,3.0
2346,2.0,0.0,21.0,5.5,2.0
3236,2.0,0.0,24.0,5.5,1.0
2906,2.0,0.0,24.0,1.5,1.0
3074,1.0,1.0,13.0,5.5,4.0
3142,2.0,0.0,23.0,9.5,7.0
3496,3.0,0.0,34.0,6.5,6.0
2826,0.0,1.0,4.0,4.5,8.0
2749,2.0,0.0,24.0,0.5,3.0
2603,0.0,2.0,2.0,2.5,3.0
3703,2.0,0.0,30.0,1.5,0.0
2366,2.0,0.0,24.0,10.5,1.0
3318,3.0,0.0,32.0,3.5,2.0
2551,1.0,0.0,17.0,10.5,5.0
3611,0.0,1.0,12.0,3.5,3.0
2830,0.0,0.0,4.0,3.5,2.0
2599,2.0,0.0,22.0,1.5,3.0
3437,2.0,0.0,23.0,2.5,0.0
3295,0.0,0.0,7.0,3.5,1.0
2504,0.0,0.0,2.0,1.5,4.0
2549,0.0,0.0,3.0,4.5,2.0
2524,0.0,0.0,1.0,4.5,3.0
3934,0.0,2.0,0.0,6.5,4.0
3424,2.0,0.0,24.0,1.5,5.0
2428,0.0,1.0,2.0,2.5,9.0
2271,1.0,0.0,13.0,4.5,2.0
2245,1.0,2.0,14.0,15.5,1.0
2731,1.0,0.0,14.0,4.5,3.0
2571,2.0,0.0,22.0,6.5,1.0
2204,0.0,0.0,3.0,7.5,6.0
3967,1.0,1.0,10.0,6.5,5.0
3183,1.0,1.0,12.0,0.5,9.0
2195,0.0,1.0,2.0,3.5,11.0
2445,1.0,0.0,18.0,0.5,5.0
3524,2.0,0.0,21.0,3.5,2.0
2778,2.0,0.0,30.0,5.5,1.0
2506,0.0,2.0,2.0,2.5,11.0
3030,2.0,1.0,22.0,1.5,1.0
3812,1.0,2.0,18.0,5.5,0.0
2298,1.0,0.0,13.0,3.5,0.0
2873,3.0,0.0,34.0,3.5,3.0
3127,0.0,1.0,5.0,1.5,1.0
3682,2.0,0.0,24.0,6.5,4.0
3016,3.0,0.0,36.0,2.5,4.0
3129,3.0,0.0,33.0,6.5,2.0
2089,0.0,2.0,2.0,1.5,4.0
3518,1.0,0.0,13.0,10.5,2.0
3941,3.0,0.0,36.0,12.5,3.0
2585,2.0,0.0,25.0,1.5,5.0
2917,0.0,1.0,6.0,2.5,1.0
3530,2.0,0.0,24.0,1.5,4.0
2839,1.0,0.0,13.0,2.5,2.0
3271,0.0,2.0,6.0,4.5,1.0
2495,2.0,0.0,24.0,3.5,0.0
2567,2.0,1.0,25.0,4.5,1.0
2112,2.0,1.0,29.0,3.5,4.0
3134,1.0,1.0,13.0,0.5,7.0
3632,1.0,2.0,11.0,0.5,0.0
3311,0.0,0.0,3.0,1.5,1.0
2667,1.0,0.0,15.0,4.5,3.0
2061,1.0,1.0,12.0,4.5,1.0
3104,2.0,0.0,28.0,5.5,0.0
2464,1.0,0.0,16.0,2.5,6.0
2535,1.0,2.0,17.0,9.5,2.0
2733,0.0,0.0,4.0,8.5,4.0
3715,2.0,0.0,23.0,3.5,6.0
3814,2.0,0.0,24.0,2.5,1.0
2507,2.0,0.0,27.0,0.5,3.0
2907,2.0,0.0,23.0,1.5,7.0
2236,1.0,1.0,15.0,4.5,1.0
2998,0.0,0.0,7.0,0.5,6.0
2484,3.0,1.0,33.0,4.5,3.0
3361,3.0,0.0,34.0,6.5,3.0
3124,2.0,1.0,23.0,1.5,2.0
2717,2.0,0.0,26.0,9.5,1.0
3402,0.0,1.0,4.0,3.5,12.0
2267,1.0,0.0,13.0,5.5,2.0
2657,3.0,0.0,35.0,0.5,8.0
2170,1.0,1.0,17.0,1.5,6.0
3092,1.0,0.0,16.0,7.5,2.0
3624,1.0,0.0,12.0,6.5,8.0
2887,1.0,0.0,15.0,0.5,1.0
2987,2.0,0.0,22.0,8.5,2.0
3883,0.0,2.0,4.0,4.5,2.0
2494,0.0,2.0,3.0,6.5,3.0
3695,2.0,0.0,21.0,0.5,3.0
2182,3.0,0.0,34.0,3.5,1.0
3607,2.0,0.0,28.0,4.5,6.0
3309,1.0,0.0,15.0,6.5,4.0
3417,3.0,0.0,36.0,7.5,4.0
3293,2.0,0.0,26.0,2.5,4.0
3044,3.0,0.0,31.0,7.5,8.0
3117,2.0,0.0,24.0,7.5,2.0
3141,0.0,2.0,1.0,1.5,9.0
3834,1.0,1.0,14.0,2.5,3.0
3020,0.0,2.0,7.0,8.5,3.0
2381,1.0,0.0,12.0,3.5,4.0
3043,1.0,1.0,13.0,4.5,6.0
3878,0.0,0.0,4.0,7.5,5.0
2285,1.0,0.0,14.0,7.5,4.0
2966,2.0,0.0,28.0,11.5,5.0
2823,1.0,0.0,12.0,0.5,2.0
3765,3.0,0.0,33.0,3.5,6.0
2905,1.0,0.0,15.0,10.5,5.0
2514,3.0,0.0,36.0,7.5,5.0
3653,0.0,0.0,5.0,0.5,13.0
3563,1.0,1.0,15.0,6.5,3.0
2413,1.0,1.0,14.0,4.5,1.0
3378,2.0,1.0,25.0,1.5,3.0
2427,0.0,0.0,2.0,3.5,6.0
3835,2.0,0.0,22.0,2.5,0.0
2666,2.0,0.0,22.0,1.5,2.0
3522,1.0,0.0,16.0,3.5,4.0
