,x1,x2,x3,x4
0,0.55536836,2.7841218,0.6599599,4.121016
1,1.9035072,4.7826033,1.8783175,8.666594
2,-0.10267271,-0.6482113,-0.09291071,-0.868762
3,-0.75110954,-2.1037083,-0.8572021,-3.7391753
4,-0.22953683,-1.9582676,-0.18991277,-2.3849163
5,-0.45934048,-1.0546118,-0.476721,-2.017151
6,1.5440363,4.596218,1.3425971,7.435941
7,0.8468492,2.5054698,1.0887705,4.426266
8,0.30971092,1.628623,0.30409607,2.2010071
9,-0.43942454,-0.81536925,-0.54045963,-1.802739
10,-1.4472312,-3.821162,-1.5052754,-6.8527374
11,-1.1621726,-1.533865,-1.0006078,-3.7985377
12,-1.1049145,-2.3832295,-1.3076926,-4.7250185
13,-0.6390136,-1.52073,-0.61333627,-3.0108244
14,-1.2671044,-1.0698926,-1.2748579,-3.5501416
15,0.3559443,0.6670156,0.36983317,1.4599482
16,2.4715354,5.5553207,2.4698021,10.662564
17,0.46017992,0.98613715,0.2580886,1.7539098
18,0.56345475,0.3968035,0.6254483,1.5541983
19,-0.3271671,-2.4917905,-0.4406377,-3.186457
20,1.151192,4.1661763,1.2151241,6.513132
21,1.0332453,1.9802285,0.90031576,4.042355
22,0.3121323,1.8409615,0.37615734,2.6483893
23,0.94165796,1.4728849,1.0165354,3.4481308
24,-0.9706318,-0.64241827,-0.9595023,-2.6712904
25,1.935423,5.5594044,2.0324826,9.295605
26,0.5097324,1.2057056,0.6457969,2.458924
27,-2.2046454,-3.9983718,-2.2111819,-8.390616
28,-0.9310223,-2.4558034,-0.96012497,-4.3922076
29,-0.12397501,-1.2759233,-0.37464863,-1.7405523
30,0.13974302,-0.15378004,0.22332865,0.1663383
31,-0.53676254,-1.7957464,-0.635217,-3.020793
32,0.21801515,2.0128663,0.1981279,2.2947655
33,0.79722136,-0.18234563,1.0947491,1.8513557
34,-1.2600642,-2.3533323,-1.2883573,-4.967371
35,-1.1380135,-3.477584,-1.3066367,-6.0193534
36,0.558183,2.3986673,0.6444703,3.6831303
37,0.12242605,0.8656457,0.111138575,1.041652
38,0.9273038,1.3509948,0.92106533,3.2162943
39,-0.6608459,-1.6436331,-0.7128051,-3.0265076
40,-0.73875207,-1.794387,-0.73497766,-3.2814846
41,-1.2558894,-3.1490884,-1.1735505,-5.6522846
42,-2.177135,-3.7220316,-1.9378396,-7.720599
43,0.8679748,2.2269688,1.0603555,4.1497216
44,-0.25416887,0.16863245,-0.16571097,-0.3796581
45,0.41064778,0.88720053,0.6897367,1.9226443
46,-0.65568054,-0.7569411,-0.63804954,-2.0912697
47,2.848743,4.3064346,2.8586173,9.949573
48,0.66628766,0.6981389,0.72720504,2.0421226
49,-1.2689753,-2.8528194,-1.1716839,-5.2922173
50,0.57594746,-1.1503569,0.58240145,-0.085100435
51,-0.018597946,0.4370647,-0.093879886,0.48270267
52,-0.40342444,-2.693863,-0.35344896,-3.337846
53,-0.6428864,-0.09531593,-0.71623343,-1.5427305
54,-0.50821865,-0.9129435,-0.21558538,-1.5448157
55,1.5471007,3.437694,1.514349,6.5378118
56,0.54844576,2.496945,0.6002184,3.6160462
57,-1.4594852,-3.1179173,-1.2617427,-5.8441186
58,0.97491544,2.9183078,1.1077121,4.940161
59,-0.62023824,-1.9472187,-0.60906124,-3.0592258
60,-0.41464928,0.22980356,-0.50928926,-0.77321684
61,0.3350797,2.1095874,0.44986525,2.955802
62,-0.069175065,-0.41187954,-0.0025036857,-0.34721288
63,1.6637921,3.3436108,1.5712377,6.6461344
64,0.21619938,1.3880297,0.13343346,1.9174898
65,-1.1664754,-0.8468617,-1.0916172,-3.2137384
66,-0.9534663,-0.37408376,-1.0390382,-2.3344028
67,-0.23119995,0.33593953,-0.20852841,-0.0923398
68,-0.25121027,-0.052209854,-0.3940966,-0.65066284
69,0.5329042,1.6347344,0.5757034,2.7224557
70,-0.76640594,-1.9995296,-0.5584221,-3.2297082
71,-0.683636,0.28081787,-0.49794534,-0.85493577
72,-1.968653,-4.2146063,-1.9696857,-8.28367
73,0.9170449,2.1979713,1.010396,4.1907682
74,1.0073026,1.9761443,1.0662603,4.0991864
75,-0.8676188,-1.8892455,-1.0141561,-3.6935406
76,0.5201003,1.5471456,0.4820489,2.6368122
77,0.11809431,1.7989085,0.19451787,2.082229
78,-0.16184236,0.26382998,-0.19781233,-0.08332717
79,1.8600476,4.37967,1.8680313,8.214316
80,0.12240949,0.2551496,0.08217393,0.5877454
81,-0.6423949,-0.43649292,-0.83084965,-2.083797
82,0.25036213,1.0572778,0.2349765,1.6002036
83,1.0923438,1.4733202,1.268535,3.8438804
84,-0.92931366,-1.0976729,-1.019804,-3.1740205
85,-0.8498324,-1.6518617,-0.9703295,-3.4475498
86,0.35564125,-2.3896217,0.33183244,-1.6685865
87,1.6700914,3.783866,1.7390968,7.076863
88,0.5099369,1.2204052,0.6491322,2.1255827
89,0.9229201,1.8815081,0.89442813,3.5337493
90,-1.0470227,-3.3073375,-1.1323644,-5.6681504
91,0.48330835,1.0474674,0.49664038,2.1610239
92,-0.47900355,-2.2283988,-0.52366817,-3.3573198
93,-0.2616985,-2.4476306,-0.3819132,-3.1787593
94,1.4695532,3.8273182,1.4965014,6.8663416
95,-1.2071476,-2.389395,-1.1349989,-4.725879
96,-1.3545365,-2.9095998,-1.3851532,-5.6633463
97,0.2788876,-0.07336989,0.13975273,0.3068891
98,-0.15089858,1.0488696,-0.16819254,0.7713161
99,1.0036132,4.2240696,1.2430801,6.6659007
100,1.6412277,2.9004166,1.5735776,6.0499396
101,1.4006892,0.9198173,1.4645813,3.8528821
102,0.35458177,0.21179658,0.19952662,0.8030572
103,0.47643918,1.3065336,0.4009298,2.3004656
104,-0.7869487,-1.5120572,-0.88726133,-3.239986
105,-1.356671,-2.4284391,-1.412655,-5.0728064
106,-0.029769717,-1.4875414,-0.09014024,-1.6463293
107,1.4755787,3.2283309,1.397865,6.0710335
108,-0.22922546,0.7216408,-0.119309165,0.32327998
109,1.0042166,0.28104234,0.87443966,2.2169771
110,1.0198873,2.1708946,0.89611644,3.938084
111,-0.8558825,-1.13814,-0.8717891,-2.8186677
112,0.65766215,-0.26678288,0.62489194,1.2098633
113,1.2135173,2.3527477,1.0635414,4.775323
114,-0.024751669,-0.42567408,-0.092194,-0.39849105
115,0.009662653,-2.0058947,0.08409678,-1.8756866
116,-1.0150908,-3.5292811,-0.9660591,-5.5359745
