,x1,x2,x3,x4
2933,0.0,1.9,1.0,3.7
2955,0.1,1.2,1.5,5.9
2554,0.5,3.5,1.6,6.7
3107,0.9,-0.0,-0.0,1.6
3598,0.7,0.0,1.7,0.0
3205,0.1,4.5,1.6,7.6
2120,0.4,-0.0,0.0,2.1
2042,-0.0,3.9,0.7,5.7
3669,0.1,0.6,0.2,1.6
3349,0.0,0.7,0.4,1.1
2950,0.5,-0.0,1.3,0.0
2468,0.0,1.8,0.0,2.3
3169,0.1,2.4,0.1,-0.0
3016,0.3,-0.0,0.0,0.9
3946,0.7,0.0,-0.0,3.8
3100,0.7,0.0,-0.0,-0.0
3174,0.1,0.6,0.0,0.0
3575,-0.0,1.3,1.0,4.7
3666,0.0,-0.0,0.1,1.6
3645,-0.0,1.8,0.7,3.1
3778,0.7,-0.0,0.0,0.0
3853,0.0,2.2,-0.0,0.0
3790,1.6,-0.0,-0.0,3.4
3450,1.2,-0.0,0.0,0.0
3958,-0.0,3.5,1.2,5.5
3820,0.0,0.5,0.1,0.8
3414,-0.0,5.1,2.1,8.5
2021,0.0,0.3,0.8,3.6
3092,-0.0,0.4,-0.0,0.5
3706,0.3,2.1,-0.0,0.0
3741,1.2,0.0,1.7,-0.0
2725,-0.0,3.4,1.1,5.2
2025,0.0,1.4,0.7,-0.0
2889,0.9,2.7,0.9,-0.0
3875,0.2,0.0,1.4,4.8
3151,0.2,4.3,2.4,8.3
3594,-0.0,1.1,0.0,-0.0
2953,0.3,0.3,0.0,0.0
3609,-0.0,1.3,0.4,2.5
2600,-0.1,-0.0,1.0,4.5
3056,0.0,2.1,0.4,4.0
2655,0.9,-0.0,-0.0,2.2
2574,0.5,-0.0,-0.0,-0.0
2922,0.0,2.0,0.9,4.7
2834,1.1,-0.0,-0.0,0.0
3201,0.0,0.4,-0.0,-0.0
3613,-0.1,3.0,0.5,0.0
3982,0.6,0.0,0.0,1.9
3255,0.1,1.2,0.5,2.6
2225,1.8,5.3,2.4,9.9
3711,0.5,0.0,0.7,1.7
2038,0.3,2.5,1.2,5.2
3366,0.7,-0.0,3.4,7.3
2101,-0.0,0.2,1.3,2.1
3592,0.4,6.2,2.3,10.6
3702,0.5,0.0,2.2,5.4
2420,0.2,1.6,0.0,3.1
3342,0.1,2.8,1.1,5.2
3885,0.2,-0.0,0.0,0.7
2936,0.1,2.4,1.2,5.6
3908,0.1,0.2,0.9,1.8
3101,0.6,0.0,0.0,3.3
2776,0.4,-0.0,-0.0,-0.0
2057,0.0,2.7,0.4,3.7
3416,0.5,3.0,-0.0,5.3
3344,-0.0,-0.0,4.1,2.7
2988,0.1,0.2,0.4,-0.0
3543,0.5,0.3,0.0,0.0
2357,-0.0,-0.0,0.1,-0.0
3034,0.6,1.8,0.6,3.7
2872,0.2,4.3,1.1,6.5
2058,1.3,-0.0,1.8,1.5
2906,0.6,4.5,1.8,-0.0
2627,0.1,1.7,0.6,-0.0
2662,0.0,4.9,1.2,7.5
3753,0.2,2.4,-0.0,4.3
2144,1.2,0.0,1.9,0.0
3337,0.0,2.5,0.7,4.9
2541,-0.1,-0.0,0.9,-0.0
2796,0.0,3.5,1.2,-0.0
2959,0.6,1.3,1.1,2.8
3657,0.9,-0.0,1.8,4.1
2977,0.1,-0.0,0.3,0.0
2844,0.2,1.3,1.1,3.6
3157,0.6,2.0,0.7,5.1
2524,0.4,0.0,1.1,3.8
3064,-0.0,4.2,0.2,5.7
3028,0.5,0.5,-0.0,-0.0
2686,0.0,0.5,1.0,1.8
2276,0.3,1.8,0.7,3.1
2690,-0.0,2.4,0.9,4.4
2928,0.6,-0.0,-0.0,0.0
2473,0.2,3.5,1.4,6.6
3068,0.2,2.5,0.7,3.5
3304,0.2,3.2,1.4,6.1
3831,-0.0,3.1,1.2,5.6
2942,0.9,0.0,0.0,-0.0
3198,0.1,1.9,0.6,2.9
2756,0.1,3.6,2.8,8.7
3602,-0.0,2.8,1.1,5.1
2392,0.9,-0.0,0.0,-0.0
3377,0.2,3.2,1.5,5.5
2379,0.2,2.8,0.9,5.7
3398,0.6,2.0,0.0,3.1
2408,0.0,1.0,0.6,2.1
2138,0.5,0.0,0.0,-0.0
3769,-0.0,2.6,1.0,5.3
3639,-0.0,1.0,-0.0,0.0
2274,0.0,0.3,0.5,-0.0
2769,0.0,2.3,0.1,2.7
3339,0.2,1.8,0.8,3.1
2996,0.4,3.1,0.9,0.0
3775,-0.0,2.8,0.8,4.6
3268,0.6,0.0,1.3,3.1
3382,0.4,2.7,1.0,-0.0
3141,0.0,2.1,1.3,4.6
2540,0.6,-0.0,0.0,-0.0
2140,-0.0,2.3,0.9,4.2
2353,0.1,1.8,-0.0,3.1
3632,-0.3,1.7,1.4,4.6
3320,0.1,2.6,0.2,2.8
2005,-0.2,2.9,1.8,5.7
3204,0.1,-0.0,-0.0,0.0
2737,-0.0,0.9,0.0,-0.0
3299,0.6,-0.0,1.1,0.0
2703,-0.2,0.2,0.7,1.5
3435,0.0,0.6,0.1,1.6
2262,0.1,3.9,2.7,9.4
2940,0.4,0.0,0.0,0.0
2770,0.2,6.0,0.8,9.7
2115,0.4,2.1,0.9,4.2
2398,2.0,1.5,0.0,0.0
3258,-0.4,3.5,1.5,6.5
3242,0.1,3.3,0.8,6.1
3315,0.1,3.6,1.7,7.4
3105,0.3,1.1,-0.0,1.9
3901,-0.3,3.3,1.3,6.5
3755,-0.1,1.1,0.4,1.8
3368,0.0,1.1,0.9,3.0
2317,1.9,0.0,-0.0,-0.0
2442,0.6,2.3,-0.0,7.3
3964,0.3,1.8,0.4,-0.0
2381,0.2,0.0,1.1,2.1
2077,0.0,2.6,2.1,6.9
3604,0.3,0.2,0.9,0.9
2172,0.0,0.3,0.3,0.0
3924,0.0,3.4,0.1,-0.0
3918,0.0,2.6,0.2,3.2
3674,0.0,4.7,1.2,-0.0
3471,0.0,0.7,0.3,1.9
3328,0.3,2.7,1.3,5.2
3427,1.2,0.0,-0.0,3.9
2133,1.2,0.0,1.3,0.0
2253,0.0,4.1,0.5,6.6
2036,0.0,-0.0,1.4,0.4
2302,0.5,-0.0,-0.0,-0.0
2722,-0.0,2.4,1.3,6.6
2878,0.3,0.0,-0.0,-0.0
2273,0.0,1.8,1.2,-0.0
3857,0.2,0.1,0.0,0.8
3125,-0.1,2.4,1.7,0.0
3410,0.0,0.7,0.4,0.9
3073,0.2,0.7,0.3,3.0
3066,0.1,-0.0,0.3,1.6
2376,-0.0,4.2,0.2,5.0
3599,-0.3,2.8,0.3,3.7
2608,-0.0,-0.0,1.1,-0.0
2285,2.4,0.0,2.3,0.0
2040,0.0,4.0,0.0,6.3
3289,0.1,-0.0,0.7,1.6
2946,0.1,2.9,2.0,2.9
3897,0.1,0.5,0.1,1.8
3061,-0.0,1.9,0.2,3.3
3279,0.0,-0.0,2.3,6.1
3335,0.1,1.4,1.1,3.1
2075,1.7,-0.0,2.4,7.4
2245,1.0,0.0,1.2,0.0
2596,0.9,-0.0,1.8,5.1
2168,0.0,2.1,0.9,4.8
3184,-0.2,0.6,0.9,2.3
3553,0.1,1.3,0.1,1.3
2028,0.0,4.4,1.3,12.4
2512,-0.1,5.1,2.7,9.9
3070,1.6,0.0,2.2,7.0
2070,0.0,3.5,2.1,7.7
3728,0.1,-0.0,0.1,1.3
2560,0.2,0.6,0.2,1.7
3278,0.3,0.0,0.0,0.0
2319,0.1,0.6,1.3,3.5
3190,0.0,3.6,0.5,6.0
2182,0.5,2.7,1.9,5.6
2694,-0.1,3.0,0.5,4.3
3113,0.6,2.3,-0.0,3.8
2542,-0.0,0.0,2.7,7.4
2779,0.2,3.3,0.5,5.4
3516,0.2,1.5,-0.0,2.6
2158,0.0,-0.0,2.2,0.1
3991,-0.1,0.4,0.1,0.9
3926,0.0,0.0,0.5,-0.0
2404,2.6,5.0,0.0,10.9
