,y
2933,0.0
2955,1.0
2554,1.0
3107,0.0
3598,1.0
3205,1.0
2120,1.0
2042,0.0
3669,0.0
3349,1.0
2950,1.0
2468,0.0
3169,1.0
3016,1.0
3946,1.0
3100,1.0
3174,1.0
3575,1.0
3666,1.0
3645,0.0
3778,1.0
3853,0.0
3790,1.0
3450,0.0
3958,1.0
3820,1.0
3414,0.0
2021,1.0
3092,1.0
3706,1.0
3741,1.0
2725,1.0
2025,1.0
2889,1.0
3875,1.0
3151,1.0
3594,1.0
2953,1.0
3609,1.0
2600,0.0
3056,0.0
2655,0.0
2574,1.0
2922,1.0
2834,1.0
3201,1.0
3613,0.0
3982,1.0
3255,1.0
2225,1.0
3711,0.0
2038,1.0
3366,1.0
2101,1.0
3592,1.0
3702,0.0
2420,1.0
3342,1.0
3885,1.0
2936,1.0
3908,1.0
3101,0.0
2776,1.0
2057,1.0
3416,1.0
3344,1.0
2988,1.0
3543,1.0
2357,1.0
3034,0.0
2872,1.0
2058,1.0
2906,1.0
2627,1.0
2662,1.0
3753,0.0
2144,1.0
3337,0.0
2541,1.0
2796,1.0
2959,0.0
3657,1.0
2977,0.0
2844,0.0
3157,0.0
2524,1.0
3064,1.0
3028,1.0
2686,1.0
2276,1.0
2690,1.0
2928,1.0
2473,1.0
3068,0.0
3304,0.0
3831,0.0
2942,1.0
3198,1.0
2756,1.0
3602,1.0
2392,0.0
3377,1.0
2379,1.0
3398,0.0
2408,1.0
2138,1.0
3769,0.0
3639,1.0
2274,1.0
2769,0.0
3339,1.0
2996,1.0
3775,1.0
3268,1.0
3382,0.0
3141,0.0
2540,1.0
2140,1.0
2353,1.0
3632,0.0
3320,1.0
2005,0.0
3204,0.0
2737,1.0
3299,1.0
2703,1.0
3435,1.0
2262,1.0
2940,1.0
2770,1.0
2115,1.0
2398,1.0
3258,0.0
3242,1.0
3315,1.0
3105,0.0
3901,1.0
3755,1.0
3368,1.0
2317,1.0
2442,1.0
3964,0.0
2381,0.0
2077,1.0
3604,1.0
2172,1.0
3924,1.0
3918,0.0
3674,0.0
3471,1.0
3328,1.0
3427,0.0
2133,1.0
2253,1.0
2036,1.0
2302,1.0
2722,1.0
2878,0.0
2273,1.0
3857,1.0
3125,1.0
3410,0.0
3073,1.0
3066,0.0
2376,1.0
3599,1.0
2608,1.0
2285,1.0
2040,1.0
3289,1.0
2946,1.0
3897,0.0
3061,0.0
3279,1.0
3335,0.0
2075,1.0
2245,0.0
2596,1.0
2168,1.0
3184,1.0
3553,1.0
2028,1.0
2512,1.0
3070,1.0
2070,1.0
3728,1.0
2560,1.0
3278,1.0
2319,1.0
3190,1.0
2182,1.0
2694,1.0
3113,1.0
2542,0.0
2779,0.0
3516,1.0
2158,1.0
3991,0.0
3926,1.0
2404,0.0
