,x1,x2
2662,1.3,4.1
2748,1.0,0.0
3063,0.5,0.0
3912,0.8,-0.0
3645,1.3,0.0
3427,1.2,3.3
2170,0.2,1.5
2007,2.1,2.0
3807,2.4,0.0
3613,1.6,0.0
2967,1.2,0.0
2574,1.5,0.0
3341,1.3,-0.0
3462,0.7,0.0
3044,1.8,3.1
2388,1.4,3.6
2948,0.9,0.0
2738,1.7,-0.0
3024,1.3,0.0
2611,1.3,2.1
2362,1.8,-0.0
3928,0.5,-0.0
3197,1.8,-0.0
3119,0.9,-0.0
3491,1.5,0.0
2276,0.7,2.1
3285,2.2,-0.0
2911,2.6,4.6
2893,2.9,-0.0
2287,1.9,3.6
3732,0.7,2.1
2703,1.4,-0.0
3867,1.4,-0.0
2371,0.2,3.6
2305,0.3,1.3
2977,1.2,0.0
2862,1.9,-0.0
3140,0.7,0.0
2003,0.7,2.1
2819,1.0,0.0
3280,0.2,2.1
3803,1.5,-0.0
3276,0.7,2.6
3635,1.5,2.1
2897,1.5,0.0
3111,2.3,3.2
3625,2.2,0.0
2238,1.3,-0.0
2085,1.4,3.0
3138,0.8,-0.0
2398,1.3,1.3
3361,1.0,0.0
2147,0.8,0.0
2602,2.1,0.7
2044,2.6,0.0
2853,0.6,3.1
2541,2.3,-0.0
3175,1.4,4.1
2736,1.0,-0.0
3009,0.1,2.6
2350,0.9,0.0
2566,1.9,0.0
3067,0.6,0.0
2950,1.6,0.0
3520,1.3,-0.0
3667,1.7,0.0
2665,1.1,0.0
3880,1.0,-0.0
3648,1.7,0.0
2088,1.0,-0.0
3236,0.8,0.0
2674,1.7,0.0
2173,1.4,0.0
2335,0.5,-0.0
3918,1.3,1.8
2203,0.9,0.0
2265,0.8,-0.0
2601,1.4,1.9
3951,4.3,-0.0
2101,1.4,-0.0
2418,0.3,2.1
3743,1.3,3.1
3351,1.7,2.3
3006,0.7,-0.0
3424,2.1,2.1
3935,1.3,2.8
2210,0.7,0.0
3573,2.3,-0.0
3917,1.3,2.8
2116,1.0,0.0
3668,0.8,0.0
3304,1.1,-0.0
3706,1.1,-0.0
3780,2.3,-0.0
3489,1.8,0.0
2436,2.8,-0.0
2120,1.0,1.4
2444,0.6,-0.0
2867,1.3,1.8
3539,1.3,-0.0
3901,0.8,-0.0
3053,0.8,0.0
3660,1.4,-0.0
2783,0.9,2.8
3977,2.9,0.0
3793,0.7,2.1
3883,1.3,1.9
2921,1.5,4.7
2008,1.4,-0.0
3167,1.4,1.9
3827,1.3,0.0
3551,1.7,0.0
2746,1.3,0.0
2776,0.5,0.7
2157,0.7,-0.0
2091,1.5,0.0
3499,1.6,0.0
3987,2.6,-0.0
3526,0.9,0.0
3178,0.8,0.0
3050,1.8,0.0
3921,1.8,2.0
3653,1.4,0.0
2543,1.6,3.1
3999,0.2,4.2
2562,1.3,0.9
2261,1.3,-0.0
2365,2.5,-0.0
2629,0.6,-0.0
3927,0.6,0.0
3777,0.8,-0.0
2855,1.9,-0.0
3789,1.3,2.1
2769,0.4,2.1
2482,1.2,0.0
2324,1.3,-0.0
3356,1.5,-0.0
3221,0.9,-0.0
2295,1.1,0.0
3957,0.7,-0.0
2127,0.6,-0.0
3415,0.1,2.1
3279,1.7,0.0
3299,0.5,0.0
3305,0.8,-0.0
2614,2.1,3.3
2378,1.5,-0.0
2246,1.1,0.0
3340,0.8,4.2
2282,1.7,-0.0
3618,1.3,0.0
2874,1.1,0.0
2891,0.9,-0.0
2471,1.6,0.0
3156,1.3,0.0
3397,1.9,0.0
2314,2.3,0.0
3264,1.9,-0.0
2905,1.4,-0.0
3753,1.9,4.1
2485,0.8,0.0
3443,1.3,-0.0
2353,1.7,4.2
2307,1.2,0.0
3220,1.9,1.3
2749,1.2,0.0
3425,1.5,-0.0
2135,0.8,0.0
3773,1.3,1.4
2384,1.4,0.0
2020,1.3,2.1
2929,0.8,0.0
3275,1.9,5.2
2709,1.1,-0.0
3868,1.3,2.3
3983,1.3,-0.0
3582,1.0,-0.0
2592,0.6,3.8
2019,1.7,-0.0
3454,3.3,2.6
3312,0.8,3.1
3363,1.4,2.6
2790,3.3,5.2
2242,1.0,-0.0
3336,1.0,0.0
2137,1.6,0.0
2937,0.7,-0.0
2432,1.3,-0.0
3348,1.8,2.6
2443,2.6,0.0
2125,3.6,3.0
3519,1.4,-0.0
2031,1.0,1.3
3060,1.6,0.0
2943,1.6,0.0
3984,0.9,-0.0
2985,1.8,1.9
2787,2.1,2.1
2344,-0.0,3.3
3691,0.9,1.8
