,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,0.0,0.3672415,6.0,2.0,0.0
2001,2.0,1.0,0.90441716,6.0,11.0,4.0
2002,6.0,1.0,0.13752854,2.0,1.0,2.0
2003,5.0,1.0,0.24206495,6.0,5.0,2.0
2004,2.0,3.0,0.40177083,6.0,1.0,1.0
2005,4.0,0.0,0.34435153,2.0,3.0,3.0
2006,3.0,0.0,0.806877,2.0,3.0,1.0
2007,2.0,0.0,0.1913817,6.0,0.0,0.0
2008,2.0,2.0,0.36045325,2.0,2.0,2.0
2009,4.0,2.0,0.6910918,5.0,1.0,3.0
2010,1.0,0.0,0.54737186,4.0,7.0,9.0
2011,0.0,2.0,0.1145761,5.0,0.0,3.0
2012,0.0,2.0,0.65814495,3.0,6.0,0.0
2013,4.0,2.0,0.6389742,2.0,3.0,7.0
2014,2.0,1.0,0.21796775,6.0,7.0,4.0
2015,5.0,0.0,0.0045405626,4.0,2.0,7.0
2016,5.0,0.0,0.21820092,3.0,0.0,4.0
2017,1.0,0.0,0.86913335,2.0,0.0,7.0
2018,4.0,0.0,0.43096614,5.0,6.0,3.0
2019,4.0,2.0,0.48088694,4.0,1.0,4.0
2020,2.0,2.0,0.74299955,3.0,4.0,1.0
2021,4.0,2.0,0.64123726,2.0,8.0,2.0
2022,4.0,1.0,0.67013407,3.0,4.0,3.0
2023,3.0,0.0,0.8669596,5.0,3.0,6.0
2024,1.0,2.0,0.4095577,3.0,4.0,10.0
2025,4.0,0.0,0.9020728,4.0,3.0,4.0
2026,2.0,0.0,0.84541404,4.0,1.0,4.0
2027,4.0,0.0,0.41277277,2.0,3.0,4.0
2028,3.0,1.0,0.25344253,1.0,9.0,5.0
2029,4.0,2.0,0.7890034,8.0,7.0,1.0
2030,3.0,0.0,0.8263322,3.0,7.0,4.0
2031,5.0,0.0,0.5931879,3.0,2.0,6.0
2032,4.0,2.0,0.4318905,0.0,4.0,13.0
2033,4.0,2.0,0.7640246,5.0,4.0,8.0
2034,1.0,0.0,0.31682968,7.0,0.0,4.0
2035,1.0,0.0,0.3418361,5.0,0.0,2.0
2036,3.0,0.0,0.36591053,2.0,3.0,6.0
2037,5.0,2.0,0.78101075,6.0,0.0,1.0
2038,4.0,0.0,0.028465986,5.0,6.0,8.0
2039,4.0,3.0,0.65497124,6.0,4.0,2.0
2040,4.0,2.0,0.057306886,2.0,6.0,4.0
2041,4.0,2.0,0.24928224,2.0,1.0,1.0
2042,3.0,0.0,0.6349182,8.0,5.0,4.0
2043,3.0,0.0,0.763409,2.0,4.0,2.0
2044,1.0,3.0,0.09580171,4.0,4.0,2.0
2045,2.0,2.0,0.7869055,8.0,4.0,3.0
2046,7.0,1.0,0.42437434,5.0,4.0,2.0
2047,4.0,2.0,0.21575987,6.0,0.0,8.0
2048,7.0,2.0,0.20059061,2.0,8.0,9.0
2049,4.0,1.0,0.6395993,2.0,4.0,2.0
2050,5.0,0.0,0.5807023,1.0,2.0,3.0
2051,2.0,0.0,0.50041544,6.0,0.0,4.0
2052,6.0,1.0,0.2122916,8.0,9.0,4.0
2053,3.0,0.0,0.7267128,8.0,5.0,5.0
2054,2.0,0.0,0.049194932,2.0,1.0,3.0
2055,3.0,3.0,0.1557684,6.0,2.0,6.0
2056,0.0,0.0,0.57667637,3.0,3.0,2.0
2057,0.0,0.0,0.073918104,3.0,0.0,2.0
2058,2.0,0.0,0.23632467,1.0,2.0,6.0
2059,8.0,3.0,0.87768006,4.0,6.0,0.0
2060,3.0,3.0,0.92189205,8.0,2.0,4.0
2061,3.0,2.0,0.7835649,4.0,2.0,5.0
2062,3.0,3.0,0.705521,2.0,5.0,2.0
2063,5.0,0.0,0.165941,9.0,3.0,6.0
2064,5.0,2.0,0.8586807,2.0,11.0,7.0
2065,6.0,2.0,0.27169967,6.0,6.0,1.0
2066,4.0,1.0,0.83537924,5.0,1.0,15.0
2067,2.0,1.0,0.88693535,5.0,5.0,4.0
2068,2.0,1.0,0.14689231,5.0,1.0,1.0
2069,1.0,2.0,0.6789675,1.0,3.0,4.0
2070,0.0,1.0,0.82474756,1.0,3.0,7.0
2071,2.0,3.0,0.23538458,3.0,0.0,3.0
2072,1.0,0.0,0.41002297,1.0,4.0,3.0
2073,1.0,0.0,0.08249831,4.0,4.0,8.0
