,years_experience,degree,nr_commits,nr_languages,nr_stars
2804,1.0,0.0,12.0,1.0,10.0
2334,0.0,0.0,7.0,2.0,1.0
3385,1.0,1.0,14.0,4.0,2.0
2691,3.0,0.0,34.0,6.0,2.0
2095,2.0,0.0,21.0,0.0,12.0
3721,3.0,0.0,34.0,1.0,3.0
2155,1.0,0.0,12.0,0.0,4.0
2897,1.0,1.0,17.0,6.0,4.0
3175,2.0,0.0,23.0,7.0,5.0
3247,1.0,2.0,12.0,6.0,4.0
2919,0.0,1.0,2.0,3.0,3.0
3760,2.0,0.0,29.0,0.0,8.0
2933,0.0,1.0,1.0,8.0,4.0
2725,0.0,1.0,7.0,4.0,6.0
2304,2.0,0.0,26.0,14.0,4.0
2135,2.0,0.0,23.0,2.0,4.0
2131,0.0,1.0,1.0,8.0,1.0
2431,1.0,1.0,16.0,0.0,3.0
3695,1.0,0.0,11.0,3.0,2.0
2339,0.0,2.0,2.0,2.0,0.0
3085,1.0,0.0,18.0,7.0,5.0
3920,2.0,0.0,24.0,2.0,3.0
3775,3.0,0.0,32.0,3.0,6.0
3824,1.0,1.0,17.0,0.0,5.0
3051,2.0,1.0,21.0,11.0,2.0
3444,2.0,0.0,23.0,3.0,9.0
2951,2.0,0.0,22.0,1.0,8.0
3078,1.0,0.0,17.0,0.0,1.0
2480,1.0,1.0,12.0,5.0,1.0
3176,0.0,1.0,2.0,4.0,12.0
2828,2.0,1.0,24.0,2.0,12.0
2504,3.0,0.0,37.0,11.0,10.0
3948,2.0,0.0,22.0,15.0,3.0
3707,1.0,1.0,14.0,0.0,2.0
2369,2.0,0.0,23.0,6.0,1.0
3658,1.0,0.0,12.0,0.0,4.0
2011,0.0,0.0,4.0,13.0,6.0
2441,2.0,0.0,23.0,10.0,1.0
3375,1.0,1.0,14.0,3.0,7.0
2631,1.0,0.0,13.0,2.0,1.0
3620,2.0,0.0,21.0,4.0,3.0
2258,0.0,2.0,1.0,3.0,2.0
3836,1.0,1.0,15.0,2.0,6.0
2767,2.0,1.0,23.0,12.0,1.0
2747,2.0,0.0,26.0,0.0,5.0
3604,2.0,0.0,28.0,0.0,4.0
3820,1.0,1.0,16.0,2.0,3.0
2802,2.0,1.0,20.0,0.0,0.0
3911,2.0,0.0,28.0,2.0,1.0
3666,2.0,0.0,23.0,7.0,3.0
3505,2.0,0.0,28.0,6.0,0.0
3887,2.0,0.0,23.0,7.0,1.0
3252,2.0,0.0,25.0,2.0,1.0
2166,1.0,0.0,11.0,8.0,13.0
2709,2.0,1.0,30.0,4.0,6.0
2625,1.0,1.0,11.0,9.0,1.0
2596,1.0,1.0,18.0,1.0,5.0
2009,0.0,0.0,5.0,11.0,4.0
3210,1.0,0.0,14.0,1.0,2.0
3072,1.0,0.0,14.0,1.0,2.0
3324,2.0,0.0,20.0,6.0,2.0
2049,3.0,0.0,35.0,4.0,2.0
3280,1.0,0.0,15.0,1.0,4.0
3809,1.0,1.0,12.0,3.0,4.0
3202,0.0,1.0,5.0,0.0,3.0
3458,2.0,1.0,25.0,3.0,3.0
2276,0.0,2.0,1.0,2.0,4.0
3575,1.0,0.0,16.0,0.0,3.0
2330,1.0,0.0,14.0,2.0,6.0
3094,0.0,2.0,4.0,0.0,3.0
3992,2.0,1.0,24.0,4.0,1.0
3030,2.0,0.0,25.0,2.0,7.0
2452,0.0,0.0,4.0,8.0,3.0
3056,3.0,0.0,31.0,6.0,1.0
3636,1.0,2.0,13.0,2.0,6.0
3535,0.0,2.0,3.0,4.0,5.0
2620,1.0,2.0,15.0,4.0,4.0
2693,4.0,0.0,46.0,6.0,3.0
2416,2.0,0.0,21.0,3.0,7.0
2192,2.0,0.0,24.0,4.0,4.0
3759,3.0,0.0,32.0,5.0,4.0
2806,3.0,0.0,35.0,7.0,3.0
2621,2.0,0.0,25.0,7.0,4.0
3248,0.0,1.0,5.0,2.0,6.0
2145,1.0,0.0,12.0,8.0,7.0
2694,2.0,1.0,24.0,0.0,1.0
3625,2.0,0.0,24.0,0.0,3.0
2442,1.0,0.0,13.0,5.0,2.0
2185,0.0,1.0,2.0,6.0,5.0
2688,4.0,0.0,43.0,11.0,4.0
3119,2.0,0.0,20.0,0.0,18.0
2914,0.0,2.0,6.0,6.0,7.0
3095,0.0,0.0,5.0,6.0,4.0
3520,1.0,0.0,13.0,3.0,6.0
2523,4.0,0.0,47.0,0.0,2.0
2681,1.0,0.0,11.0,6.0,6.0
3795,3.0,0.0,35.0,1.0,4.0
2854,0.0,0.0,1.0,3.0,2.0
2084,2.0,0.0,22.0,1.0,3.0
3445,2.0,0.0,23.0,8.0,6.0
2598,1.0,0.0,13.0,3.0,5.0
3329,0.0,0.0,4.0,1.0,11.0
2664,1.0,0.0,14.0,5.0,2.0
3882,1.0,1.0,13.0,2.0,9.0
2643,1.0,2.0,16.0,4.0,1.0
2235,3.0,0.0,35.0,4.0,0.0
2757,2.0,0.0,20.0,7.0,5.0
3524,2.0,0.0,22.0,2.0,5.0
2109,2.0,0.0,23.0,6.0,5.0
3145,1.0,0.0,14.0,9.0,4.0
2433,2.0,0.0,25.0,2.0,6.0
3084,3.0,0.0,34.0,0.0,4.0
2464,1.0,1.0,18.0,5.0,2.0
2812,1.0,0.0,13.0,8.0,2.0
2363,1.0,0.0,16.0,3.0,3.0
2332,1.0,0.0,13.0,0.0,9.0
3080,1.0,0.0,16.0,4.0,5.0
3052,2.0,2.0,23.0,0.0,6.0
3522,1.0,1.0,12.0,1.0,9.0
2110,1.0,0.0,15.0,2.0,0.0
3173,1.0,0.0,16.0,15.0,5.0
2445,1.0,2.0,13.0,6.0,3.0
3861,1.0,0.0,13.0,3.0,3.0
2486,1.0,0.0,14.0,1.0,3.0
3729,1.0,1.0,12.0,4.0,6.0
2341,2.0,0.0,22.0,0.0,7.0
2658,2.0,0.0,25.0,0.0,1.0
3892,2.0,0.0,25.0,2.0,2.0
2308,2.0,0.0,24.0,10.0,0.0
3256,1.0,1.0,17.0,0.0,5.0
2891,1.0,0.0,15.0,1.0,14.0
3728,0.0,2.0,4.0,0.0,5.0
3142,3.0,0.0,34.0,8.0,5.0
3870,3.0,0.0,35.0,1.0,5.0
3503,1.0,1.0,14.0,0.0,3.0
3766,0.0,0.0,1.0,7.0,1.0
3488,0.0,0.0,1.0,2.0,4.0
3286,3.0,0.0,32.0,5.0,2.0
3091,1.0,0.0,15.0,1.0,6.0
2146,1.0,2.0,18.0,4.0,7.0
3415,2.0,0.0,24.0,6.0,4.0
2683,1.0,0.0,12.0,1.0,3.0
3742,3.0,0.0,33.0,3.0,1.0
3237,0.0,0.0,4.0,2.0,4.0
3745,1.0,0.0,17.0,1.0,2.0
3969,1.0,2.0,14.0,7.0,2.0
3153,3.0,0.0,33.0,7.0,9.0
2269,3.0,0.0,31.0,6.0,3.0
2491,1.0,1.0,11.0,3.0,4.0
3761,2.0,1.0,22.0,8.0,2.0
2662,2.0,0.0,25.0,4.0,7.0
3819,3.0,0.0,34.0,6.0,2.0
3068,1.0,0.0,14.0,6.0,3.0
