,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,5.0,2.0,0.18369997,5.0,1.0,4.0
2001,2.0,0.0,0.92158616,3.0,7.0,2.0
2002,1.0,2.0,0.28232634,5.0,2.0,0.0
2003,2.0,0.0,0.3667761,2.0,5.0,2.0
2004,2.0,2.0,0.5407978,4.0,5.0,6.0
2005,1.0,0.0,0.59050584,5.0,5.0,7.0
2006,7.0,2.0,0.44727802,4.0,1.0,5.0
2007,4.0,2.0,0.35913146,7.0,6.0,4.0
2008,3.0,0.0,0.475397,2.0,1.0,2.0
2009,0.0,0.0,0.28142488,5.0,11.0,4.0
2010,2.0,0.0,0.75832677,4.0,7.0,8.0
2011,0.0,0.0,0.10241306,4.0,13.0,6.0
2012,1.0,2.0,0.7056651,6.0,4.0,6.0
2013,3.0,2.0,0.41184783,4.0,1.0,7.0
2014,10.0,2.0,0.5570065,3.0,2.0,7.0
2015,4.0,0.0,0.09151816,4.0,4.0,3.0
2016,0.0,0.0,0.07443869,8.0,9.0,11.0
2017,3.0,0.0,0.48272443,5.0,6.0,0.0
2018,6.0,3.0,0.55709374,5.0,4.0,8.0
2019,6.0,2.0,0.18625867,4.0,1.0,1.0
2020,1.0,0.0,0.33783913,5.0,0.0,4.0
2021,5.0,1.0,0.4642018,8.0,3.0,2.0
2022,6.0,2.0,0.6156447,2.0,9.0,1.0
2023,5.0,2.0,0.4664154,3.0,11.0,5.0
2024,0.0,1.0,0.24359512,1.0,4.0,3.0
2025,1.0,3.0,0.39795613,6.0,1.0,10.0
2026,1.0,2.0,0.5212457,1.0,0.0,5.0
2027,2.0,0.0,0.5499785,5.0,6.0,5.0
2028,0.0,2.0,0.4935894,9.0,8.0,2.0
2029,2.0,2.0,0.08661747,5.0,2.0,5.0
2030,5.0,0.0,0.2123338,5.0,7.0,4.0
2031,4.0,0.0,0.8481227,4.0,3.0,5.0
2032,6.0,3.0,0.7747501,5.0,9.0,5.0
2033,3.0,1.0,0.17166042,4.0,1.0,4.0
2034,5.0,2.0,0.36235273,3.0,7.0,6.0
2035,4.0,3.0,0.8658681,3.0,2.0,2.0
2036,3.0,1.0,0.5543214,6.0,2.0,1.0
2037,0.0,3.0,0.122042656,12.0,6.0,3.0
2038,3.0,2.0,0.14233196,3.0,1.0,5.0
2039,5.0,1.0,0.9991064,4.0,15.0,1.0
