,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.93,0.75,0.75,0.774193525314331,0.0,0.7741935483870968,0.7741935483870968,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,improvement,0,,0.774193525314331,0.562
1,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,acceptance,0,,1.0,0.5954999999999999
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,counterfactual,0,,1.0,1.0335106382978725
3,0.94,0.75,0.75,0.5904255509376526,0.0,0.5904255319148937,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.8,subpopulation,improvement,0,,0.5904255509376526,0.5575
4,1.0,0.75,0.75,0.02500000037252903,0.0,0.905,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,subpopulation,acceptance,0,,0.9100000262260437,1.1748691099476438
5,0.955,0.75,0.75,0.8115183115005493,0.0,0.8115183246073299,0.8115183246073299,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,improvement,1,,0.8115183115005493,0.6255
6,1.0,0.75,0.75,0.009999999776482582,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,acceptance,1,,0.9930000305175781,0.588
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,counterfactual,1,,0.9930000305175781,1.0780104712041885
8,0.955,0.75,0.75,0.6125654578208923,0.0,0.612565445026178,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.8,subpopulation,improvement,1,,0.6125654578208923,0.5515
9,1.0,0.75,0.75,0.009999999776482582,0.0,0.87,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,subpopulation,acceptance,1,,0.909000039100647,1.191578947368421
10,0.95,0.75,0.75,0.8052631616592407,0.0,0.8052631578947368,0.8052631578947368,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,improvement,2,,0.8052631616592407,0.602
11,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,acceptance,2,,1.0,0.595
12,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,individualized,counterfactual,2,,1.0,0.9322751322751323
13,0.945,0.75,0.75,0.5396825671195984,0.0,0.5396825396825397,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.8,subpopulation,improvement,2,,0.5396825671195984,0.508
14,1.0,0.75,0.75,0.009999999776482582,0.0,0.855,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.8,subpopulation,acceptance,2,,0.8850000500679016,
