,senior-level_skill
2385,0.0
2483,0.0
2433,0.0
3142,0.0
2981,0.0
2253,0.0
2717,0.0
2308,0.0
3637,0.0
3664,0.0
2626,0.0
2677,0.0
2603,0.0
2212,0.0
2558,0.0
3111,0.0
2136,0.0
2552,0.0
3346,0.0
3455,0.0
3028,0.0
2252,0.0
2211,0.0
3917,0.0
3804,0.0
3541,0.0
3113,0.0
2806,0.0
3278,0.0
2523,0.0
2474,0.0
2120,0.0
2221,0.0
2959,0.0
3322,0.0
3159,0.0
3179,0.0
2423,1.0
2024,0.0
3481,0.0
3894,0.0
2167,0.0
2976,0.0
3228,0.0
2183,0.0
3223,0.0
2217,0.0
2756,0.0
3844,0.0
2924,0.0
2584,0.0
3300,0.0
2810,0.0
2301,0.0
3295,0.0
2663,0.0
2687,0.0
3171,0.0
3453,0.0
2699,0.0
2343,0.0
2559,0.0
3953,0.0
3644,0.0
2749,0.0
2671,0.0
3612,0.0
3974,0.0
3971,0.0
3177,0.0
2800,0.0
3294,0.0
2445,0.0
3651,0.0
2446,0.0
3241,0.0
2884,0.0
2656,0.0
3805,0.0
2465,0.0
3024,0.0
3447,0.0
2062,0.0
2963,0.0
3533,0.0
2521,0.0
3245,0.0
2974,0.0
3801,0.0
2443,0.0
3527,0.0
2561,0.0
3935,0.0
3047,0.0
3471,0.0
3770,0.0
3314,0.0
2064,0.0
2831,0.0
2145,0.0
3069,0.0
3658,0.0
3460,0.0
3945,0.0
2542,0.0
3928,0.0
2177,0.0
2160,0.0
3773,0.0
3689,0.0
3290,0.0
3703,0.0
2296,0.0
2693,0.0
3862,0.0
2088,0.0
3429,0.0
3021,0.0
3680,0.0
3212,0.0
2858,0.0
3567,0.0
3936,0.0
2945,0.0
3409,0.0
2491,0.0
3554,0.0
2007,0.0
3275,0.0
2339,0.0
3016,0.0
2570,0.0
2835,0.0
2738,0.0
3683,0.0
2811,0.0
2001,0.0
2716,0.0
3779,0.0
2707,0.0
3604,0.0
2635,0.0
2639,0.0
3380,0.0
3868,0.0
3350,0.0
3643,0.0
3260,0.0
2122,0.0
3263,0.0
3315,0.0
2502,0.0
3576,0.0
3668,0.0
2279,0.0
3076,0.0
3635,0.0
2478,0.0
2365,0.0
3428,0.0
2046,0.0
2063,0.0
3515,0.0
2915,0.0
2904,0.0
2753,0.0
3782,0.0
3856,0.0
2501,0.0
3088,0.0
3164,0.0
3791,0.0
3800,0.0
2132,0.0
3478,0.0
3392,0.0
2310,0.0
2720,0.0
2948,0.0
2657,0.0
3943,0.0
2814,0.0
3575,0.0
3042,0.0
3048,0.0
3398,0.0
2514,0.0
2370,0.0
2314,0.0
3837,0.0
3682,0.0
2125,0.0
2648,0.0
2907,0.0
2418,0.0
2802,0.0
3451,0.0
3009,0.0
3029,0.0
3927,0.0
