,senior-level_skill
3984,0.0
2742,0.0
2528,0.0
2945,0.0
2531,0.0
3497,0.0
3706,0.0
3124,0.0
3045,0.0
3232,0.0
2374,0.0
2599,0.0
2778,0.0
2719,0.0
3467,0.0
2725,0.0
2551,0.0
2929,0.0
2628,0.0
2075,0.0
3110,0.0
2434,0.0
3285,0.0
3059,0.0
3629,0.0
3084,0.0
3825,0.0
3514,0.0
3186,0.0
2711,0.0
2442,0.0
3129,0.0
3375,0.0
2350,0.0
3841,0.0
3905,0.0
3525,0.0
3327,0.0
3705,0.0
2946,0.0
3005,0.0
2825,0.0
3827,0.0
3784,0.0
3003,0.0
3594,0.0
3989,0.0
3194,0.0
3041,0.0
2756,0.0
2555,0.0
2111,0.0
2494,0.0
2185,0.0
3993,0.0
2388,0.0
3484,0.0
3584,0.0
3724,0.0
3590,0.0
2571,1.0
3646,0.0
3812,0.0
2776,0.0
2324,0.0
3765,0.0
3890,0.0
2824,0.0
3387,0.0
3195,0.0
2524,0.0
2850,0.0
3310,0.0
3855,0.0
2994,0.0
3139,0.0
2176,0.0
2327,0.0
2226,0.0
3642,0.0
3272,0.0
3299,0.0
2454,0.0
2341,0.0
2074,0.0
3935,0.0
3648,0.0
2306,0.0
2390,0.0
3443,0.0
3615,0.0
3509,0.0
3649,0.0
3946,0.0
2879,0.0
2688,0.0
3418,0.0
2193,0.0
2018,0.0
2172,0.0
3090,0.0
3108,0.0
3313,0.0
3923,0.0
2993,0.0
3667,0.0
2874,0.0
2006,0.0
2449,0.0
3799,0.0
2765,0.0
3810,0.0
2840,0.0
2657,0.0
2123,0.0
3538,0.0
2207,0.0
3928,0.0
2120,0.0
3888,0.0
3517,0.0
3527,0.0
2168,0.0
3093,0.0
3167,0.0
3701,0.0
3915,0.0
2152,0.0
3060,0.0
3968,0.0
3158,0.0
3662,0.0
3959,0.0
2836,0.0
3889,0.0
3182,0.0
2157,0.0
3748,0.0
2260,0.0
3131,0.0
3613,0.0
3665,0.0
2421,0.0
2317,0.0
3447,0.0
2289,0.0
3255,0.0
2869,0.0
2245,0.0
2126,0.0
2272,0.0
2410,0.0
3933,0.0
3506,0.0
3743,0.0
3839,0.0
3297,0.0
3404,0.0
3564,0.0
3987,0.0
3225,0.0
3370,0.0
3298,0.0
2797,0.0
2948,0.0
2262,0.0
3544,0.0
3362,0.0
2286,0.0
2880,0.0
2497,0.0
3098,0.0
2656,0.0
3427,0.0
2703,0.0
3792,0.0
2532,0.0
3970,0.0
2626,0.0
2214,0.0
3749,0.0
2096,0.0
2662,0.0
2732,0.0
2827,0.0
3751,0.0
3168,0.0
3154,0.0
3067,0.0
2023,0.0
3522,0.0
3932,0.0
3599,0.0
3048,0.0
3814,0.0
2941,0.0
2557,0.0
2015,0.0
3171,0.0
3198,0.0
