,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.7699999809265137,0.20000000298023224,0.935,0.76,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.015009396628430125, 0.06620030033566152, 0.926231091282619], [-0.5123697010496571]]",0.9290000200271606,2.2585000000000006
1,1.0,0.75,0.75,0.28999999165534973,0.20499999821186066,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.015009396628430125, 0.06620030033566152, 0.926231091282619], [-0.5123697010496571]]",0.7400000095367432,2.3520000000000003
2,1.0,0.75,0.75,0.23000000417232513,0.22499999403953552,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.015009396628430125, 0.06620030033566152, 0.926231091282619], [-0.5123697010496571]]",0.7380000352859497,2.569000000000002
3,1.0,0.75,0.75,0.675000011920929,0.20499999821186066,0.765,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.015009396628430125, 0.06620030033566152, 0.926231091282619], [-0.5123697010496571]]",0.7580000162124634,1.8895
4,1.0,0.75,0.75,0.25,0.2199999988079071,0.955,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.015009396628430125, 0.06620030033566152, 0.926231091282619], [-0.5123697010496571]]",0.7280000448226929,2.276500000000001
5,1.0,0.75,0.75,0.7649999856948853,0.1850000023841858,0.955,0.79,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.1695732421058269, 0.041212744267174056, 0.9035344538340813], [-0.5067750827168679]]",0.9650000333786011,2.2249999999999996
6,1.0,0.75,0.75,0.25999999046325684,0.16500000655651093,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.1695732421058269, 0.041212744267174056, 0.9035344538340813], [-0.5067750827168679]]",0.5139999985694885,2.26
7,1.0,0.75,0.75,0.17499999701976776,0.17000000178813934,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.1695732421058269, 0.041212744267174056, 0.9035344538340813], [-0.5067750827168679]]",0.32899999618530273,2.7894999999999985
8,1.0,0.75,0.75,0.7049999833106995,0.125,0.79,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.1695732421058269, 0.041212744267174056, 0.9035344538340813], [-0.5067750827168679]]",0.8240000009536743,2.0870000000000015
9,1.0,0.75,0.75,0.19499999284744263,0.12999999523162842,0.88,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.1695732421058269, 0.041212744267174056, 0.9035344538340813], [-0.5067750827168679]]",0.3830000162124634,2.4035000000000015
10,1.0,0.75,0.75,0.7799999713897705,0.1599999964237213,0.925,0.765,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[-0.04223072913618499, -0.009116351564585115, 1.0163941385609327], [-0.598404958577818]]",0.9269999265670776,2.1950000000000003
11,1.0,0.75,0.75,0.25999999046325684,0.20499999821186066,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[-0.04223072913618499, -0.009116351564585115, 1.0163941385609327], [-0.598404958577818]]",0.6079999804496765,2.1979999999999995
12,1.0,0.75,0.75,0.16500000655651093,0.16500000655651093,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[-0.04223072913618499, -0.009116351564585115, 1.0163941385609327], [-0.598404958577818]]",0.562000036239624,2.2640000000000002
13,1.0,0.75,0.75,0.7200000286102295,0.1850000023841858,0.805,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[-0.04223072913618499, -0.009116351564585115, 1.0163941385609327], [-0.598404958577818]]",0.7940000295639038,2.0590000000000006
14,1.0,0.75,0.75,0.1899999976158142,0.1599999964237213,0.925,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[-0.04223072913618499, -0.009116351564585115, 1.0163941385609327], [-0.598404958577818]]",0.5149999856948853,2.1905000000000006
