,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.75,0.75,0.7649999856948853,0.18000000715255737,0.92,0.76,"[1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.046378039233661794, -0.10408317044698312, 0.9989647808571495], [-0.47708427453940216]]",0.9210000038146973,2.139499999999998
1,1.0,0.75,0.75,0.22499999403953552,0.1550000011920929,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.046378039233661794, -0.10408317044698312, 0.9989647808571495], [-0.47708427453940216]]",0.6209999918937683,2.2709999999999995
2,1.0,0.75,0.75,0.13500000536441803,0.14000000059604645,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.046378039233661794, -0.10408317044698312, 0.9989647808571495], [-0.47708427453940216]]",0.5499999523162842,1.871
3,1.0,0.75,0.75,0.675000011920929,0.125,0.795,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.046378039233661794, -0.10408317044698312, 0.9989647808571495], [-0.47708427453940216]]",0.8059999346733093,2.0135
4,1.0,0.75,0.75,0.20000000298023224,0.1550000011920929,0.875,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.046378039233661794, -0.10408317044698312, 0.9989647808571495], [-0.47708427453940216]]",0.5130000114440918,1.9580000000000002
5,1.0,0.75,0.75,0.6800000071525574,0.1899999976158142,0.955,0.705,"[1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.1743207533605586, -0.01551204326233157, 1.0319934368694044], [-0.4910635195759423]]",0.9459999799728394,2.108500000000001
6,1.0,0.75,0.75,0.3199999928474426,0.23999999463558197,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.1743207533605586, -0.01551204326233157, 1.0319934368694044], [-0.4910635195759423]]",0.7580000162124634,2.2544999999999984
7,1.0,0.75,0.75,0.16500000655651093,0.1550000011920929,0.975,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.1743207533605586, -0.01551204326233157, 1.0319934368694044], [-0.4910635195759423]]",0.7289999723434448,1.9450000000000003
8,1.0,0.75,0.75,0.7250000238418579,0.20499999821186066,0.835,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.1743207533605586, -0.01551204326233157, 1.0319934368694044], [-0.4910635195759423]]",0.8240000009536743,2.0789999999999993
9,1.0,0.75,0.75,0.23499999940395355,0.18000000715255737,0.875,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.1743207533605586, -0.01551204326233157, 1.0319934368694044], [-0.4910635195759423]]",0.6790000200271606,2.2155000000000005
10,1.0,0.75,0.75,0.800000011920929,0.1899999976158142,0.96,0.785,"[1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[0.10401085711566631, 0.012624934615531888, 1.0335413480813995], [-0.4734455430450361]]",0.9520000219345093,2.2289999999999996
11,1.0,0.75,0.75,0.27000001072883606,0.18000000715255737,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[0.10401085711566631, 0.012624934615531888, 1.0335413480813995], [-0.4734455430450361]]",0.5019999742507935,2.299999999999999
12,1.0,0.75,0.75,0.22499999403953552,0.22499999403953552,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[0.10401085711566631, 0.012624934615531888, 1.0335413480813995], [-0.4734455430450361]]",0.38999998569488525,1.9600000000000002
13,1.0,0.75,0.75,0.699999988079071,0.16500000655651093,0.815,,"[1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[0.10401085711566631, 0.012624934615531888, 1.0335413480813995], [-0.4734455430450361]]",0.8079999685287476,2.4035000000000006
14,1.0,0.75,0.75,0.2199999988079071,0.16500000655651093,0.91,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[0.10401085711566631, 0.012624934615531888, 1.0335413480813995], [-0.4734455430450361]]",0.37400001287460327,
