,y_hat
2628,False
2412,False
3964,False
3102,False
2604,False
3767,False
2576,False
2246,False
2135,False
2640,False
3693,False
3877,False
2442,False
2312,False
3651,False
2276,False
2238,False
2379,False
3926,False
3030,False
3900,False
2630,False
2465,False
3198,False
3919,False
2554,False
2048,False
3669,False
3205,False
2538,False
2171,False
3734,False
2806,False
2158,False
2066,False
2085,False
2928,False
3341,False
3022,False
3875,False
2122,False
3898,False
2894,False
2666,False
2668,False
2797,False
2770,False
2095,False
3304,False
3623,False
2225,False
3613,False
2438,False
2996,False
3064,False
3161,False
3609,False
3501,False
2458,False
3880,False
3948,False
2745,False
3845,False
3639,False
3041,False
2993,False
2653,False
3072,False
3321,False
2080,False
3617,False
3346,False
3398,False
3796,False
2756,False
2342,False
3430,False
2579,False
3607,False
3151,False
2590,False
2917,False
2606,False
2022,False
3213,False
3996,False
2384,False
3666,False
2247,False
3142,False
3088,False
2656,False
2516,False
3356,False
3913,False
2882,False
2235,False
2703,False
2761,False
2083,False
3935,False
3073,False
2113,False
3232,False
3837,False
3020,False
2967,False
3906,False
3768,False
3865,False
2922,False
2456,False
2851,False
2721,False
2145,False
2844,False
2522,False
2513,False
3467,False
3033,False
3561,False
2449,False
3280,False
3186,False
3543,False
2859,False
3795,False
2878,False
2631,False
3502,False
2361,False
3387,False
2994,False
2916,False
3128,False
3491,False
2367,False
3400,False
2090,False
2905,False
3674,False
3010,False
2065,False
2530,False
2173,False
2042,False
3016,False
3876,False
2244,False
3119,False
3644,False
2467,False
2346,False
3223,False
3391,False
3580,False
2574,False
2540,False
2618,False
2829,False
3713,False
2847,False
2596,False
3897,False
3886,False
3833,False
3592,False
2895,False
2893,False
3955,False
3917,False
3615,False
3601,False
2795,False
2750,False
2751,False
3484,False
3056,False
3751,False
3215,False
3101,False
2792,False
2862,False
3180,False
2566,False
3729,False
2070,False
3413,False
3943,False
3108,False
2791,False
3252,False
2441,False
3728,False
3423,False
2027,False
3808,False
3538,False
3364,False
3367,False
