,senior-level_skill
2847,0.0
2425,0.0
2483,0.0
2909,0.0
3449,0.0
3045,0.0
3412,0.0
3078,0.0
3629,0.0
3495,0.0
3899,0.0
2367,0.0
3104,0.0
2069,0.0
3932,0.0
2337,0.0
2171,0.0
3817,0.0
3980,0.0
3670,0.0
2126,0.0
3371,0.0
2286,0.0
3153,0.0
2433,0.0
2475,0.0
2690,0.0
3831,0.0
2735,0.0
3881,0.0
3683,0.0
3282,0.0
3717,0.0
2651,0.0
3617,0.0
3910,0.0
3833,0.0
2364,0.0
2190,0.0
2792,0.0
2774,0.0
2096,0.0
2398,0.0
2022,0.0
2934,0.0
2528,0.0
3317,0.0
3141,0.0
3120,0.0
2668,0.0
3178,0.0
2474,0.0
2093,0.0
3129,0.0
2892,0.0
2550,0.0
3901,0.0
3094,0.0
2183,0.0
2607,0.0
2524,0.0
3930,0.0
3358,0.0
2484,0.0
3186,0.0
2461,0.0
2082,0.0
2772,0.0
2616,0.0
3989,0.0
3177,0.0
2807,0.0
2812,0.0
3242,0.0
2015,0.0
3160,0.0
3002,0.0
2907,0.0
2591,0.0
2423,0.0
2500,0.0
2572,0.0
3908,0.0
2095,0.0
2302,0.0
2514,0.0
3441,0.0
3399,0.0
2646,0.0
3077,0.0
3605,0.0
2620,0.0
2977,0.0
2596,0.0
3764,0.0
3419,0.0
3874,0.0
3030,0.0
2707,0.0
2468,0.0
3601,0.0
2518,0.0
3134,0.0
2889,0.0
2743,0.0
2284,0.0
2115,0.0
3719,0.0
3299,0.0
3785,0.0
2604,0.0
3192,0.0
2377,0.0
2009,0.0
3260,0.0
2003,0.0
3554,0.0
3865,0.0
3204,0.0
3066,0.0
2485,0.0
2773,0.0
2576,0.0
3305,0.0
2099,0.0
3359,0.0
2353,0.0
3883,0.0
2052,0.0
3275,0.0
3072,0.0
2290,0.0
3576,0.0
2026,0.0
2985,0.0
2709,0.0
2242,0.0
3093,0.0
3509,0.0
2265,0.0
2722,0.0
3599,0.0
3390,0.0
2816,0.0
3442,0.0
2826,0.0
3935,0.0
2122,0.0
3701,0.0
2252,0.0
3544,0.0
3527,0.0
3678,0.0
2706,0.0
3892,0.0
2327,0.0
3937,0.0
3109,0.0
3558,0.0
3319,0.0
2178,0.0
2821,0.0
2124,0.0
3540,0.0
3001,0.0
2113,0.0
2442,0.0
3985,0.0
2862,0.0
3692,0.0
2002,0.0
2633,0.0
2413,0.0
3375,0.0
2767,0.0
3620,0.0
3592,0.0
2693,0.0
2715,0.0
2885,0.0
2623,0.0
2403,0.0
2640,0.0
3580,0.0
3690,0.0
3069,0.0
2994,0.0
3863,0.0
2418,0.0
2129,0.0
2874,0.0
2208,0.0
3300,0.0
2043,0.0
2269,0.0
2843,0.0
3562,0.0
2657,0.0
2820,0.0
3296,0.0
