,senior-level_skill
2935,0.0
2001,0.0
2866,0.0
2561,0.0
2720,0.0
3925,0.0
2827,0.0
2954,0.0
3474,0.0
3518,0.0
2347,0.0
3049,0.0
2874,0.0
2451,0.0
2192,0.0
2371,0.0
3004,0.0
2940,0.0
2735,0.0
3081,0.0
3782,0.0
2072,0.0
3269,0.0
2531,0.0
3655,0.0
3104,0.0
2180,0.0
2929,0.0
2240,0.0
2128,0.0
3311,0.0
3521,0.0
3114,0.0
3545,0.0
3882,0.0
2221,0.0
2093,0.0
3543,0.0
3687,0.0
3926,0.0
2509,0.0
2869,0.0
3422,0.0
3550,0.0
3671,0.0
2534,0.0
2068,0.0
3942,0.0
2465,0.0
2030,0.0
2042,0.0
3620,0.0
2016,0.0
2501,0.0
2867,0.0
2470,0.0
3220,0.0
3744,0.0
2210,0.0
3646,0.0
3346,0.0
2812,0.0
2124,0.0
2583,0.0
2160,0.0
2218,0.0
2658,0.0
2915,0.0
2071,0.0
3566,0.0
2275,0.0
2056,0.0
3797,0.0
3209,0.0
2341,0.0
2343,0.0
2117,0.0
2724,0.0
3331,0.0
3181,0.0
2095,0.0
3371,0.0
2064,0.0
2839,0.0
2549,0.0
2687,0.0
3561,0.0
2569,0.0
2744,0.0
2032,0.0
3174,0.0
3672,0.0
2162,0.0
2243,0.0
2729,0.0
2821,0.0
2010,0.0
3192,0.0
2963,0.0
3895,0.0
2423,0.0
2185,0.0
3029,0.0
3822,0.0
2452,0.0
2410,0.0
2255,0.0
2431,0.0
2879,0.0
2484,0.0
2642,0.0
2151,0.0
2473,0.0
3918,0.0
3873,0.0
2619,0.0
3959,0.0
3214,0.0
3025,0.0
2179,0.0
2430,0.0
3384,0.0
2847,0.0
3213,0.0
3522,0.0
3817,0.0
2187,0.0
2449,0.0
3583,0.0
2740,0.0
2727,0.0
2321,0.0
2589,0.0
2950,0.0
2602,0.0
2253,0.0
2882,0.0
3588,0.0
3923,0.0
3991,0.0
3355,0.0
2768,0.0
3648,0.0
2227,0.0
2059,0.0
3239,0.0
2563,0.0
3616,0.0
2348,0.0
3585,0.0
3204,0.0
2168,0.0
3551,0.0
3235,0.0
2899,0.0
2011,0.0
2139,0.0
2732,0.0
3774,0.0
3236,0.0
3812,0.0
3036,0.0
2628,0.0
2267,0.0
2578,0.0
3373,0.0
2370,0.0
2402,0.0
2102,0.0
3974,0.0
2924,0.0
2377,0.0
2334,0.0
3486,0.0
2092,0.0
2388,0.0
2428,0.0
2817,0.0
2930,0.0
2213,0.0
3784,0.0
3795,0.0
2259,0.0
2508,0.0
2467,0.0
3896,0.0
2573,0.0
3885,0.0
3308,0.0
3010,0.0
3881,0.0
2328,0.0
3300,0.0
3574,0.0
3605,0.0
3539,0.0
2462,0.0
3101,0.0
2540,0.0
2422,0.0
