,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,4.0,2.0,0.3989544,3.0,5.0,6.0
2001,3.0,0.0,0.8510847,5.0,2.0,7.0
2002,3.0,2.0,0.95732784,1.0,9.0,8.0
2003,9.0,0.0,0.7556524,5.0,1.0,4.0
2004,4.0,2.0,0.121050954,6.0,3.0,6.0
2005,2.0,2.0,0.8552177,2.0,1.0,5.0
2006,5.0,2.0,0.15065134,4.0,5.0,3.0
2007,4.0,3.0,0.34048593,6.0,4.0,4.0
2008,3.0,0.0,0.42313147,4.0,1.0,3.0
2009,4.0,2.0,0.7263434,6.0,1.0,7.0
2010,2.0,0.0,0.37809527,4.0,0.0,5.0
2011,1.0,0.0,0.3833505,4.0,4.0,0.0
2012,5.0,1.0,0.24897039,5.0,8.0,2.0
2013,4.0,1.0,0.63042617,3.0,0.0,4.0
2014,3.0,0.0,0.81715035,6.0,9.0,1.0
2015,5.0,0.0,0.46315098,9.0,3.0,0.0
2016,3.0,0.0,0.6950973,6.0,7.0,8.0
2017,1.0,3.0,0.28867745,5.0,1.0,8.0
2018,2.0,2.0,0.5820435,9.0,8.0,1.0
2019,1.0,3.0,0.63297653,6.0,0.0,2.0
2020,4.0,0.0,0.27470815,2.0,7.0,1.0
2021,2.0,0.0,0.5566765,5.0,4.0,4.0
2022,3.0,2.0,0.32741535,3.0,5.0,4.0
2023,3.0,2.0,0.091632366,3.0,4.0,3.0
2024,4.0,2.0,0.6148827,3.0,6.0,1.0
2025,3.0,2.0,0.90901375,4.0,0.0,4.0
2026,4.0,0.0,0.64901686,4.0,2.0,2.0
2027,4.0,0.0,0.8242738,3.0,5.0,2.0
2028,5.0,3.0,0.5130774,4.0,6.0,2.0
2029,1.0,0.0,0.6876322,4.0,5.0,6.0
2030,2.0,1.0,0.8695015,5.0,4.0,2.0
2031,2.0,2.0,0.4607402,3.0,2.0,2.0
2032,2.0,0.0,0.46950054,1.0,4.0,1.0
2033,3.0,3.0,0.52781665,6.0,1.0,4.0
