,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.975,0.85,0.85,0.8205128312110901,0.0,0.8205128205128205,0.8205128205128205,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,2,,0.8205128908157349,1.4507692307692313
1,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,2,,1.0,0.5499999999999998
2,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,2,,0.9940000772476196,0.5570000000000002
3,0.98,0.85,0.85,0.7193877696990967,0.0,0.7193877551020408,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,2,,0.7193877696990967,1.2499999999999998
4,1.0,0.85,0.85,0.004999999888241291,0.0,0.945,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,2,,0.9399999380111694,0.5245
5,0.94,0.85,0.85,0.8723404407501221,0.0,0.8723404255319149,0.8723404255319149,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,1,,0.8723403811454773,1.4393617021276595
6,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,1,,0.9959999918937683,0.5440000000000002
7,1.0,0.85,0.85,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,1,,0.9880000352859497,0.5545000000000002
8,0.955,0.85,0.85,0.7329843044281006,0.0,0.7329842931937173,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,1,,0.7329843044281006,1.2010471204188478
9,1.0,0.85,0.85,0.0,0.0,0.945,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,1,,0.9389999508857727,0.5204999999999995
10,0.965,0.85,0.85,0.8497409224510193,0.0,0.8497409326424871,0.8497409326424871,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.8497408628463745,1.4917098445595853
11,1.0,0.85,0.85,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,0.9919999837875366,0.5744999999999998
12,1.0,0.85,0.85,0.009999999776482582,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,0,,0.9880000352859497,0.5355
13,0.955,0.85,0.85,0.7329843044281006,0.0,0.7329842931937173,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.7329843044281006,1.2188481675392664
14,1.0,0.85,0.85,0.004999999888241291,0.0,0.965,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.9480000734329224,0.5260000000000001
