,years_experience,degree,nr_commits,nr_languages,nr_stars
3491,2.0,0.0,9.0,2.5,10.0
2571,2.0,1.0,6.0,3.5,10.0
3541,0.0,0.0,2.0,3.5,10.0
3406,3.0,0.0,3.0,7.5,10.0
2954,3.0,0.0,3.0,2.5,10.0
3067,0.0,2.0,4.0,6.5,10.0
3098,0.0,1.0,3.0,3.5,10.0
2529,0.0,1.0,3.0,1.5,10.0
3022,1.0,2.0,8.0,0.5,10.0
2585,1.0,1.0,7.0,2.5,10.0
2646,2.0,0.0,7.0,0.5,10.0
3971,2.0,0.0,7.0,4.5,10.0
3111,0.0,2.0,6.0,1.5,10.0
2044,2.0,1.0,4.0,6.5,10.0
3629,2.0,0.0,5.0,2.5,10.0
2026,0.0,0.0,2.0,1.5,10.0
2666,1.0,1.0,4.0,2.5,10.0
3318,1.0,0.0,4.0,6.5,10.0
2714,1.0,0.0,5.0,1.5,10.0
3852,3.0,0.0,10.0,3.5,10.0
3635,3.0,0.0,10.0,12.5,10.0
3877,1.0,1.0,5.0,0.5,10.0
2493,1.0,2.0,6.0,10.5,10.0
2154,0.0,0.0,3.0,3.5,10.0
2878,1.0,2.0,5.0,3.5,10.0
3319,1.0,0.0,5.0,3.5,10.0
2470,2.0,0.0,8.0,1.5,10.0
3536,1.0,1.0,6.0,5.5,10.0
3343,0.0,1.0,7.0,2.5,10.0
2617,3.0,0.0,5.0,6.5,10.0
3440,1.0,1.0,4.0,16.5,10.0
3693,2.0,2.0,5.0,2.5,10.0
2995,1.0,1.0,4.0,5.5,10.0
2902,1.0,2.0,9.0,3.5,10.0
2601,1.0,1.0,7.0,2.5,10.0
3831,0.0,0.0,5.0,5.5,10.0
2630,3.0,0.0,2.0,0.5,10.0
2769,2.0,0.0,6.0,9.5,10.0
3694,4.0,0.0,7.0,7.5,10.0
3608,3.0,0.0,6.0,2.5,10.0
2672,2.0,0.0,3.0,3.5,10.0
3512,1.0,1.0,6.0,5.5,10.0
3982,3.0,0.0,7.0,8.5,10.0
2734,1.0,0.0,4.0,6.5,10.0
