,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.945,0.75,0.75,0.7989417910575867,0.0,0.8042328042328042,0.798941798941799,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,improvement,0,,0.7989417910575867,0.5405
1,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,acceptance,0,,0.9779999852180481,0.543
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,counterfactual,0,,0.9919999837875366,1.0357142857142858
3,0.91,0.75,0.75,0.6813187003135681,0.0,0.6813186813186813,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.2,subpopulation,improvement,0,,0.6813187003135681,0.43199999999999994
4,1.0,0.75,0.75,0.02500000037252903,0.0,0.78,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,subpopulation,acceptance,0,,0.7699999809265137,1.2105263157894737
5,0.95,0.75,0.75,0.75789475440979,0.0,0.7578947368421053,0.7578947368421053,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,improvement,1,,0.75789475440979,0.5609999999999999
6,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,acceptance,1,,0.9470000267028809,0.5650000000000001
7,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,counterfactual,1,,0.9640000462532043,1.0295698924731183
8,0.93,0.75,0.75,0.6075268983840942,0.0,0.6075268817204301,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.2,subpopulation,improvement,1,,0.6075268983840942,0.433
9,1.0,0.75,0.75,0.009999999776482582,0.0,0.84,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,subpopulation,acceptance,1,,0.7839999794960022,1.243157894736842
10,0.95,0.75,0.75,0.7842105031013489,0.0,0.7842105263157895,0.7842105263157895,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,improvement,2,,0.7842105031013489,0.5529999999999999
11,1.0,0.75,0.75,0.0,0.0,0.995,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,acceptance,2,,0.9719999432563782,0.5975
12,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,individualized,counterfactual,2,,0.9629999399185181,1.0395833333333333
13,0.96,0.75,0.75,0.578125,0.0,0.578125,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.2,subpopulation,improvement,2,,0.578125,0.46
14,1.0,0.75,0.75,0.02500000037252903,0.0,0.82,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.2,subpopulation,acceptance,2,,0.800000011920929,
