,years_experience,degree,nr_commits,nr_languages,nr_stars
3384,2.0,2.0,846.0,0.5,4.0
3444,2.0,1.0,850.0,7.5,3.0
2200,3.0,0.0,1860.0,2.5,2.0
3712,0.0,1.0,849.0,19.5,4.0
3680,1.0,1.0,849.0,5.5,2.0
2218,2.0,0.0,849.0,6.5,6.0
3458,1.0,0.0,845.0,3.5,2.0
2240,2.0,0.0,852.0,20.5,2.0
3505,0.0,2.0,851.0,9.5,4.0
3109,3.0,0.0,1850.0,3.5,3.0
3503,0.0,2.0,853.0,0.5,1.0
3583,0.0,1.0,854.0,2.5,3.0
2899,3.0,0.0,1860.0,2.5,7.0
2580,3.0,0.0,1860.0,4.5,6.0
3125,1.0,0.0,843.0,2.5,2.0
3600,1.0,0.0,849.0,2.5,1.0
2976,1.0,0.0,841.0,2.5,4.0
3647,1.0,0.0,849.0,6.5,3.0
3697,3.0,0.0,1857.0,9.5,7.0
2718,0.0,2.0,849.0,1.5,0.0
3671,1.0,0.0,847.0,0.5,1.0
2187,3.0,0.0,1863.0,3.5,4.0
3931,2.0,0.0,850.0,6.5,2.0
3994,3.0,0.0,1867.0,2.5,4.0
2428,2.0,1.0,850.0,8.5,3.0
2550,1.0,0.0,853.0,2.5,2.0
2021,2.0,0.0,848.0,4.5,4.0
2635,1.0,0.0,847.0,20.5,6.0
2545,3.0,0.0,1861.0,6.5,8.0
3359,1.0,1.0,849.0,2.5,1.0
2978,0.0,2.0,849.0,4.5,4.0
2896,0.0,0.0,850.0,4.5,7.0
3828,1.0,0.0,850.0,2.5,6.0
2197,0.0,0.0,848.0,1.5,5.0
2155,1.0,0.0,846.0,0.5,5.0
3822,2.0,0.0,851.0,2.5,5.0
3121,4.0,0.0,2865.0,4.5,6.0
2768,2.0,0.0,848.0,8.5,2.0
2642,3.0,0.0,1852.0,5.5,6.0
3208,0.0,1.0,845.0,11.5,1.0
3657,3.0,0.0,1859.0,2.5,7.0
3540,2.0,0.0,853.0,0.5,2.0
3568,2.0,1.0,852.0,0.5,6.0
3187,2.0,0.0,1855.0,9.5,4.0
3098,1.0,2.0,850.0,2.5,6.0
2815,1.0,0.0,847.0,2.5,4.0
2881,3.0,0.0,1861.0,6.5,4.0
2516,1.0,0.0,850.0,4.5,8.0
3191,1.0,0.0,848.0,2.5,3.0
2813,2.0,0.0,1854.0,3.5,1.0
3371,2.0,0.0,850.0,0.5,1.0
2930,3.0,0.0,1860.0,5.5,8.0
3592,2.0,0.0,859.0,5.5,4.0
2354,0.0,0.0,849.0,0.5,3.0
3577,1.0,1.0,836.0,1.5,2.0
3643,2.0,1.0,845.0,6.5,4.0
3295,1.0,1.0,847.0,2.5,5.0
2563,3.0,1.0,1859.0,5.5,4.0
2761,0.0,1.0,846.0,10.5,5.0
3729,2.0,0.0,852.0,3.5,4.0
2809,0.0,1.0,850.0,17.5,5.0
3834,2.0,0.0,1857.0,0.5,3.0
3258,0.0,2.0,846.0,21.5,4.0
3369,1.0,0.0,854.0,0.5,1.0
3220,1.0,1.0,851.0,6.5,1.0
2315,3.0,0.0,1858.0,2.5,1.0
3181,3.0,0.0,1856.0,2.5,1.0
3651,2.0,0.0,851.0,2.5,1.0
3438,1.0,0.0,842.0,7.5,5.0
2174,2.0,1.0,845.0,5.5,7.0
2739,2.0,1.0,846.0,3.5,8.0
2778,1.0,1.0,842.0,4.5,4.0
3981,2.0,0.0,1853.0,1.5,6.0
2465,1.0,0.0,853.0,3.5,5.0
3296,1.0,0.0,843.0,5.5,6.0
2176,1.0,0.0,848.0,1.5,5.0
2444,1.0,0.0,847.0,0.5,3.0
2910,3.0,0.0,1852.0,0.5,2.0
2903,2.0,1.0,853.0,1.5,0.0
3262,1.0,0.0,850.0,2.5,1.0
3738,3.0,0.0,1857.0,3.5,7.0
3176,1.0,0.0,853.0,7.5,1.0
2549,0.0,1.0,847.0,2.5,2.0
2987,1.0,1.0,850.0,4.5,3.0
2473,2.0,1.0,1857.0,0.5,2.0
2872,3.0,0.0,1862.0,3.5,0.0
2532,1.0,0.0,850.0,0.5,3.0
3744,0.0,1.0,847.0,2.5,1.0
3959,1.0,1.0,845.0,3.5,9.0
2847,0.0,2.0,853.0,3.5,2.0
2462,3.0,0.0,1866.0,16.5,0.0
2030,2.0,1.0,848.0,4.5,2.0
3851,3.0,0.0,1860.0,2.5,9.0
2511,1.0,1.0,848.0,0.5,4.0
2343,3.0,0.0,1862.0,3.5,7.0
3692,1.0,0.0,847.0,0.5,4.0
2720,0.0,1.0,840.0,3.5,12.0
2675,2.0,1.0,851.0,3.5,7.0
2162,3.0,0.0,1857.0,9.5,3.0
3535,1.0,0.0,849.0,10.5,0.0
3593,2.0,0.0,845.0,1.5,2.0
3940,2.0,0.0,848.0,6.5,4.0
3402,2.0,0.0,847.0,2.5,7.0
3562,2.0,0.0,851.0,6.5,2.0
3791,1.0,2.0,850.0,3.5,9.0
2066,0.0,0.0,841.0,0.5,2.0
3706,3.0,0.0,1858.0,0.5,2.0
2424,1.0,0.0,846.0,3.5,4.0
3588,1.0,1.0,849.0,1.5,0.0
2448,1.0,0.0,846.0,2.5,1.0
2135,2.0,0.0,1858.0,5.5,2.0
2658,2.0,1.0,1853.0,6.5,3.0
2055,2.0,0.0,1856.0,0.5,7.0
2935,0.0,0.0,845.0,1.5,2.0
3817,1.0,0.0,854.0,3.5,9.0
2275,2.0,1.0,847.0,0.5,3.0
3627,1.0,0.0,854.0,1.5,3.0
3714,2.0,0.0,845.0,5.5,5.0
3445,2.0,0.0,853.0,3.5,5.0
2106,2.0,0.0,854.0,7.5,7.0
3711,3.0,0.0,1856.0,2.5,4.0
3204,3.0,1.0,1859.0,4.5,3.0
2715,3.0,0.0,1865.0,4.5,3.0
3113,0.0,0.0,849.0,0.5,4.0
2188,4.0,0.0,2865.0,10.5,2.0
3425,0.0,2.0,852.0,0.5,6.0
2195,1.0,0.0,851.0,8.5,6.0
3235,0.0,2.0,851.0,4.5,3.0
3810,3.0,0.0,1860.0,2.5,3.0
3374,3.0,0.0,849.0,2.5,12.0
3326,2.0,1.0,846.0,7.5,2.0
2558,1.0,0.0,846.0,15.5,4.0
3885,1.0,1.0,849.0,1.5,1.0
3882,2.0,0.0,845.0,2.5,0.0
3028,1.0,2.0,851.0,1.5,5.0
2871,0.0,0.0,849.0,7.5,1.0
3212,1.0,0.0,846.0,3.5,1.0
2650,1.0,0.0,847.0,2.5,1.0
2940,1.0,0.0,848.0,12.5,2.0
2701,3.0,0.0,1856.0,5.5,2.0
3476,3.0,0.0,1862.0,0.5,7.0
2160,0.0,0.0,848.0,9.5,0.0
3003,2.0,1.0,848.0,2.5,3.0
3605,1.0,0.0,843.0,5.5,2.0
2093,3.0,0.0,1862.0,1.5,2.0
3124,1.0,0.0,844.0,13.5,2.0
2868,0.0,0.0,843.0,0.5,9.0
2451,2.0,0.0,847.0,4.5,5.0
2519,1.0,0.0,849.0,1.5,3.0
2273,3.0,0.0,1857.0,3.5,3.0
2180,2.0,0.0,856.0,3.5,1.0
2376,0.0,0.0,854.0,3.5,5.0
2153,1.0,2.0,851.0,3.5,3.0
3207,1.0,0.0,851.0,5.5,3.0
2565,1.0,1.0,847.0,2.5,5.0
3239,3.0,0.0,1855.0,3.5,2.0
3572,0.0,2.0,846.0,2.5,4.0
2095,2.0,0.0,843.0,0.5,2.0
3331,2.0,0.0,846.0,3.5,1.0
2687,1.0,1.0,847.0,4.5,3.0
2984,3.0,0.0,1855.0,6.5,0.0
3869,3.0,0.0,1857.0,8.5,7.0
2578,3.0,0.0,1858.0,1.5,0.0
2213,0.0,1.0,848.0,11.5,2.0
2560,0.0,1.0,849.0,10.5,4.0
2666,2.0,0.0,839.0,0.5,4.0
3848,2.0,1.0,850.0,6.5,6.0
3378,1.0,0.0,848.0,3.5,5.0
3457,3.0,0.0,2863.0,0.5,3.0
2929,2.0,0.0,850.0,3.5,5.0
2886,1.0,1.0,849.0,6.5,5.0
2734,1.0,0.0,849.0,6.5,2.0
3866,0.0,2.0,847.0,3.5,9.0
3727,0.0,1.0,847.0,8.5,5.0
2531,1.0,1.0,850.0,0.5,5.0
3308,4.0,0.0,2865.0,4.5,4.0
3561,0.0,1.0,844.0,2.5,3.0
3564,2.0,0.0,848.0,5.5,5.0
2326,0.0,2.0,843.0,1.5,10.0
2933,3.0,0.0,1863.0,3.5,5.0
3625,1.0,1.0,843.0,1.5,10.0
2333,0.0,0.0,850.0,1.5,6.0
2352,1.0,1.0,850.0,6.5,5.0
3703,1.0,0.0,843.0,3.5,5.0
2171,1.0,0.0,855.0,5.5,5.0
3875,0.0,1.0,848.0,0.5,2.0
2189,1.0,0.0,845.0,7.5,3.0
2504,4.0,0.0,2870.0,10.5,3.0
2597,0.0,1.0,853.0,16.5,4.0
3614,0.0,0.0,843.0,7.5,2.0
3997,0.0,2.0,847.0,9.5,4.0
2902,1.0,0.0,844.0,5.5,2.0
3776,1.0,1.0,851.0,2.5,5.0
3012,2.0,0.0,848.0,1.5,2.0
2377,1.0,2.0,845.0,8.5,1.0
3518,2.0,0.0,1856.0,2.5,3.0
