,h_post,h_post_individualized
3384,0.6,
3444,0.56,
2200,0.52,
3712,0.58,
3680,0.58,
2218,0.52,
3458,0.54,
2240,0.52,
3505,0.64,
3109,0.52,
3503,0.62,
3583,0.58,
2899,0.52,
2580,0.52,
3125,0.54,
3600,0.54,
2976,0.54,
3647,0.54,
3697,0.52,
2718,0.64,
3671,0.54,
2187,0.52,
3931,0.52,
3994,0.52,
2428,0.56,
2550,0.54,
2021,0.52,
2635,0.54,
2545,0.52,
3359,0.58,
2978,0.64,
2896,0.54,
3828,0.54,
2197,0.54,
2155,0.54,
3822,0.52,
3121,0.54,
2768,0.52,
2642,0.52,
3208,0.58,
3657,0.52,
3540,0.52,
3568,0.54,
3187,0.52,
3098,0.64,
2815,0.54,
2881,0.52,
2516,0.54,
3191,0.54,
2813,0.52,
3371,0.52,
2930,0.52,
3592,0.52,
2354,0.54,
3577,0.56,
3643,0.56,
3295,0.58,
2563,0.54,
2761,0.58,
3729,0.52,
2809,0.58,
3834,0.52,
3258,0.64,
3369,0.54,
3220,0.58,
2315,0.52,
3181,0.52,
3651,0.52,
3438,0.54,
2174,0.56,
2739,0.56,
2778,0.58,
3981,0.52,
2465,0.54,
3296,0.54,
2176,0.54,
2444,0.54,
2910,0.52,
2903,0.54,
3262,0.54,
3738,0.52,
3176,0.54,
2549,0.58,
2987,0.58,
2473,0.56,
2872,0.52,
2532,0.54,
3744,0.58,
3959,0.58,
2847,0.64,
2462,0.52,
2030,0.56,
3851,0.52,
2511,0.56,
2343,0.52,
3692,0.54,
2720,0.84,
2675,0.56,
2162,0.52,
3535,0.54,
3593,0.52,
3940,0.52,
3402,0.52,
3562,0.52,
3791,0.64,
2066,0.54,
3706,0.52,
2424,0.54,
3588,0.56,
2448,0.54,
2135,0.52,
2658,0.56,
2055,0.52,
2935,0.54,
3817,0.54,
2275,0.54,
3627,0.54,
3714,0.52,
3445,0.52,
2106,0.52,
3711,0.52,
3204,0.54,
2715,0.52,
3113,0.54,
2188,0.54,
3425,0.62,
2195,0.54,
3235,0.64,
3810,0.52,
3374,0.76,
3326,0.56,
2558,0.54,
3885,0.56,
3882,0.52,
3028,0.64,
2871,0.54,
3212,0.54,
2650,0.54,
2940,0.54,
2701,0.52,
3476,0.52,
2160,0.54,
3003,0.56,
3605,0.54,
2093,0.52,
3124,0.54,
2868,0.54,
2451,0.52,
2519,0.54,
2273,0.52,
2180,0.52,
2376,0.54,
2153,0.64,
3207,0.54,
2565,0.58,
3239,0.52,
3572,0.64,
2095,0.52,
3331,0.52,
2687,0.58,
2984,0.52,
3869,0.52,
2578,0.52,
2213,0.58,
2560,0.58,
2666,0.52,
3848,0.56,
3378,0.54,
3457,0.52,
2929,0.52,
2886,0.58,
2734,0.54,
3866,0.64,
3727,0.58,
2531,0.56,
3308,0.54,
3561,0.58,
3564,0.52,
2326,0.96,
2933,0.52,
3625,0.9,
2333,0.54,
2352,0.58,
3703,0.54,
2171,0.54,
3875,0.56,
2189,0.54,
2504,0.54,
2597,0.58,
3614,0.54,
3997,0.64,
2902,0.54,
3776,0.58,
3012,0.52,
2377,0.64,
3518,0.52,
3392,0.54,
3173,0.52,
2423,0.54,
2781,0.52,
