,y_hat
3384,False
3444,False
2200,False
3712,False
3680,False
2218,False
3458,False
2240,False
3505,False
3109,False
3503,False
3583,False
2899,False
2580,False
3125,False
3600,False
2976,False
3647,False
3697,False
2718,False
3671,False
2187,False
3931,False
3994,False
2428,False
2550,False
2021,False
2635,False
2545,False
3359,False
2978,False
2896,False
3828,False
2197,False
2155,False
3822,False
3121,False
2768,False
2642,False
3208,False
3657,False
3540,False
3568,False
3187,False
3098,False
2815,False
2881,False
2516,False
3191,False
2813,False
3371,False
2930,False
3592,False
2354,False
3577,False
3643,False
3295,False
2563,False
2761,False
3729,False
2809,False
3834,False
3258,False
3369,False
3220,False
2315,False
3181,False
3651,False
3438,False
2174,False
2739,False
2778,False
3981,False
2465,False
3296,False
2176,False
2444,False
2910,False
2903,False
3262,False
3738,False
3176,False
2549,False
2987,False
2473,False
2872,False
2532,False
3744,False
3959,False
2847,False
2462,False
2030,False
3851,False
2511,False
2343,False
3692,False
2720,False
2675,False
2162,False
3535,False
3593,False
3940,False
3402,False
3562,False
3791,False
2066,False
3706,False
2424,False
3588,False
2448,False
2135,False
2658,False
2055,False
2935,False
3817,False
2275,False
3627,False
3714,False
3445,False
2106,False
3711,False
3204,False
2715,False
3113,False
2188,False
3425,False
2195,False
3235,False
3810,False
3374,False
3326,False
2558,False
3885,False
3882,False
3028,False
2871,False
3212,False
2650,False
2940,False
2701,False
3476,False
2160,False
3003,False
3605,False
2093,False
3124,False
2868,False
2451,False
2519,False
2273,False
2180,False
2376,False
2153,False
3207,False
2565,False
3239,False
3572,False
2095,False
3331,False
2687,False
2984,False
3869,False
2578,False
2213,False
2560,False
2666,False
3848,False
3378,False
3457,False
2929,False
2886,False
2734,False
3866,False
3727,False
2531,False
3308,False
3561,False
3564,False
2326,False
2933,False
3625,False
2333,False
2352,False
3703,False
2171,False
3875,False
2189,False
2504,False
2597,False
3614,False
3997,False
2902,False
3776,False
3012,False
2377,False
3518,False
3392,False
3173,False
2423,False
2781,False
