,senior-level_skill
3384,0.0
3444,0.0
2200,0.0
3712,0.0
3680,0.0
2218,0.0
3458,0.0
2240,0.0
3505,0.0
3109,0.0
3503,0.0
3583,0.0
2899,0.0
2580,0.0
3125,0.0
3600,0.0
2976,0.0
3647,0.0
3697,0.0
2718,0.0
3671,0.0
2187,0.0
3931,0.0
3994,0.0
2428,0.0
2550,0.0
2021,0.0
2635,0.0
2545,0.0
3359,0.0
2978,0.0
2896,0.0
3828,0.0
2197,0.0
2155,0.0
3822,0.0
3121,0.0
2768,0.0
2642,0.0
3208,0.0
3657,0.0
3540,0.0
3568,0.0
3187,0.0
3098,0.0
2815,0.0
2881,0.0
2516,0.0
3191,0.0
2813,0.0
3371,0.0
2930,0.0
3592,0.0
2354,0.0
3577,0.0
3643,0.0
3295,0.0
2563,0.0
2761,0.0
3729,0.0
2809,0.0
3834,0.0
3258,0.0
3369,0.0
3220,0.0
2315,0.0
3181,0.0
3651,0.0
3438,0.0
2174,0.0
2739,0.0
2778,0.0
3981,0.0
2465,0.0
3296,0.0
2176,0.0
2444,0.0
2910,0.0
2903,0.0
3262,0.0
3738,0.0
3176,0.0
2549,0.0
2987,0.0
2473,0.0
2872,0.0
2532,0.0
3744,0.0
3959,0.0
2847,0.0
2462,0.0
2030,0.0
3851,0.0
2511,0.0
2343,0.0
3692,0.0
2720,0.0
2675,0.0
2162,0.0
3535,0.0
3593,0.0
3940,0.0
3402,0.0
3562,0.0
3791,0.0
2066,0.0
3706,0.0
2424,0.0
3588,0.0
2448,0.0
2135,0.0
2658,0.0
2055,0.0
2935,0.0
3817,0.0
2275,0.0
3627,0.0
3714,0.0
3445,0.0
2106,0.0
3711,0.0
3204,0.0
2715,0.0
3113,0.0
2188,0.0
3425,0.0
2195,0.0
3235,0.0
3810,0.0
3374,0.0
3326,0.0
2558,0.0
3885,0.0
3882,0.0
3028,0.0
2871,0.0
3212,0.0
2650,0.0
2940,0.0
2701,0.0
3476,0.0
2160,0.0
3003,0.0
3605,0.0
2093,0.0
3124,0.0
2868,0.0
2451,0.0
2519,0.0
2273,0.0
2180,0.0
2376,0.0
2153,0.0
3207,0.0
2565,0.0
3239,0.0
3572,0.0
2095,0.0
3331,0.0
2687,0.0
2984,0.0
3869,0.0
2578,0.0
2213,0.0
2560,0.0
2666,0.0
3848,0.0
3378,0.0
3457,0.0
2929,0.0
2886,0.0
2734,0.0
3866,0.0
3727,0.0
2531,0.0
3308,0.0
3561,0.0
3564,0.0
2326,0.0
2933,0.0
3625,0.0
2333,0.0
2352,0.0
3703,0.0
2171,0.0
3875,0.0
2189,0.0
2504,0.0
2597,0.0
3614,0.0
3997,0.0
2902,0.0
3776,0.0
3012,0.0
2377,0.0
3518,0.0
3392,0.0
3173,0.0
2423,0.0
2781,0.0
