,x1,x2,x3,x4
3918,0.1,0.9,-0.0,3.3
2949,0.0,-0.0,0.0,0.7
2417,0.3,-0.0,-0.0,1.6
3526,0.0,0.2,0.0,9.6
3509,-0.0,0.5,0.0,0.9
3402,0.5,0.3,0.1,6.4
2894,0.6,0.0,0.0,0.0
2512,0.5,2.8,-0.2,11.7
2491,0.0,1.4,-0.0,2.0
2933,0.7,2.1,0.1,-0.0
3154,-0.0,0.0,0.1,10.9
3620,-0.0,1.3,-0.0,4.6
3314,0.4,-0.0,-0.0,7.6
2409,0.8,-0.0,0.7,2.7
3198,0.2,1.4,-0.0,2.6
3638,0.0,-0.0,-0.0,0.6
2039,-0.0,0.4,0.0,3.8
3857,0.0,-0.0,0.1,-0.0
2118,0.2,0.0,0.0,-0.0
2987,0.2,0.0,-0.0,0.0
2536,1.9,-0.0,0.0,5.0
3500,0.8,2.0,0.0,0.0
2190,0.9,-0.0,0.0,7.9
3555,0.1,0.1,-0.0,1.2
2776,0.1,-0.0,-0.0,0.7
3082,0.2,0.1,0.1,2.2
3917,0.7,1.2,0.1,7.3
2627,-0.0,0.9,-0.0,2.2
3910,-0.0,1.3,-0.0,2.3
3271,0.5,-0.0,0.0,6.7
3788,0.1,0.9,-0.0,3.1
3125,1.2,0.0,0.0,4.0
3838,0.4,-0.0,0.0,1.9
2083,0.2,1.6,0.0,0.0
3966,0.9,1.7,-0.1,10.5
2585,0.8,0.0,0.0,-0.0
2147,0.0,0.4,-0.0,2.5
2554,0.6,0.9,-0.0,8.0
2470,1.5,3.3,-0.1,9.7
2125,0.2,0.0,0.0,-0.0
2577,-0.0,0.2,-0.0,0.7
2088,0.6,0.9,0.0,6.5
2694,0.5,0.0,-0.1,5.0
3078,1.5,0.0,-0.0,4.8
3169,0.4,0.8,-0.1,2.4
3471,0.4,0.0,0.0,0.0
3427,0.3,1.1,-0.0,4.0
3191,0.8,2.4,0.0,0.0
3712,0.2,5.0,-0.1,12.5
2571,0.2,1.0,0.0,8.1
2914,0.0,0.3,0.0,1.2
3275,1.3,-0.0,0.5,2.8
2338,0.0,0.1,-0.0,6.4
3257,0.2,0.0,0.0,0.0
2308,0.5,3.3,0.0,-0.0
2977,-0.0,0.0,0.1,0.7
2516,0.5,3.7,0.0,5.7
3457,0.2,0.0,0.0,0.0
2854,0.2,-0.0,0.0,0.0
2474,0.4,0.0,0.1,5.2
3948,0.7,-0.0,0.0,0.0
3539,0.1,1.1,-0.0,2.6
3139,0.5,0.4,0.0,4.8
2955,0.3,0.8,0.1,5.5
2069,0.1,1.6,0.0,11.9
2601,-0.0,0.4,0.0,3.0
3131,0.0,1.5,0.1,-0.0
3432,0.3,-0.0,-0.0,0.7
2319,0.7,0.0,0.0,2.5
2005,0.4,0.9,-0.1,6.9
2919,-0.0,0.1,-0.0,0.0
2162,1.7,2.2,0.0,-0.0
2429,0.5,0.0,-0.0,1.8
2595,1.3,0.0,-0.0,5.2
3501,1.3,1.6,-0.1,12.2
3637,1.4,-0.0,0.0,-0.0
3587,0.8,-0.0,0.0,-0.0
3091,0.1,-0.0,-0.0,8.2
2604,1.0,0.0,0.0,6.4
2729,0.0,1.8,-0.1,2.9
3813,0.3,1.9,-0.1,8.7
2745,1.2,4.7,0.2,15.4
3184,0.6,-0.0,0.0,1.3
2398,1.7,-0.0,-0.0,3.7
3112,0.5,0.4,-0.1,2.7
2299,0.2,1.4,-0.1,2.5
3833,0.4,0.0,-0.0,3.3
3711,0.3,-0.0,0.0,-0.0
2751,0.0,0.0,0.0,0.1
3104,0.4,-0.0,0.2,1.1
3368,0.0,1.9,0.1,-0.0
2037,1.4,-0.0,0.8,9.3
3216,-0.0,0.3,-0.0,1.1
2507,0.2,0.0,-0.0,-0.0
2916,0.0,0.5,0.0,2.3
3010,0.0,0.9,-0.0,2.8
2176,0.3,0.8,-0.0,6.6
3686,0.9,1.8,-0.0,-0.0
2267,0.2,0.0,0.0,6.4
2172,0.0,-0.0,0.2,-0.0
2325,0.3,2.6,0.0,-0.0
3393,0.0,0.2,-0.1,1.0
3863,0.0,0.0,0.0,12.5
3410,0.1,0.0,0.0,0.6
3632,1.1,0.0,-0.1,4.3
2301,-0.0,1.5,-0.0,5.5
2792,0.0,0.9,0.0,2.6
3346,0.4,-0.0,-0.0,0.9
2764,0.8,-0.0,-0.0,7.1
2867,1.6,0.8,-0.0,10.9
3247,0.0,0.2,-0.0,0.8
3578,0.3,0.9,0.1,4.1
3920,1.4,2.4,-0.1,11.3
2779,0.0,1.8,0.0,5.5
2708,0.0,0.6,-0.0,2.6
2119,0.3,-0.0,-0.0,0.0
2824,0.2,0.0,0.0,7.5
2928,0.1,0.0,0.0,1.0
3113,0.1,2.0,0.0,3.3
3814,0.1,0.1,-0.1,0.7
2530,0.1,0.4,0.0,1.5
3931,0.1,0.0,0.0,7.7
3477,-0.0,0.0,0.2,-0.0
2143,0.3,1.6,0.0,3.2
2021,0.0,0.3,-0.0,2.7
3263,0.5,-0.0,0.1,1.4
3955,0.4,0.8,-0.1,4.0
3837,0.1,2.3,0.0,5.2
2373,0.0,-0.0,-0.0,0.7
3413,0.6,-0.0,0.0,0.0
2469,0.0,2.0,0.2,-0.0
3707,1.1,0.0,0.0,3.9
2890,-0.0,1.7,-0.1,6.5
