,years_experience,degree,nr_commits,nr_languages,nr_stars
3736,3.0,0.0,7.0,1.5,3.0
3175,2.0,0.0,5.0,3.5,0.0
3911,0.0,2.0,3.0,3.5,2.0
3887,2.0,0.0,5.0,3.5,0.0
2658,1.0,0.0,5.0,1.5,8.0
2575,1.0,1.0,6.0,8.5,4.0
3799,3.0,0.0,3.0,2.5,5.0
3116,1.0,0.0,3.0,4.5,4.0
3301,0.0,2.0,2.0,1.5,2.0
2142,1.0,0.0,3.0,0.5,2.0
2344,2.0,0.0,5.0,8.5,8.0
3346,1.0,1.0,6.0,5.5,3.0
3645,0.0,0.0,6.0,15.5,6.0
3316,0.0,1.0,4.0,1.5,3.0
2827,2.0,0.0,5.0,6.5,5.0
2071,2.0,0.0,3.0,3.5,2.0
2265,2.0,0.0,4.0,8.5,0.0
2223,3.0,0.0,5.0,1.5,8.0
3973,1.0,2.0,4.0,9.5,2.0
2485,0.0,1.0,6.0,4.5,6.0
2153,2.0,0.0,5.0,3.5,5.0
3276,1.0,0.0,11.0,2.5,11.0
2956,2.0,0.0,2.0,1.5,8.0
2173,2.0,0.0,4.0,5.5,0.0
2335,1.0,0.0,5.0,9.5,3.0
3377,1.0,1.0,7.0,4.5,5.0
3748,2.0,0.0,5.0,7.5,4.0
3615,2.0,0.0,3.0,1.5,0.0
3228,1.0,0.0,9.0,2.5,9.0
2098,2.0,0.0,2.0,5.5,5.0
2961,2.0,0.0,3.0,7.5,0.0
3874,0.0,2.0,2.0,5.5,4.0
3203,2.0,0.0,5.0,2.5,4.0
3987,2.0,0.0,6.0,4.5,1.0
3208,2.0,1.0,5.0,5.5,2.0
3930,1.0,0.0,6.0,1.5,1.0
2603,2.0,2.0,1.0,3.5,4.0
2232,3.0,0.0,5.0,2.5,2.0
3667,2.0,0.0,3.0,1.5,3.0
3222,2.0,0.0,4.0,2.5,0.0
3135,2.0,0.0,6.0,6.5,4.0
3701,1.0,2.0,7.0,4.5,1.0
3567,0.0,0.0,3.0,2.5,3.0
3916,2.0,0.0,3.0,3.5,6.0
3245,0.0,1.0,4.0,9.5,2.0
2300,1.0,2.0,4.0,2.5,0.0
3834,0.0,1.0,3.0,3.5,1.0
2498,1.0,0.0,4.0,4.5,0.0
3389,3.0,0.0,8.0,2.5,5.0
3469,1.0,2.0,3.0,4.5,4.0
3907,2.0,0.0,4.0,11.5,4.0
2687,2.0,0.0,4.0,0.5,1.0
3440,2.0,1.0,8.0,3.5,3.0
