,senior-level_skill
3736,0.0
3175,0.0
3911,0.0
3887,0.0
2658,0.0
2575,0.0
3799,0.0
3116,0.0
3301,0.0
2142,0.0
2344,0.0
3346,0.0
3645,0.0
3316,0.0
2827,0.0
2071,0.0
2265,0.0
2223,0.0
3973,0.0
2485,0.0
2153,0.0
3276,0.0
2956,0.0
2173,0.0
2335,0.0
3377,0.0
3748,0.0
3615,0.0
3228,0.0
2098,0.0
2961,0.0
3874,0.0
3203,0.0
3987,0.0
3208,0.0
3930,0.0
2603,0.0
2232,0.0
3667,0.0
3222,0.0
3135,0.0
3701,0.0
3567,0.0
3916,0.0
3245,0.0
2300,0.0
3834,0.0
2498,0.0
3389,0.0
3469,0.0
3907,0.0
2687,0.0
3440,0.0
2174,0.0
2524,0.0
3407,0.0
2722,0.0
2561,0.0
2007,0.0
2960,0.0
3728,0.0
3529,0.0
3062,0.0
3369,0.0
3704,0.0
2512,0.0
2477,0.0
2539,0.0
2988,0.0
3268,0.0
2166,0.0
3556,0.0
2819,0.0
2249,0.0
3406,0.0
3277,0.0
3939,0.0
3478,0.0
3764,0.0
3375,0.0
3838,0.0
3085,0.0
2706,0.0
2864,0.0
3986,0.0
2227,0.0
2670,0.0
3783,0.0
3824,0.0
2974,0.0
2867,0.0
3335,0.0
2888,0.0
2399,0.0
3555,0.0
2388,0.0
3329,0.0
2293,0.0
2209,0.0
2302,0.0
3724,0.0
3032,0.0
2119,0.0
2990,0.0
2065,0.0
3957,0.0
2672,0.0
3163,0.0
3490,0.0
3456,0.0
3861,0.0
2030,0.0
2009,0.0
2600,0.0
3893,0.0
3886,0.0
2531,0.0
2372,0.0
3854,0.0
3177,0.0
3899,0.0
3028,0.0
3468,0.0
3814,0.0
2180,0.0
3237,0.0
3662,0.0
3769,0.0
3544,0.0
3417,0.0
3825,0.0
3013,0.0
3959,0.0
3091,0.0
2861,1.0
3068,0.0
3283,0.0
3966,0.0
3337,0.0
3750,0.0
3809,0.0
2803,0.0
3267,0.0
3492,0.0
3620,0.0
3653,0.0
3157,0.0
2735,0.0
3737,0.0
3097,0.0
2484,0.0
2669,0.0
3498,0.0
2474,0.0
2341,0.0
2066,0.0
2821,0.0
3384,0.0
3108,0.0
2218,0.0
2493,0.0
2286,0.0
3297,0.0
3041,0.0
3200,0.0
2308,0.0
2872,0.0
2489,0.0
3119,0.0
3685,0.0
2515,0.0
3771,0.0
2161,0.0
2757,0.0
2250,0.0
3443,0.0
3357,0.0
3564,0.0
3767,0.0
3508,0.0
3376,0.0
3841,0.0
2884,0.0
3848,0.0
3438,0.0
3751,0.0
3808,0.0
3928,0.0
3880,0.0
3477,0.0
3326,0.0
3573,0.0
2118,0.0
2246,0.0
3889,0.0
3762,0.0
2345,0.0
3086,0.0
3405,0.0
2393,0.0
