,y_hat
2198,False
3400,False
2658,False
3579,False
3611,False
3080,False
2010,False
3386,False
2349,False
3695,False
3174,False
2236,False
2170,False
2421,False
3028,False
3151,False
3675,False
3007,False
3919,False
2087,False
3715,False
3906,False
3965,False
2948,False
3970,False
2609,False
3569,False
2872,False
2188,False
3376,False
2859,False
3794,False
2915,False
3162,False
2184,False
2747,False
2418,False
2824,False
3688,False
2789,False
2707,False
2861,False
2137,False
3324,False
2585,False
2934,False
2803,False
2069,False
3227,False
3714,False
3059,False
3066,False
3245,False
2745,False
3807,False
2090,False
2686,False
3737,False
3916,False
3098,False
2427,False
2218,False
3216,False
2153,False
2881,False
2574,False
3253,False
2796,False
2899,False
2126,False
3032,False
2599,False
3940,False
3262,False
3371,False
2059,False
3702,False
2510,False
3625,False
3336,False
3078,False
2536,False
3248,False
3289,False
3351,False
3700,False
2921,False
3383,False
3511,False
3817,False
3593,False
3288,False
3771,False
3992,False
2705,False
3494,False
2852,False
2293,False
3894,False
3528,False
3305,False
3173,False
3454,False
3062,False
2985,False
3110,False
3058,False
2255,False
3934,False
2965,False
2595,False
2380,False
3154,False
3792,False
2698,False
2131,False
3237,False
3250,False
3352,False
3507,False
2663,False
3961,False
2680,False
3065,False
3748,False
2620,False
2750,False
2045,False
2217,False
2770,False
3877,False
3829,False
3534,False
3567,False
2344,False
3667,False
2322,False
2799,False
3020,False
3274,False
3446,False
2099,False
3893,False
2458,False
2955,False
2987,False
2328,False
3850,False
3949,False
2345,False
3112,False
3954,False
3117,False
3891,False
3342,False
2577,False
2435,False
2243,False
2228,False
2572,False
2395,False
3568,False
3846,False
2661,False
3527,False
2097,False
2452,False
3123,False
2486,False
3617,False
2873,False
2868,False
2088,False
2677,False
2336,False
2781,False
3056,False
3323,False
3451,False
3389,False
2208,False
3493,False
2196,False
2998,False
2078,False
3298,False
2606,False
3997,False
3729,False
2172,False
2991,False
2970,False
3641,False
2014,False
3203,False
2704,False
2372,False
2175,False
3425,False
3890,False
