,years_experience,degree,nr_commits,nr_languages,nr_stars
2631,0.0,0.0,1.0,0.0,9.0
2735,0.0,0.0,0.0,0.0,9.0
2498,0.0,0.0,3.0,0.0,15.0
3277,0.0,0.0,0.0,1.0,3.0
2394,0.0,0.0,0.0,0.0,4.0
2054,0.0,0.0,0.0,0.0,10.0
2255,0.0,0.0,3.0,0.0,2.0
3962,0.0,0.0,0.0,0.0,10.0
2412,0.0,0.0,0.0,0.0,6.0
3723,0.0,1.0,-1.0,0.0,5.0
3830,0.0,0.0,0.0,0.0,10.0
3647,0.0,1.0,2.0,0.0,7.0
2582,0.0,0.0,3.0,-1.0,6.0
3258,0.0,0.0,0.0,0.0,5.0
3986,0.0,1.0,-1.0,0.0,8.0
2721,0.0,0.0,0.0,0.0,8.0
2182,0.0,0.0,0.0,0.0,6.0
2337,0.0,0.0,0.0,0.0,1.0
2339,0.0,0.0,0.0,0.0,7.0
3750,0.0,0.0,0.0,0.0,1.0
3325,0.0,0.0,0.0,0.0,8.0
3643,0.0,0.0,0.0,0.0,10.0
3064,0.0,0.0,0.0,0.0,11.0
2999,0.0,0.0,2.0,0.0,8.0
3418,0.0,0.0,0.0,0.0,9.0
3985,0.0,0.0,0.0,1.0,8.0
2279,0.0,1.0,0.0,0.0,7.0
3910,0.0,0.0,0.0,0.0,6.0
3999,0.0,0.0,0.0,0.0,7.0
2658,0.0,0.0,0.0,0.0,7.0
2698,0.0,0.0,3.0,-5.0,13.0
3670,0.0,0.0,0.0,0.0,8.0
3013,0.0,0.0,2.0,0.0,6.0
3903,0.0,0.0,2.0,0.0,13.0
2504,0.0,0.0,0.0,-6.0,14.0
2082,0.0,0.0,0.0,0.0,1.0
2616,0.0,0.0,0.0,0.0,5.0
2473,0.0,0.0,0.0,-4.0,14.0
3319,0.0,0.0,2.0,-1.0,10.0
2030,0.0,0.0,-2.0,0.0,8.0
2832,0.0,0.0,1.0,0.0,3.0
3346,0.0,0.0,0.0,0.0,8.0
2840,0.0,0.0,0.0,0.0,5.0
3380,0.0,0.0,3.0,-6.0,12.0
2990,0.0,0.0,0.0,0.0,6.0
2408,0.0,0.0,4.0,-7.0,15.0
2960,0.0,0.0,1.0,-1.0,14.0
3289,0.0,0.0,2.0,-1.0,12.0
3490,0.0,0.0,0.0,1.0,7.0
3388,0.0,0.0,0.0,0.0,9.0
3801,0.0,0.0,0.0,-3.0,10.0
2111,0.0,0.0,0.0,0.0,7.0
3312,0.0,0.0,1.0,0.0,8.0
2561,0.0,0.0,5.0,0.0,4.0
3285,0.0,0.0,0.0,0.0,9.0
3561,0.0,0.0,0.0,0.0,3.0
3480,0.0,0.0,0.0,0.0,2.0
3005,0.0,0.0,0.0,0.0,5.0
3439,0.0,0.0,0.0,1.0,7.0
2535,0.0,0.0,0.0,0.0,7.0
2007,0.0,0.0,2.0,-1.0,13.0
3728,0.0,0.0,0.0,0.0,7.0
3298,0.0,0.0,2.0,0.0,7.0
2414,0.0,0.0,1.0,1.0,10.0
3708,0.0,0.0,0.0,-5.0,14.0
2005,0.0,0.0,2.0,0.0,1.0
3850,0.0,1.0,-1.0,0.0,8.0
3186,0.0,0.0,1.0,-1.0,9.0
3833,0.0,0.0,0.0,0.0,9.0
2139,0.0,0.0,0.0,0.0,8.0
2409,0.0,0.0,0.0,0.0,5.0
2531,0.0,0.0,2.0,0.0,7.0
3301,0.0,0.0,0.0,0.0,8.0
2642,0.0,0.0,1.0,0.0,10.0
3660,0.0,0.0,2.0,-2.0,13.0
2308,0.0,0.0,4.0,-4.0,14.0
3118,0.0,0.0,0.0,-1.0,15.0
2221,0.0,1.0,2.0,0.0,8.0
3936,0.0,0.0,1.0,-3.0,7.0
3987,0.0,0.0,2.0,0.0,10.0
2126,0.0,0.0,0.0,0.0,6.0
2169,0.0,0.0,4.0,-3.0,11.0
3175,0.0,0.0,0.0,0.0,11.0
3782,0.0,0.0,1.0,0.0,10.0
3972,0.0,0.0,1.0,-1.0,8.0
2118,0.0,0.0,0.0,0.0,10.0
3764,0.0,0.0,0.0,0.0,6.0
2761,0.0,0.0,4.0,1.0,11.0
2136,0.0,0.0,0.0,0.0,7.0
2282,0.0,0.0,0.0,0.0,3.0
2326,0.0,0.0,0.0,0.0,10.0
3662,0.0,0.0,0.0,0.0,6.0
2575,0.0,0.0,0.0,0.0,7.0
3131,0.0,0.0,1.0,1.0,10.0
2847,0.0,0.0,1.0,-3.0,12.0
2290,0.0,0.0,1.0,0.0,5.0
2979,0.0,0.0,1.0,0.0,6.0
2887,0.0,0.0,0.0,1.0,10.0
2573,0.0,0.0,1.0,-1.0,9.0
2513,0.0,1.0,1.0,0.0,10.0
3777,0.0,0.0,2.0,1.0,9.0
2604,0.0,0.0,5.0,-10.0,7.0
2608,0.0,0.0,3.0,-2.0,9.0
3514,0.0,0.0,4.0,-11.0,13.0
3667,0.0,0.0,2.0,0.0,8.0
2861,0.0,0.0,1.0,0.0,0.0
3216,0.0,0.0,0.0,0.0,9.0
3384,0.0,0.0,1.0,0.0,15.0
3669,0.0,0.0,1.0,0.0,7.0
3280,0.0,0.0,0.0,0.0,11.0
3880,0.0,0.0,0.0,1.0,7.0
3267,0.0,0.0,3.0,1.0,7.0
3108,0.0,0.0,0.0,1.0,4.0
2442,0.0,0.0,0.0,0.0,7.0
3208,0.0,0.0,0.0,0.0,8.0
2359,0.0,0.0,0.0,0.0,4.0
2456,0.0,0.0,0.0,0.0,6.0
2975,0.0,0.0,0.0,0.0,12.0
3629,0.0,0.0,0.0,0.0,7.0
2548,0.0,0.0,-1.0,1.0,9.0
3861,0.0,0.0,2.0,-3.0,11.0
3400,0.0,0.0,2.0,-1.0,10.0
3110,0.0,0.0,-1.0,0.0,7.0
2329,0.0,0.0,0.0,0.0,8.0
3389,0.0,0.0,0.0,0.0,5.0
2351,0.0,0.0,0.0,0.0,11.0
3825,0.0,0.0,0.0,0.0,6.0
