,h_post,h_post_individualized
2631,0.62,
2735,0.52,
2498,0.5,
3277,0.5,
2394,0.72,
2054,0.68,
2255,0.52,
3962,0.72,
2412,0.72,
3723,0.64,
3830,0.56,
3647,0.52,
2582,0.52,
3258,0.5,
3986,0.58,
2721,0.72,
2182,0.6,
2337,0.66,
2339,0.52,
3750,0.54,
3325,0.52,
3643,0.64,
3064,0.56,
2999,0.52,
3418,0.52,
3985,0.5,
2279,0.7,
3910,0.78,
3999,0.86,
2658,0.5,
2698,0.5,
3670,0.98,
3013,0.52,
3903,0.5,
2504,0.5,
2082,0.62,
2616,0.64,
2473,0.5,
3319,0.5,
2030,0.54,
2832,0.54,
3346,0.56,
2840,1.0,
3380,0.5,
2990,0.56,
2408,0.5,
2960,0.5,
3289,0.5,
3490,0.7,
3388,0.64,
3801,0.5,
2111,0.5,
3312,0.62,
2561,0.52,
3285,0.64,
3561,0.72,
3480,0.72,
3005,0.72,
3439,0.52,
2535,0.52,
2007,0.5,
3728,0.74,
3298,0.52,
2414,0.5,
3708,0.5,
2005,0.52,
3850,0.64,
3186,0.5,
3833,0.54,
2139,0.68,
2409,0.54,
2531,0.5,
3301,0.56,
2642,0.52,
3660,0.5,
2308,0.5,
3118,0.5,
2221,0.64,
3936,0.5,
3987,0.52,
2126,0.74,
2169,0.5,
3175,0.52,
3782,0.56,
3972,0.5,
2118,0.52,
3764,0.72,
2761,0.5,
2136,0.78,
2282,0.7,
2326,0.54,
3662,0.58,
2575,0.66,
3131,0.52,
2847,0.5,
2290,0.62,
2979,0.5,
2887,0.5,
2573,0.52,
2513,0.6,
3777,0.5,
2604,0.5,
2608,0.5,
3514,0.5,
3667,0.5,
2861,0.58,
3216,0.5,
3384,0.52,
3669,0.54,
3280,0.68,
3880,0.54,
3267,0.5,
3108,0.74,
2442,0.5,
3208,0.58,
2359,0.54,
2456,0.7,
2975,0.5,
3629,0.66,
2548,0.5,
3861,0.5,
3400,0.5,
3110,0.54,
2329,0.72,
3389,0.72,
2351,0.56,
3825,0.66,
3966,0.58,
3797,0.5,
3269,0.5,
2600,0.66,
2268,0.6,
2927,0.62,
2270,0.5,
3912,0.64,
2365,0.58,
3548,0.5,
3911,0.5,
3748,0.54,
2399,0.5,
3021,0.64,
3826,0.52,
2520,0.52,
2576,0.7,
3052,0.5,
2922,0.52,
3835,0.52,
3701,0.8,
2663,0.54,
3248,0.66,
3450,0.64,
2035,0.52,
3852,0.5,
3778,0.72,
2364,0.5,
3641,0.7,
3818,0.74,
3899,0.58,
2266,0.5,
2510,1.0,
2540,0.66,
3808,0.78,
3498,0.56,
3283,0.52,
3378,0.64,
3417,0.5,
3141,0.5,
3284,0.56,
3172,0.68,
3567,0.56,
2295,0.56,
2395,0.5,
3350,0.58,
2757,0.56,
2904,0.5,
2819,0.56,
3957,0.7,
3983,0.64,
2937,0.58,
2754,0.58,
3990,0.74,
2477,0.54,
3834,0.56,
3544,0.5,
3112,0.74,
3326,0.72,
3272,0.66,
2098,0.58,
2180,0.5,
2400,0.5,
2232,0.72,
3440,0.72,
2524,0.64,
3560,0.58,
3309,0.7,
3228,0.5,
2421,0.54,
3488,0.58,
2555,0.5,
2822,0.72,
