ix,goal_cost,intv_cost
2686,0.938,5.0
3474,0.979,5.0
2730,0.887,10.0
2246,0.974,5.0
3338,0.855,5.0
3122,0.869,15.0
3901,0.886,15.0
3514,0.958,10.0
3372,0.886,10.0
2173,0.892,15.0
2288,0.987,15.0
3520,0.929,5.0
3132,0.817,5.0
2565,0.951,10.0
3261,0.857,5.0
3091,0.943,10.0
3123,0.831,5.0
3589,0.992,10.0
2848,0.895,5.0
2733,0.865,5.0
2183,0.961,15.0
3280,0.755,10.0
3715,0.84,5.0
3816,0.878,15.0
3415,0.884,15.0
3968,0.988,10.0
3992,0.989,15.0
2387,0.994,10.0
3493,0.949,15.0
3496,0.881,10.0
2135,0.938,10.0
3531,0.992,15.0
2167,0.875,10.0
3140,0.996,15.0
2059,0.864,10.0
2026,0.984,10.0
2723,0.87,5.0
2349,0.857,5.0
2086,0.94,5.0
2728,0.991,10.0
2753,0.98,10.0
2523,0.951,15.0
3040,0.882,15.0
2449,0.963,5.0
3182,0.959,10.0
2224,0.996,15.0
3744,0.752,10.0
2762,0.863,15.0
3993,0.977,5.0
3911,0.946,10.0
3713,0.871,15.0
2858,0.991,10.0
3115,0.947,5.0
3184,0.94,5.0
3106,0.994,15.0
3738,0.962,10.0
2491,0.953,10.0
3726,0.967,5.0
3750,0.904,5.0
2938,0.938,5.0
2190,0.938,5.0
3621,0.982,10.0
3030,0.9,10.0
2284,0.99,15.0
2511,0.872,10.0
2459,0.992,15.0
3516,0.872,15.0
3100,0.891,10.0
2159,0.99,15.0
2746,0.886,10.0
2594,0.982,5.0
2571,0.852,5.0
3525,0.954,15.0
2857,0.958,10.0
2085,0.994,15.0
2242,0.904,10.0
3765,0.857,5.0
2316,0.884,15.0
3210,0.962,5.0
2281,0.873,10.0
3240,0.858,15.0
2563,0.951,15.0
3455,0.88,15.0
3133,0.838,5.0
2735,0.993,15.0
2164,0.951,10.0
3612,0.895,10.0
3551,0.985,15.0
2035,0.961,5.0
2712,0.884,15.0
3553,0.978,5.0
2439,0.863,5.0
2359,0.86,10.0
2101,0.969,5.0
2189,0.993,10.0
2865,0.915,5.0
3242,0.871,15.0
3169,0.994,15.0
2891,0.991,10.0
3303,0.756,10.0
3850,0.882,5.0
3820,0.888,10.0
3825,0.883,10.0
2621,0.956,10.0
3973,0.95,10.0
3026,0.855,10.0
3972,0.888,15.0
3441,0.821,5.0
3908,0.762,10.0
3288,0.869,10.0
3363,0.887,10.0
2859,0.845,5.0
2370,0.944,15.0
2307,0.982,15.0
2991,0.949,10.0
3220,0.95,10.0
3982,0.977,5.0
2547,0.993,15.0
2461,0.951,10.0
2397,0.84,5.0
2704,0.942,10.0
3203,0.969,5.0
3877,0.934,5.0
3378,0.978,10.0
2776,0.869,15.0
3420,0.992,15.0
3001,0.986,10.0
2323,0.882,15.0
3154,0.995,15.0
3187,0.885,10.0
2825,0.984,15.0
2452,0.875,10.0
2952,0.93,5.0
2265,0.99,15.0
2353,0.978,5.0
2322,0.947,15.0
2930,0.971,5.0
3752,0.886,15.0
3099,0.963,10.0
3247,0.992,15.0
3987,0.982,10.0
2393,0.994,10.0
2278,0.974,10.0
2830,0.987,10.0
3638,0.975,10.0
2313,0.995,15.0
2447,0.88,15.0
3606,0.847,5.0
2745,0.871,15.0
3652,0.992,15.0
3429,0.881,15.0
2875,0.881,15.0
3748,0.986,15.0
3630,0.869,5.0
3069,0.967,5.0
3681,0.974,5.0
3448,0.994,15.0
3148,0.955,10.0
3714,0.869,10.0
2833,0.993,15.0
2345,0.931,5.0
2749,0.941,10.0
3434,0.826,5.0
2181,0.949,10.0
2672,0.983,10.0
3212,0.872,10.0
3254,0.872,15.0
3844,0.904,5.0
3924,0.986,10.0
3241,0.882,15.0
3208,0.961,10.0
3395,0.879,15.0
2318,0.869,15.0
2855,0.869,15.0
2049,0.951,15.0
3200,0.963,5.0
2113,0.88,5.0
3847,0.98,15.0
3445,0.948,15.0
2134,0.989,15.0
2081,0.986,10.0
3670,0.892,15.0
2816,0.963,10.0
2334,0.935,5.0
3554,0.941,10.0
3730,0.978,10.0
3227,0.836,5.0
2935,0.83,5.0
3501,0.851,5.0
2362,0.992,10.0
2096,0.825,5.0
3695,0.885,10.0
2990,0.896,15.0
2555,0.946,10.0
2258,0.855,5.0
2888,0.957,15.0
2548,0.868,10.0
2331,0.873,15.0
3260,0.978,10.0
2948,0.883,10.0
