,senior-level_skill
2686,0.0
3474,0.0
2730,0.0
2246,0.0
3338,0.0
3122,0.0
3901,0.0
3514,0.0
3372,0.0
2173,0.0
2288,0.0
3520,0.0
3132,0.0
2565,0.0
3261,0.0
3091,0.0
3123,0.0
3589,0.0
2848,0.0
2733,0.0
2183,0.0
3280,0.0
3715,0.0
3816,0.0
3415,0.0
3968,0.0
3992,0.0
2387,0.0
3493,0.0
3496,0.0
2135,0.0
3531,0.0
2167,0.0
3140,0.0
2059,0.0
2026,0.0
2723,0.0
2349,0.0
2086,0.0
2728,0.0
2753,0.0
2523,0.0
3040,0.0
2449,0.0
3182,0.0
2224,0.0
3744,0.0
2762,0.0
3993,0.0
3911,0.0
3713,0.0
2858,0.0
3115,0.0
3184,0.0
3106,0.0
3738,0.0
2491,0.0
3726,0.0
3750,0.0
2938,0.0
2190,0.0
3621,0.0
3030,0.0
2284,0.0
2511,0.0
2459,0.0
3516,0.0
3100,0.0
2159,0.0
2746,0.0
2594,0.0
2571,0.0
3525,0.0
2857,0.0
2085,0.0
2242,0.0
3765,0.0
2316,0.0
3210,0.0
2281,0.0
3240,0.0
2563,0.0
3455,0.0
3133,0.0
2735,0.0
2164,0.0
3612,0.0
3551,0.0
2035,0.0
2712,0.0
3553,0.0
2439,0.0
2359,0.0
2101,0.0
2189,0.0
2865,0.0
3242,0.0
3169,0.0
2891,0.0
3303,0.0
3850,0.0
3820,0.0
3825,0.0
2621,0.0
3973,0.0
3026,0.0
3972,0.0
3441,0.0
3908,0.0
3288,0.0
3363,0.0
2859,0.0
2370,0.0
2307,0.0
2991,0.0
3220,0.0
3982,0.0
2547,0.0
2461,0.0
2397,0.0
2704,0.0
3203,0.0
3877,0.0
3378,0.0
2776,0.0
3420,0.0
3001,0.0
2323,0.0
3154,0.0
3187,0.0
2825,0.0
2452,0.0
2952,0.0
2265,0.0
2353,0.0
2322,0.0
2930,0.0
3752,0.0
3099,0.0
3247,0.0
3987,0.0
2393,0.0
2278,0.0
2830,0.0
3638,0.0
2313,0.0
2447,0.0
3606,0.0
2745,0.0
3652,0.0
3429,0.0
2875,0.0
3748,0.0
3630,0.0
3069,0.0
3681,0.0
3448,0.0
3148,0.0
3714,0.0
2833,0.0
2345,0.0
2749,0.0
3434,0.0
2181,0.0
2672,0.0
3212,0.0
3254,0.0
3844,0.0
3924,0.0
3241,0.0
3208,0.0
3395,0.0
2318,0.0
2855,0.0
2049,0.0
3200,0.0
2113,0.0
3847,0.0
3445,0.0
2134,0.0
2081,0.0
3670,0.0
2816,0.0
2334,0.0
3554,0.0
3730,0.0
3227,0.0
2935,0.0
3501,0.0
2362,0.0
2096,0.0
3695,0.0
2990,0.0
2555,0.0
2258,0.0
2888,0.0
2548,0.0
2331,0.0
3260,0.0
2948,0.0
