,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,7.0,1.0,0.6774416,7.0,2.0,1.0
2001,4.0,0.0,0.4907161,8.0,3.0,7.0
2002,3.0,0.0,0.29033983,5.0,3.0,5.0
2003,0.0,2.0,0.14881921,1.0,1.0,8.0
2004,4.0,0.0,0.5195594,3.0,7.0,12.0
2005,0.0,0.0,0.1887002,2.0,13.0,5.0
2006,0.0,3.0,0.8865005,3.0,4.0,2.0
2007,4.0,0.0,0.238487,7.0,10.0,4.0
2008,2.0,0.0,0.91571355,5.0,3.0,2.0
2009,4.0,1.0,0.21925604,0.0,4.0,3.0
2010,7.0,2.0,0.6415572,2.0,2.0,6.0
2011,6.0,0.0,0.44995952,3.0,4.0,2.0
2012,5.0,2.0,0.20866823,2.0,15.0,4.0
2013,8.0,2.0,0.75642145,3.0,9.0,3.0
2014,2.0,2.0,0.7222917,5.0,15.0,1.0
2015,3.0,0.0,0.14636171,4.0,1.0,1.0
2016,2.0,1.0,0.28806543,7.0,2.0,4.0
2017,3.0,0.0,0.6147429,4.0,0.0,5.0
2018,3.0,0.0,0.9666059,3.0,4.0,3.0
2019,3.0,3.0,0.95532036,5.0,11.0,2.0
2020,2.0,3.0,0.37275362,7.0,6.0,0.0
2021,4.0,2.0,0.67973685,9.0,2.0,4.0
2022,2.0,0.0,0.3581884,5.0,5.0,6.0
2023,8.0,3.0,0.92990303,5.0,0.0,4.0
2024,4.0,1.0,0.65410316,4.0,0.0,2.0
2025,1.0,2.0,0.8892647,4.0,4.0,5.0
2026,2.0,0.0,0.7870326,6.0,0.0,1.0
2027,1.0,2.0,0.41274297,5.0,0.0,2.0
2028,2.0,2.0,0.71412086,6.0,2.0,2.0
2029,4.0,2.0,0.8024584,6.0,1.0,7.0
2030,2.0,1.0,0.51041234,4.0,0.0,3.0
2031,5.0,0.0,0.5730275,4.0,1.0,0.0
2032,2.0,2.0,0.8663621,5.0,4.0,3.0
2033,2.0,2.0,0.23392117,4.0,2.0,2.0
2034,1.0,1.0,0.15036523,3.0,4.0,6.0
2035,2.0,1.0,0.98734117,3.0,8.0,1.0
2036,4.0,2.0,0.876307,5.0,0.0,9.0
2037,0.0,3.0,0.87663245,5.0,11.0,3.0
2038,2.0,2.0,0.17366016,5.0,4.0,0.0
2039,4.0,0.0,0.9701934,1.0,3.0,3.0
2040,6.0,0.0,0.18289435,5.0,4.0,4.0
2041,7.0,0.0,0.92500746,5.0,5.0,8.0
