,years_experience,degree,nr_commits,nr_languages,nr_stars
2686,3.0,0.0,36.0,2.5,0.0
3474,1.0,2.0,18.0,1.5,4.0
2730,2.0,0.0,23.0,4.5,3.0
2246,1.0,2.0,14.0,0.5,3.0
3338,3.0,0.0,34.0,3.5,5.0
3122,0.0,0.0,4.0,5.5,6.0
3901,0.0,0.0,7.0,1.5,5.0
3514,2.0,0.0,20.0,2.5,2.0
3372,0.0,1.0,5.0,1.5,6.0
2173,0.0,0.0,6.0,0.5,3.0
2288,1.0,0.0,10.0,1.5,3.0
3520,3.0,0.0,32.0,2.5,5.0
3132,3.0,0.0,36.0,0.5,5.0
2565,2.0,0.0,24.0,0.5,3.0
3261,3.0,0.0,33.0,3.5,4.0
3091,1.0,1.0,14.0,1.5,1.0
3123,3.0,0.0,38.0,5.5,1.0
3589,1.0,1.0,11.0,8.5,7.0
2848,2.0,1.0,23.0,11.5,0.0
2733,0.0,2.0,3.0,14.5,6.0
2183,1.0,0.0,17.0,3.5,3.0
3280,1.0,0.0,13.0,6.5,2.0
3715,3.0,0.0,32.0,6.5,5.0
3816,1.0,0.0,14.0,7.5,3.0
3415,0.0,0.0,3.0,8.5,8.0
3968,1.0,1.0,14.0,1.5,7.0
3992,1.0,0.0,15.0,3.5,4.0
2387,1.0,1.0,13.0,3.5,2.0
3493,1.0,0.0,13.0,7.5,4.0
3496,0.0,1.0,5.0,5.5,1.0
2135,1.0,1.0,16.0,3.5,4.0
3531,1.0,0.0,14.0,6.5,7.0
2167,2.0,0.0,22.0,1.5,1.0
3140,1.0,0.0,16.0,4.5,0.0
2059,0.0,1.0,6.0,0.5,4.0
2026,2.0,0.0,26.0,0.5,1.0
2723,0.0,2.0,2.0,6.5,6.0
2349,3.0,0.0,33.0,4.5,1.0
2086,3.0,0.0,35.0,7.5,0.0
2728,1.0,1.0,12.0,7.5,2.0
2753,2.0,0.0,22.0,2.5,7.0
2523,1.0,0.0,10.0,3.5,2.0
3040,1.0,0.0,13.0,2.5,3.0
2449,2.0,1.0,23.0,0.5,6.0
3182,2.0,0.0,21.0,0.5,6.0
2224,1.0,0.0,10.0,4.5,1.0
3744,1.0,0.0,11.0,0.5,8.0
2762,0.0,0.0,6.0,1.5,2.0
3993,1.0,2.0,11.0,0.5,3.0
3911,2.0,0.0,27.0,10.5,5.0
3713,0.0,0.0,4.0,5.5,9.0
2858,1.0,1.0,20.0,3.5,7.0
3115,3.0,1.0,35.0,3.5,6.0
3184,3.0,0.0,35.0,5.5,4.0
3106,1.0,0.0,17.0,4.5,7.0
3738,2.0,0.0,31.0,1.5,6.0
2491,2.0,0.0,26.0,2.5,4.0
3726,2.0,1.0,22.0,2.5,2.0
3750,2.0,1.0,26.0,9.5,2.0
2938,3.0,0.0,33.0,2.5,1.0
2190,3.0,0.0,35.0,1.5,3.0
3621,2.0,0.0,21.0,4.5,5.0
3030,0.0,1.0,10.0,2.5,6.0
2284,1.0,0.0,20.0,5.5,4.0
2511,2.0,0.0,24.0,5.5,1.0
2459,1.0,0.0,12.0,0.5,3.0
3516,0.0,0.0,6.0,2.5,5.0
3100,0.0,1.0,8.0,3.5,0.0
2159,1.0,0.0,12.0,11.5,0.0
2746,0.0,1.0,1.0,6.5,3.0
2594,4.0,0.0,42.0,7.5,3.0
2571,0.0,2.0,2.0,6.5,5.0
3525,1.0,0.0,12.0,8.5,1.0
2857,2.0,0.0,26.0,13.5,0.0
2085,1.0,0.0,19.0,1.5,7.0
2242,0.0,1.0,2.0,0.5,5.0
3765,3.0,0.0,34.0,1.5,5.0
2316,0.0,0.0,3.0,3.5,8.0
3210,2.0,1.0,24.0,1.5,8.0
2281,0.0,1.0,3.0,5.5,2.0
3240,0.0,0.0,1.0,1.5,5.0
2563,1.0,0.0,13.0,2.5,7.0
3455,1.0,0.0,14.0,4.5,4.0
3133,3.0,0.0,31.0,4.5,2.0
2735,1.0,0.0,16.0,3.5,1.0
2164,1.0,1.0,15.0,5.5,5.0
3612,0.0,1.0,3.0,7.5,5.0
3551,1.0,0.0,18.0,5.5,8.0
2035,2.0,1.0,23.0,8.5,1.0
2712,0.0,0.0,4.0,14.5,6.0
3553,2.0,1.0,26.0,4.5,5.0
2439,0.0,2.0,6.0,2.5,4.0
2359,2.0,0.0,25.0,4.5,4.0
2101,1.0,2.0,19.0,3.5,4.0
2189,1.0,1.0,14.0,17.5,5.0
2865,2.0,1.0,24.0,13.5,2.0
3242,0.0,0.0,4.0,16.5,0.0
3169,1.0,0.0,14.0,6.5,2.0
2891,1.0,1.0,19.0,2.5,3.0
3303,1.0,0.0,14.0,3.5,0.0
3850,0.0,2.0,3.0,6.5,4.0
3820,2.0,0.0,24.0,4.5,2.0
3825,2.0,0.0,23.0,0.5,3.0
2621,2.0,0.0,24.0,5.5,4.0
3973,2.0,0.0,25.0,4.5,2.0
3026,2.0,0.0,22.0,4.5,0.0
3972,0.0,0.0,4.0,4.5,6.0
3441,3.0,0.0,34.0,0.5,6.0
3908,1.0,0.0,17.0,5.5,7.0
3288,0.0,1.0,5.0,4.5,3.0
3363,2.0,0.0,29.0,5.5,4.0
2859,3.0,0.0,33.0,2.5,4.0
2370,1.0,0.0,11.0,2.5,5.0
2307,1.0,0.0,15.0,5.5,5.0
2991,2.0,0.0,22.0,7.5,3.0
3220,2.0,0.0,27.0,3.5,1.0
3982,4.0,0.0,43.0,4.5,6.0
2547,1.0,0.0,12.0,1.5,10.0
2461,2.0,0.0,21.0,4.5,5.0
2397,3.0,0.0,38.0,1.5,8.0
2704,2.0,0.0,28.0,3.5,4.0
3203,1.0,2.0,15.0,0.5,4.0
3877,3.0,0.0,35.0,1.5,3.0
3378,1.0,1.0,16.0,3.5,0.0
2776,0.0,0.0,1.0,1.5,2.0
3420,1.0,0.0,13.0,0.5,8.0
3001,2.0,0.0,21.0,5.5,1.0
2323,0.0,0.0,3.0,7.5,8.0
3154,1.0,0.0,12.0,1.5,3.0
3187,2.0,0.0,23.0,0.5,5.0
2825,1.0,0.0,14.0,8.5,0.0
2452,2.0,0.0,22.0,3.5,0.0
2952,3.0,0.0,36.0,2.5,2.0
2265,1.0,0.0,14.0,5.5,1.0
2353,1.0,2.0,14.0,3.5,6.0
2322,1.0,0.0,14.0,1.5,0.0
2930,1.0,2.0,15.0,5.5,7.0
3752,0.0,0.0,1.0,11.5,7.0
3099,2.0,0.0,21.0,6.5,4.0
3247,1.0,0.0,14.0,5.5,1.0
3987,2.0,0.0,25.0,6.5,3.0
2393,1.0,1.0,12.0,7.5,5.0
2278,2.0,0.0,25.0,4.5,1.0
2830,2.0,0.0,28.0,11.5,4.0
3638,2.0,0.0,22.0,2.5,2.0
2313,1.0,0.0,13.0,1.5,2.0
2447,0.0,0.0,3.0,2.5,3.0
3606,3.0,0.0,34.0,4.5,4.0
