,u_x1,u_x2,u_x3,u_y
2000,-1.0301821,-0.02555573,0.034282815,0.82284844
2001,-2.1690526,-0.9763821,0.1293423,0.28932023
2002,-0.43601432,-3.4581532,-0.20091417,0.97888994
2003,-0.9460768,1.5324935,-0.16013734,0.095437884
2004,0.14134668,-1.4074503,0.17647691,0.16429043
2005,1.4454508,1.2005488,-0.116171874,0.57353115
2006,-0.2454789,0.78868663,0.20824619,0.9333787
2007,-1.1516185,1.5698766,0.055944014,0.5309937
2008,0.605959,0.15464267,0.0750739,0.591357
2009,0.5455085,-0.3109098,0.10539156,0.55033076
2010,1.3597211,0.23408231,0.02060567,0.18020058
2011,-1.0008879,1.1933315,0.08493367,0.4572314
2012,-1.7032447,0.91960394,-0.09569668,0.4778056
2013,0.5610965,-1.6256955,-0.011951695,0.65153515
2014,-0.1101882,-0.19091572,-0.06026898,0.99621975
2015,-0.08762,-0.49455437,-0.027712086,0.600829
2016,-1.8733871,-0.7322441,-0.15541327,0.7693206
2017,1.8166867,0.9291992,0.12959336,0.1330738
2018,-0.5134154,-2.025868,-0.029965496,0.5349885
2019,0.13992709,1.4778843,-0.016854355,0.05961275
2020,1.0734456,0.69178975,0.24257083,0.22985423
2021,0.37001178,0.8008032,-0.0629154,0.6785587
2022,-2.1830125,0.26661572,0.05331797,0.96854675
2023,0.45109817,-0.1069209,-0.18433599,0.6198534
2024,1.2810695,-0.24314651,0.07425175,0.3296287
2025,-0.21879995,0.78322256,0.032098528,0.25471747
2026,0.7591268,-0.08811465,-0.13255344,0.36230862
2027,0.29662305,1.5518459,0.081896864,0.9106319
2028,-0.9571643,-0.1689118,-0.008114411,0.29157627
2029,1.4606647,-0.77167094,-0.028806513,0.27673733
2030,0.87445027,-0.61457044,-0.12206192,0.86502707
2031,-1.2815486,0.79780036,-0.04790609,0.33016944
2032,-0.9006475,0.91007143,0.0540318,0.5084697
2033,-0.33258492,0.26660335,0.0647601,0.19419742
2034,-0.63497156,-0.9777499,-0.09331691,0.5451324
2035,0.28866243,-0.62805444,0.10777026,0.9721608
2036,0.5233951,0.9634787,-0.15706462,0.054040074
2037,-0.18737294,-1.0374738,0.031905036,0.5900712
2038,2.5063179,1.3867103,0.05668797,0.33298063
2039,-0.4066012,1.0036567,0.026647514,0.29534197
2040,-0.24787825,0.27995956,0.014968144,0.40856767
2041,-0.49783254,0.25768766,0.10412836,0.023876548
2042,-0.22640039,1.4022745,-0.049613874,0.38929808
2043,-1.1278714,1.2406309,-0.13449547,0.30810964
2044,-0.50581455,1.0848966,0.07605146,0.98993576
2045,0.3723874,-0.20259131,0.16063614,0.18692756
2046,0.57548934,-0.49683568,-0.030789396,0.34351325
2047,-0.8012106,0.22795483,-0.05103132,0.8284527
2048,0.12084142,-0.34845713,0.026261164,0.2420193
2049,0.3933197,-0.22337253,-0.015404346,0.7944453
2050,1.3669263,1.1949561,-0.02116619,0.9280001
2051,-0.5543355,-0.59381235,-0.012724251,0.53526044
2052,-0.5455111,-0.7499596,-0.006628579,0.33875287
2053,0.52613366,2.3760386,-0.01344905,0.99339724
2054,1.2366991,-0.12956151,0.130246,0.41557992
2055,-0.59197885,-0.9720107,0.11996525,0.24058998
2056,0.03212176,0.45362476,0.056390375,0.6268338
2057,-0.7177392,-0.82541484,0.13893671,0.9987805
2058,-0.5504952,-1.1595278,0.09639376,0.7971622
2059,-0.47014615,-0.46647254,0.073815376,0.18683529
2060,-0.6651407,1.385916,0.064813145,0.111252904
2061,1.2077141,0.44261497,-0.21301666,0.7155998
2062,-1.0819541,1.4844314,-0.055702668,0.8175237
2063,0.0069648726,0.9383114,-0.062170576,0.5106207
2064,-0.99262315,0.20983106,-0.033963695,0.7216352
2065,-0.7898374,-1.3132312,-0.020490138,0.9565681
2066,0.8322229,-0.41528732,-0.108304396,0.3290645
2067,-0.36206296,0.24734445,0.08146825,0.7424388
2068,-0.93711495,-2.6815002,0.090914145,0.31033492
2069,0.2392388,-0.3863363,0.033048,0.54467654
2070,-1.4276236,0.81869483,0.009365222,0.25128365
2071,1.1742221,-1.7970272,0.10537527,0.6044953
2072,0.4961913,0.41844878,-0.10972988,0.45091343
2073,-0.58779097,-1.6033379,0.12157104,0.33781898
2074,-1.4578522,1.2249044,0.10081174,0.6484293
2075,0.52212214,1.7339392,0.051553547,0.13913798
2076,-0.23665899,0.99767226,-0.051865544,0.35929465
2077,0.19563022,-3.1478639,0.07722491,0.064287424
2078,1.354273,0.6365426,0.21768396,0.59648824
2079,-0.90212375,0.35596532,-0.094346456,0.46823347
2080,-1.1014912,-0.12467604,0.10406764,0.5587076
2081,-1.0372553,0.21816814,-0.1043544,0.51881874
2082,-0.0588966,0.40102676,0.011602464,0.7492194
2083,-2.0630329,-0.44906545,0.14861882,0.2732345
2084,-0.3941859,1.6662421,-0.014778628,0.74872637
2085,-1.3782406,-0.52896917,-0.22726662,0.842854
2086,-0.07512048,0.20435777,-0.04373581,0.8990885
2087,-0.61340004,0.52081376,-0.23796915,0.2275517
2088,-0.12534219,0.7378543,-0.18621609,0.9484483
2089,1.5846152,0.60770625,0.03577506,0.46931815
2090,-0.68445235,-1.0305607,-0.1259193,0.22637653
2091,0.21989621,1.7449223,-0.034752794,0.49298108
2092,0.3333068,-0.79530096,0.09806102,0.14591289
2093,0.49749726,1.2200974,-0.08117484,0.3149507
2094,0.7964382,-0.24208727,0.0076077767,0.12232888
2095,1.1742251,0.235036,0.10737231,0.98756576
2096,2.1234872,-1.1850716,-0.0573616,0.66621447
2097,-1.848903,2.318232,-0.1663085,0.7077261
2098,1.3563415,0.9532544,0.091712765,0.4152732
2099,0.47978008,0.5967506,-0.1194,0.93459964
2100,-0.75164014,-0.526921,-0.13961686,0.0414809
2101,0.1376613,-0.21168205,-0.16218884,0.9515035
2102,-1.2692393,2.5570812,0.15975149,0.65467274
2103,-0.4158672,0.065313295,0.09042873,0.86960554
2104,0.2838645,-2.2004046,-0.094277225,0.9640262
2105,-1.533479,0.5448887,-0.19517975,0.8236922
2106,-0.47110453,-0.08641992,-0.000859211,0.58181036
2107,0.8995276,-0.15057124,0.015133003,0.41042328
2108,0.43990132,0.34660137,-0.011210314,0.1203928
2109,1.6791825,0.7094521,-0.11962449,0.08907831
2110,0.108755656,-1.0732746,0.022046318,0.31529415
2111,0.62287074,0.3576665,-0.11373633,0.7836275
2112,-0.41089603,0.009199173,0.1063556,0.53048396
2113,0.7843787,1.3110259,0.017083278,0.16054142
2114,0.34677908,1.7297904,-0.048380997,0.13478506
2115,-1.3508463,1.4531083,0.086716376,0.88595426
2116,0.02868531,-0.8669394,0.061045017,0.787889
2117,-0.3667523,-0.9694273,-0.038297486,0.07324481
2118,-0.43765336,-1.588846,0.15155804,0.24717367
2119,0.5736584,-0.16628991,-0.07993769,0.9018911
2120,-0.65431595,1.345381,0.075891115,0.8678378
2121,0.039549064,0.43444857,0.1096639,0.64699936
2122,-0.23500668,0.53111243,0.08866462,0.6538472
2123,0.22673841,0.35642764,-0.07167144,0.70074224
2124,0.19432464,-0.61429906,0.10606718,0.06308651
2125,-0.03822208,0.51689255,0.10770144,0.74130404
2126,1.2176032,0.0381693,0.050016016,0.32248247
2127,-1.9652431,1.1927847,-0.12323769,0.6315471
2128,-0.3513194,0.99136245,0.08336859,0.028478384
2129,0.7121191,-2.013385,-0.010166735,0.55363894
2130,-0.0647963,-1.5747566,0.23418467,0.7378298
2131,-0.5863635,-1.022,-0.055258155,0.84051013
2132,2.1280725,1.1199948,0.06296776,0.37320423
2133,-0.31477958,0.28710547,-0.08575728,0.62535715
2134,-0.8242404,0.70306563,-0.055661883,0.009250164
2135,-1.7422653,-0.74392223,0.058184724,0.062874675
2136,0.5464755,-0.28052846,0.014408526,0.43592286
2137,0.33907846,-1.2020642,0.14643554,0.12351215
2138,0.8120486,-0.65944403,-0.14532213,0.9809686
2139,0.6093704,-0.9253381,0.07329102,0.9046713
2140,-0.13368154,-0.94021696,0.103128545,0.86102843
2141,2.007309,-2.24822,0.048699133,0.2651137
2142,1.0152092,0.8903956,-0.170889,0.46832693
2143,-1.0042336,-1.626849,0.090413,0.9627613
2144,0.774436,1.3550488,0.07062271,0.91983056
2145,-0.95396316,1.7746015,0.1925623,0.042760015
2146,-1.1536366,-1.2441736,-0.057138592,0.18916821
2147,-0.3147934,-1.1555274,-0.13281891,0.20309615
2148,-2.291648,0.8839755,-0.025830228,0.8610004
2149,-0.77970284,0.15267791,0.12185364,0.38001633
2150,-0.25606674,-1.1299505,0.27237445,0.674037
2151,-0.4379079,0.05819962,-0.13065776,0.6845039
2152,-0.43627167,0.25754648,-0.068475716,0.5871829
2153,-1.898934,-1.4352545,-0.05092713,0.3957175
2154,-0.30178246,-0.5356161,0.050650425,0.41098607
2155,-1.1308111,-1.0286818,0.024765596,0.5555202
2156,-0.11402631,-0.20524652,-0.043383736,0.9484769
2157,-0.36225823,-0.92110443,0.036082864,0.021117926
2158,0.15882935,-0.3666142,0.08952952,0.30818343
2159,-0.574118,2.0418684,0.22032237,0.57037914
2160,0.17545241,1.1663665,0.11232906,0.7092496
2161,1.2328174,0.7907278,0.07086103,0.17675042
2162,1.6485863,-0.018881869,-0.15542667,0.8192842
2163,1.793653,1.4810334,-0.0013472035,0.9165106
2164,-1.1281159,-2.1763177,0.043793935,0.11786425
2165,0.42937037,2.9010794,0.09998053,0.3727131
2166,-1.3736844,1.3010802,0.044944867,0.04462111
2167,-0.10336154,0.49544623,-0.0024341275,0.5989132
2168,-0.695482,-0.26381913,0.10254373,0.3489282
2169,0.68442875,-1.3509444,-0.15870832,0.23603833
2170,-0.25428802,-0.52848434,0.03666809,0.76058364
2171,2.0766063,-0.42413148,-0.13738479,0.37293935
2172,-0.5567263,2.0300643,0.14451036,0.10095835
2173,0.66744465,-1.1175456,0.01593435,0.31954587
2174,1.3439347,-0.31583005,0.048019078,0.7695402
2175,0.9325718,0.90643436,0.091796435,0.68024766
2176,-0.785675,-1.3925989,0.011256847,0.9007554
2177,-0.24944483,-2.0390377,-0.05307747,0.06707811
2178,-0.06342462,0.3420474,-0.09975645,0.6485188
2179,1.9347273,-0.44138852,-0.019864578,0.07116902
2180,-1.7930377,-1.2657471,-0.084391184,0.7260244
2181,0.8668739,-1.5169647,-0.12588122,0.22826934
2182,0.8847726,0.1895716,0.24569483,0.54173946
2183,0.87848496,-0.15754355,-0.017264638,0.5203781
2184,-2.546864,-1.3937242,-0.21450797,0.5926323
2185,-0.6234304,1.3106978,-0.14818674,0.46214688
2186,-1.5223883,-0.96111226,0.076711945,0.2812916
2187,-0.8566745,-1.2577128,0.002437789,0.13824499
2188,-0.14688067,-1.1018239,0.029489268,0.6146029
2189,0.7775076,-0.21058483,0.08869137,0.085258365
2190,0.64466214,-0.8806783,-0.06324725,0.056360483
2191,0.29689533,-1.191633,-0.09221243,0.49726546
2192,0.22663479,0.6046476,-0.13671489,0.7337587
2193,1.0587308,-0.3602631,0.028328404,0.6980839
2194,-0.7190616,0.84150994,0.017981343,0.50219786
2195,-0.3295856,-0.34701946,0.019591322,0.72216976
2196,-0.8087921,-0.24472757,0.1310281,0.4597087
2197,-0.6774239,-0.75260407,-0.02934341,0.09791684
2198,-0.9199377,-0.19364458,0.16119519,0.58021176
2199,-0.08564342,0.80189234,0.2010566,0.7641134
2200,-0.7191305,-0.07558466,-0.081072986,0.7318523
2201,0.10054361,-0.31406125,0.039746005,0.4525838
2202,-0.556668,0.53117055,0.05787952,0.1615212
2203,-0.5564266,-0.55327404,-0.031778656,0.4074837
2204,-0.657438,-0.438098,0.22298776,0.6692774
2205,0.5710023,-0.74660015,0.005314244,0.2887181
2206,-0.39375573,-0.8738791,0.07890811,0.36044466
2207,-0.9506742,-0.29834697,0.025693897,0.5729003
2208,-0.8892295,0.8834271,-0.024204142,0.30236983
2209,0.19185233,2.2250068,-0.07138944,0.95177853
2210,0.8385376,1.2449428,-0.092255406,0.15968585
2211,-0.32828733,-0.37310603,0.09436247,0.7456744
2212,-1.5305601,1.0952853,-0.03899194,0.74373174
2213,0.48113865,-0.18053001,0.009256042,0.27952957
2214,-0.9124645,-0.9869685,0.12088307,0.5050709
2215,1.1031506,-0.8663308,-0.102217995,0.22764361
2216,-0.10691309,-0.3467094,-0.07768595,0.41013718
2217,-0.43372968,-1.4317471,0.079425424,0.012856483
2218,-1.4484371,0.19233231,-0.11420889,0.60865843
2219,0.98217463,0.53404796,0.03457527,0.13492143
2220,-1.0521871,0.8766581,0.025868742,0.57807577
2221,0.62850887,-0.21865642,-0.04492059,0.8832089
2222,-0.6639083,-0.41190967,0.0478802,0.95118046
2223,1.664771,-0.40750363,-0.17248671,0.7746444
2224,-0.47498575,0.089351356,-0.0060339444,0.61927533
2225,1.6336002,-0.48732528,-0.012236177,0.9230375
2226,-0.46357605,-0.88104254,0.05954736,0.6204417
2227,0.091046244,0.98310447,0.034396414,0.42283046
2228,1.4339069,-0.21623135,-0.063939996,0.20426464
2229,-1.0086348,0.48278785,0.024386233,0.7558272
2230,-0.31098697,1.7023729,-0.074202925,0.22004724
2231,0.5963141,0.29579097,-0.124904536,0.4000703
2232,-0.3575415,-0.3395192,-0.080745004,0.20024073
2233,0.8427769,0.6887736,0.10280386,0.9051018
2234,-0.21419984,1.6564856,-0.036725797,0.5405128
2235,-0.9101358,0.30892164,-0.055330295,0.51510906
2236,-0.71828985,-0.633467,0.105323374,0.1336813
2237,1.4139212,0.7133584,0.085362874,0.42894757
2238,0.25900257,0.31322777,0.093598336,0.1919074
2239,-1.434234,-0.020490393,-0.21427445,0.48306906
2240,-1.6923583,-0.0754615,0.096027486,0.3412665
2241,-1.2704874,0.7196242,-0.05428607,0.5304854
2242,-0.09114421,0.33227497,-0.09135844,0.14997184
2243,-1.4087266,0.9534694,-0.06028794,0.5971451
2244,-0.68169785,0.11876355,-0.030402023,0.42336273
2245,-0.96306354,1.0375837,-0.027822986,0.31865478
2246,0.13436791,-0.14220223,0.017334536,0.72556126
2247,0.78854966,0.48884892,-0.012525608,0.20669079
2248,0.38044986,1.0194813,-0.084135786,0.31319416
2249,0.6602678,2.020737,-0.04749871,0.38229883
2250,0.5289034,-0.66609794,0.0731992,0.46161914
2251,0.5125822,0.03458804,0.015159237,0.9638369
2252,0.6128925,-1.7454066,0.12365885,0.83080935
2253,-0.73523414,0.6362422,0.13327621,0.34964192
2254,-0.5037818,-0.2724271,-0.011685242,0.5524025
2255,-0.27093083,0.08093079,-0.12703554,0.28700817
2256,-0.83119816,0.49688217,0.055490818,0.60308504
2257,-1.2161739,0.9335509,-0.19042479,0.5994648
2258,0.5888466,-0.18781663,0.14205779,0.90985405
2259,0.03252118,0.8307084,-0.13781922,0.32963145
2260,1.4875158,0.52086884,0.033466853,0.46557295
2261,-0.4201645,0.14477037,0.043335363,0.40848923
2262,0.8535323,1.6203389,-0.036594223,0.7846712
2263,0.11147816,-1.1332688,0.045116268,0.014378667
2264,-0.08935001,-0.14684744,0.1596811,0.01419878
2265,-0.8500674,0.26219314,0.096855894,0.93792355
2266,-1.6237481,-0.16735466,-0.04326614,0.59636116
2267,-1.4366846,-0.04312997,0.049706373,0.00082969666
2268,0.24792865,-0.73288924,0.039615553,0.6573291
2269,-0.6569996,-0.7977657,-0.053601105,0.2926736
2270,1.2650714,1.24743,0.009103215,0.13825488
2271,-0.123243324,0.50591797,0.13391441,0.23590147
2272,-0.5243228,-0.053243134,-0.16172424,0.7512914
2273,-0.40739974,-0.3080616,0.029403606,0.88214207
2274,0.5551905,-0.106306046,-0.14562999,0.23036778
2275,0.14400494,0.33469284,0.31378773,0.4806528
2276,0.5319432,-1.6443868,-0.07172939,0.9615303
2277,0.37057018,0.35390186,0.051337123,0.69477606
2278,-0.48443687,-0.56929356,0.043783214,0.23044491
2279,-0.65865314,-0.29427743,0.108105734,0.8221363
2280,-0.2766964,-2.4898744,-0.10643162,0.58750033
2281,0.5079931,-0.008232326,-0.038585242,0.7763077
2282,0.41998255,0.7136671,-0.09102547,0.46936166
2283,0.7891333,-1.1234852,0.16991353,0.6952828
2284,-1.1811879,0.43800935,0.09425004,0.899963
2285,0.4031368,-0.29059863,-0.031137494,0.27570617
2286,-1.506892,-1.1512033,-0.13754874,0.3026755
2287,0.05754622,-0.7545502,0.19712606,0.54960334
2288,0.8053904,0.62204856,-0.05751204,0.8414376
2289,-0.26552212,-1.2023405,0.10842693,0.7973074
2290,-0.9198159,-1.1234881,0.076794624,0.56769776
2291,0.81117594,-0.17220446,-0.037329666,0.70342636
2292,-0.2527035,1.3758495,0.11465018,0.4173981
2293,0.7453134,-1.3142701,0.09854793,0.20066845
2294,-0.31455007,0.42378214,0.15464206,0.98629224
2295,-0.4805354,0.5047002,0.11485869,0.3058573
2296,1.4311241,-0.6381552,0.026561547,0.43467665
2297,1.0570652,1.0883939,-0.035172276,0.03945291
2298,-0.8610434,-0.35846698,0.1738645,0.6783992
2299,0.7559056,-0.0477873,0.1060526,0.36765695
2300,-1.8094414,-1.8940468,-0.032205466,0.5030587
2301,-1.6380663,-1.133387,0.16855209,0.8752357
2302,-0.05582094,0.322108,0.12606664,0.676137
2303,-1.4209677,-0.07971445,0.056808967,0.6184213
2304,-0.55234486,1.4559802,0.043090537,0.75175977
2305,-1.3040951,0.29034916,-0.12990622,0.73093534
2306,0.9660657,-1.0593514,0.09508195,0.29300725
2307,-0.19080342,0.39633524,-0.05072101,0.68153167
2308,0.6644059,-0.11444106,0.029301375,0.56428194
2309,2.1512961,0.97856915,0.100033544,0.22995603
2310,0.008652622,-1.557942,0.0663732,0.62570083
