,senior-level_skill
2096,0.0
2756,0.0
3968,0.0
2665,0.0
2423,0.0
2729,0.0
2162,0.0
2306,0.0
3139,0.0
3613,0.0
2663,0.0
3564,0.0
2931,0.0
3004,0.0
3480,0.0
3493,0.0
2880,0.0
3102,0.0
3453,0.0
3239,0.0
3691,0.0
2580,0.0
3203,0.0
3868,0.0
2350,0.0
3259,0.0
2941,0.0
2214,0.0
3765,0.0
2315,0.0
3236,0.0
3529,0.0
3517,0.0
3958,0.0
2922,0.0
2185,0.0
3077,0.0
3450,0.0
3648,0.0
2533,0.0
2260,0.0
3518,0.0
2747,0.0
3993,0.0
2979,0.0
2159,0.0
3154,0.0
3392,0.0
2193,0.0
3181,0.0
2867,0.0
3646,0.0
3915,0.0
3422,0.0
2840,0.0
3921,0.0
3662,0.0
2872,0.0
2845,0.0
3900,0.0
2858,0.0
2703,0.0
3120,0.0
2830,0.0
3364,0.0
3126,1.0
3108,0.0
3366,0.0
3799,0.0
3935,0.0
2923,0.0
3788,0.0
2440,0.0
3308,0.0
2694,0.0
3667,0.0
2179,0.0
2074,0.0
2075,0.0
3625,0.0
2711,0.0
2327,0.0
3292,0.0
3985,0.0
2307,0.0
2362,0.0
2324,0.0
2019,0.0
3047,0.0
2494,0.0
3389,0.0
2156,0.0
3312,0.0
3462,0.0
2776,0.0
2442,0.0
3649,0.0
2465,0.0
3560,0.0
3948,0.0
2285,0.0
3005,0.0
2977,0.0
3704,0.0
3064,0.0
3751,0.0
2443,0.0
3109,0.0
3511,0.0
2631,0.0
2735,0.0
2838,0.0
2255,0.0
3492,0.0
2282,0.0
3237,0.0
3423,0.0
2406,0.0
3850,0.0
2532,0.0
2310,0.0
3763,1.0
2528,0.0
2915,0.0
3072,0.0
2304,0.0
2271,0.0
2433,0.0
3979,0.0
3370,0.0
2100,0.0
3310,0.0
3687,0.0
2015,0.0
2382,0.0
3703,0.0
2592,0.0
3009,0.0
3702,0.0
3897,0.0
3491,0.0
2511,0.0
3362,0.0
2833,0.0
3584,0.0
3264,0.0
3198,0.0
3104,0.0
2970,0.0
3843,0.0
3680,0.0
3701,0.0
3175,0.0
2289,0.0
3640,0.0
3795,0.0
3291,0.0
3792,0.0
2799,0.0
2936,0.0
2725,0.0
3905,0.0
2929,0.0
2286,0.0
3060,0.0
2947,0.0
3939,0.0
3410,0.0
2535,0.0
3743,0.0
2390,0.0
2921,0.0
3916,0.0
3404,0.0
2571,1.0
3996,0.0
3093,0.0
3759,0.0
2728,0.0
3182,0.0
3818,0.0
2819,0.0
3056,0.0
3226,0.0
3852,0.0
2555,0.0
3933,0.0
2489,0.0
2167,1.0
2568,0.0
2900,0.0
2457,0.0
2925,0.0
2657,0.0
3896,0.0
2625,0.0
3148,0.0
3115,0.0
2078,0.0
3090,0.0
