,years_experience,degree,nr_commits,nr_languages,nr_stars
2096,1.0,1.0,6.0,0.5,3.0
2756,2.0,0.0,5.0,6.5,1.0
3968,1.0,0.0,3.0,12.5,1.0
2665,1.0,1.0,9.0,13.5,4.0
2423,1.0,0.0,4.0,3.5,4.0
2729,1.0,0.0,5.0,4.5,1.0
2162,1.0,1.0,10.0,1.5,6.0
2306,1.0,1.0,3.0,8.5,0.0
3139,1.0,0.0,4.0,2.5,0.0
3613,1.0,1.0,8.0,11.5,1.0
2663,2.0,0.0,7.0,1.5,5.0
3564,1.0,1.0,5.0,2.5,1.0
2931,0.0,0.0,3.0,4.5,0.0
3004,0.0,0.0,5.0,12.5,1.0
3480,1.0,0.0,7.0,3.5,0.0
3493,3.0,0.0,7.0,4.5,6.0
2880,0.0,1.0,2.0,3.5,1.0
3102,2.0,0.0,7.0,3.5,5.0
3453,3.0,0.0,4.0,4.5,3.0
3239,2.0,0.0,13.0,5.5,2.0
3691,0.0,1.0,5.0,4.5,0.0
2580,1.0,3.0,7.0,2.5,5.0
3203,1.0,0.0,6.0,4.5,1.0
3868,0.0,0.0,4.0,12.5,3.0
2350,2.0,0.0,8.0,2.5,7.0
3259,1.0,1.0,5.0,7.5,4.0
2941,2.0,0.0,6.0,2.5,3.0
2214,1.0,2.0,3.0,7.5,5.0
3765,0.0,1.0,2.0,6.5,6.0
2315,2.0,0.0,6.0,3.5,4.0
3236,0.0,1.0,6.0,1.5,4.0
3529,1.0,0.0,5.0,0.5,9.0
3517,0.0,1.0,4.0,5.5,5.0
3958,1.0,2.0,7.0,4.5,0.0
2922,0.0,1.0,5.0,0.5,2.0
2185,2.0,1.0,6.0,7.5,0.0
3077,3.0,0.0,5.0,0.5,5.0
3450,1.0,1.0,7.0,0.5,1.0
3648,2.0,0.0,4.0,0.5,1.0
2533,3.0,0.0,6.0,6.5,4.0
2260,2.0,0.0,3.0,0.5,3.0
3518,1.0,2.0,6.0,0.5,1.0
2747,3.0,0.0,5.0,6.5,8.0
3993,1.0,0.0,5.0,1.5,3.0
2979,1.0,0.0,5.0,12.5,5.0
2159,1.0,0.0,6.0,7.5,7.0
3154,4.0,0.0,7.0,5.5,3.0
3392,0.0,1.0,5.0,1.5,3.0
2193,0.0,0.0,5.0,3.5,5.0
3181,1.0,2.0,6.0,7.5,6.0
2867,1.0,2.0,3.0,8.5,4.0
3646,1.0,1.0,5.0,2.5,3.0
