,senior-level_skill
3212,0.0
2825,0.0
3409,0.0
3389,0.0
3133,0.0
2346,0.0
3691,0.0
2996,0.0
2087,0.0
2739,0.0
2800,0.0
3848,0.0
2399,0.0
3360,0.0
2248,0.0
2372,0.0
2845,0.0
2364,0.0
3116,0.0
3995,0.0
2945,0.0
3186,0.0
2823,0.0
3309,0.0
3631,0.0
3137,0.0
2521,0.0
2610,0.0
3492,0.0
3260,0.0
3625,0.0
2670,0.0
3575,0.0
2135,0.0
2345,0.0
3672,0.0
2892,0.0
2250,0.0
2533,0.0
2217,0.0
3227,0.0
3364,0.0
3776,0.0
3573,0.0
2721,0.0
2656,0.0
2637,0.0
2911,0.0
2574,0.0
2824,0.0
3439,0.0
2118,0.0
3983,0.0
3482,0.0
3916,0.0
2388,0.0
2009,0.0
3567,0.0
2498,0.0
2394,0.0
3762,0.0
2822,0.0
2341,0.0
3801,0.0
2359,0.0
3838,0.0
3495,0.0
2685,0.0
3301,0.0
3400,0.0
3639,0.0
2764,0.0
2101,0.0
3718,0.0
3603,0.0
3555,0.0
2302,0.0
3418,0.0
3021,0.0
2598,0.0
2628,0.0
2558,0.0
3293,0.0
2561,0.0
3724,0.0
2753,0.0
3647,0.0
2412,0.0
2879,0.0
3443,0.0
2161,0.0
3991,0.0
3764,0.0
2515,0.0
3066,0.0
2489,0.0
3850,0.0
3472,0.0
2707,0.0
2265,0.0
2927,0.0
3245,0.0
2182,0.0
2522,0.0
2243,0.0
2573,0.0
2840,0.0
3452,0.0
2808,0.0
3435,0.0
2987,0.0
3346,0.0
2847,0.0
3350,0.0
2271,0.0
2778,0.0
3319,0.0
3148,0.0
3446,0.0
3415,0.0
2169,0.0
3226,0.0
3468,0.0
2021,0.0
3660,0.0
3957,0.0
3268,0.0
2395,0.0
3808,0.0
3157,0.0
2400,0.0
2807,0.0
3934,0.0
2869,0.0
2003,0.0
2239,0.0
3830,0.0
3709,0.0
3797,0.0
2953,0.0
3230,0.0
2485,0.0
2173,0.0
2765,0.0
2971,0.0
2540,0.0
2543,0.0
3737,0.0
2076,0.0
3019,0.0
2864,0.0
2659,0.0
3325,0.0
2616,0.0
3999,0.0
2436,0.0
2210,0.0
3548,0.0
2098,0.0
2979,0.0
2303,0.0
3231,0.0
2796,0.0
2409,0.0
2805,0.0
3826,0.0
2948,0.0
3464,0.0
3131,0.0
3734,0.0
3405,0.0
2671,0.0
2639,0.0
3653,0.0
3065,0.0
3772,0.0
2618,0.0
2393,0.0
2157,0.0
3799,0.0
3384,0.0
2153,0.0
2057,0.0
2268,0.0
2166,0.0
3677,0.0
3283,0.0
2961,0.0
3202,0.0
3973,0.0
3357,0.0
2335,0.0
3026,0.0
2833,0.0
2774,0.0
2642,0.0
2524,0.0
2734,0.0
3778,0.0
3349,0.0
