,y
2383,0.0
3442,1.0
3087,1.0
2930,1.0
2615,1.0
2599,1.0
2234,0.0
2724,1.0
2355,1.0
2413,0.0
2846,1.0
2519,1.0
3469,1.0
3866,0.0
2687,1.0
2909,1.0
2546,0.0
3937,1.0
2432,1.0
3300,1.0
2373,0.0
2099,1.0
2880,1.0
3422,1.0
3752,1.0
2691,1.0
3328,1.0
2774,1.0
3267,1.0
2744,1.0
3889,1.0
2384,0.0
3379,1.0
2138,1.0
2528,1.0
3913,1.0
3188,1.0
3557,1.0
3254,1.0
2369,1.0
3781,1.0
2623,1.0
3541,0.0
3121,1.0
3323,1.0
2325,1.0
2758,1.0
2740,1.0
2354,1.0
2817,1.0
2232,1.0
3611,1.0
3616,1.0
2076,1.0
3806,1.0
3576,1.0
3050,1.0
2885,1.0
2466,1.0
2415,1.0
3732,1.0
3565,1.0
3105,1.0
2597,1.0
3377,1.0
2558,1.0
2111,1.0
3722,1.0
3189,1.0
3459,1.0
3002,1.0
3717,0.0
2351,1.0
3196,1.0
3628,1.0
3645,1.0
3000,0.0
2312,1.0
2272,1.0
2420,0.0
2915,1.0
3170,0.0
3594,0.0
3026,1.0
3615,1.0
2608,1.0
2023,0.0
2838,1.0
3163,1.0
2212,1.0
3646,1.0
2370,1.0
2982,1.0
2565,0.0
3314,1.0
3841,1.0
2085,1.0
2985,1.0
2592,1.0
3064,1.0
2401,1.0
2043,1.0
2926,1.0
2386,1.0
3593,1.0
3412,0.0
3769,1.0
3506,1.0
2450,1.0
3480,1.0
3061,0.0
2722,1.0
3500,1.0
3677,1.0
2814,1.0
2131,1.0
3575,1.0
2360,1.0
3927,1.0
2762,1.0
2964,1.0
3608,1.0
2066,1.0
2726,0.0
2813,1.0
3855,1.0
2806,0.0
3039,0.0
2790,1.0
3569,1.0
2088,0.0
2729,1.0
3865,1.0
3540,0.0
2400,1.0
3052,1.0
3281,1.0
3585,1.0
2350,0.0
3359,1.0
2479,1.0
3686,0.0
3994,0.0
2218,1.0
3385,1.0
3869,0.0
3445,1.0
3111,1.0
3518,0.0
2947,1.0
2791,0.0
3311,1.0
3595,0.0
2490,0.0
2882,1.0
2328,0.0
3911,1.0
2548,1.0
3891,0.0
3301,1.0
3973,0.0
3886,1.0
3946,0.0
2079,0.0
2029,0.0
3704,1.0
3789,0.0
3489,1.0
2270,1.0
3390,1.0
2062,0.0
3713,0.0
3630,1.0
2428,1.0
2104,0.0
3867,1.0
3591,0.0
2787,1.0
3265,1.0
2907,1.0
2280,1.0
3509,1.0
3355,1.0
3036,1.0
2697,1.0
3494,0.0
2750,1.0
2267,1.0
3260,1.0
2215,1.0
3473,1.0
3948,1.0
3682,1.0
3921,1.0
2649,0.0
3215,0.0
2876,1.0
3779,1.0
2061,0.0
3880,1.0
