r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.859,0.0016666666666666668,0.30574250000000003,0.0,0.0,0.0,0.0,,0.24162160499425547,0.002886751345948129,0.346954872231606
individualized,acceptance,0.75,0.75,1.0,1.0,,0.5976666666666667,0.0,0.09949599999999999,0.0,0.0,0.0,0.0,,0.16128959462201317,0.0,0.004289467449462691
individualized,acceptance,0.85,0.85,1.0,1.0,,0.715,0.0016666666666666668,0.18872733333333336,0.0,0.0,0.0,0.0,,0.13663454907160194,0.002886751345948129,0.1436425462531327
individualized,acceptance,0.9,0.9,1.0,1.0,,0.7073333333333333,0.0,0.1124621666666667,0.0,0.0,0.0,0.0,,0.24227532547358863,0.0,0.02105530053414899
individualized,acceptance,0.9,0.9,1.0,1.0,,0.779,0.0033333333333333335,0.1323905,0.0,0.0,0.0,0.0,,0.17445056606385664,0.002886751345948129,0.03953206417896737
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.771,0.0016666666666666668,0.1547571666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.19486148926865984,0.002886751345948129,0.08833082644430161
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.8490000000000001,0.0,0.179109,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.14167215675636471,0.0,0.0688543034893245
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.8476666666666667,0.0016666666666666668,9.4875,0.0,0.0,0.0,0.0,,0.2569286541694666,0.002886751345948129,0.01767766952966394
subpopulation,acceptance,0.75,0.75,1.0,1.0,,0.6119999999999999,0.0,0.10107974999999997,0.0,0.0,0.0,0.0,,0.22768838354206827,0.0,0.0024490643366395838
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.6465,0.0,0.23321224999999998,0.0,0.0,0.0,0.0,,0.1859690834520621,0.0,0.18867553465705345
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.6885,0.0,0.11930950000000001,0.0,0.0,0.0,0.0,,0.3316330803764908,0.0,0.0271154237381605
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.7789999999999999,0.0016666666666666668,0.13362566666666667,0.0,0.0,0.0,0.0,,0.17047287174210446,0.002886751345948129,0.0399019242340935
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.7733333333333334,0.0,0.15866383333333337,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.196301638641488,0.0,0.1026482093783585
subpopulation,acceptance,0.95,0.95,1.0,1.0,,0.7830000000000001,0.0,0.15987074999999995,0.0,0.0,0.0,0.0,,0.13576450198781717,0.0,0.08828334229131217
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.843,0.0,9.75,0.0,0.0,0.0,0.0,,0.26240998456613657,0.0,0.04330127018922255
individualized,counterfactual,0.75,0.75,1.0,1.0,,0.6086666666666667,0.0,0.09868066666666665,0.0,0.0,0.0,0.0,,0.1589507261176662,0.0,0.0021073622335359117
individualized,counterfactual,0.85,0.85,1.0,1.0,,0.7163333333333334,0.0,0.19158416666666667,0.0,0.0,0.0,0.0,,0.16589253549612568,0.0,0.15717531563538636
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.7116666666666666,0.0,0.1073916666666667,0.0,0.0,0.0,0.0,,0.24435697930145833,0.0,0.022192590578464105
individualized,counterfactual,0.9,0.9,1.0,1.0,,0.7816666666666666,0.0016666666666666668,0.13661383333333332,0.0,0.0,0.0,0.0,,0.17232914243775876,0.002886751345948129,0.03789740827989872
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.77,0.0016666666666666668,0.1708726666666666,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.1949640992593251,0.002886751345948129,0.1179245944251381
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.8376666666666667,0.0016666666666666668,0.1841193333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.13407584917998228,0.002886751345948129,0.07267457458481141
individualized,improvement,0.75,0.75,1.0,0.9283333333333333,0.9283333333333333,0.9263333333333333,0.9283333333333333,0.303476,0.0,0.0,0.0,0.0028867513459481316,0.0028867513459481316,0.0032145502536643214,0.0028867513459481316,0.3464191820147234
individualized,improvement,0.75,0.75,1.0,0.9133333333333334,0.9066666666666666,0.91,0.9066666666666666,9.758333333333333,0.0,0.0,0.0,0.048562674281111544,0.04163331998932265,0.044440972086577935,0.04163331998932265,0.28759056544562384
individualized,improvement,0.85,0.85,1.0,0.9566666666666667,0.9566666666666667,0.9566666666666667,0.9566666666666667,9.341666666666667,0.0,0.0,0.0,0.005773502691896262,0.005773502691896262,0.005773502691896262,0.005773502691896262,0.26731691553909087
individualized,improvement,0.9,0.9,1.0,0.9766666666666666,0.9766666666666666,0.9766666666666666,0.9766666666666666,10.608333333333334,0.0,0.0,0.0,0.016072751268321608,0.016072751268321608,0.016072751268321504,0.016072751268321608,0.3986957904635228
individualized,improvement,0.9,0.9,1.0,0.9683333333333333,0.9683333333333333,0.9683333333333334,0.9683333333333333,10.549999999999999,0.0,0.0,0.0,0.010408329997330672,0.010408329997330672,0.010408329997330717,0.010408329997330672,0.2598076211353312
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.9783333333333334,0.9766666666666666,0.9776666666666666,0.9766666666666666,11.458333333333334,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.00763762615825974,0.00763762615825974,0.007505553499465142,0.00763762615825974,0.15275252316519491
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,0.985,0.985,0.985,0.985,11.35,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.008660254037844395,0.008660254037844395,0.008660254037844267,0.008660254037844395,0.18874586088176873
subpopulation,improvement,0.75,0.75,1.0,0.9316666666666666,,0.9296666666666668,0.9316666666666666,0.29591783333333327,0.0,0.0,0.0,0.03403429642777019,,0.03550117368951807,0.03403429642777019,0.3291951376255933
subpopulation,improvement,0.75,0.75,1.0,0.9266666666666667,,0.9249999999999999,0.9216666666666667,9.483333333333334,0.0,0.0,0.0,0.022546248764114433,,0.019999999999999962,0.02020725942163687,0.3826987501068348
subpopulation,improvement,0.85,0.85,1.0,0.9416666666666668,,0.9419999999999998,0.9416666666666668,9.725,0.0,0.0,0.0,0.018929694486000865,,0.018357559750685735,0.018929694486000865,0.3031088913245527
subpopulation,improvement,0.9,0.9,1.0,0.9733333333333333,,0.9729999999999999,0.9716666666666667,10.633333333333333,0.0,0.0,0.0,0.010408329997330672,,0.011135528725660114,0.012583057392117928,0.465250828406929
