,years_experience,degree,nr_commits,nr_languages,nr_stars
2158,0.0,0.0,3.0,5.0,8.0
2031,3.0,0.0,33.0,3.0,2.0
2580,0.0,2.0,5.0,1.0,5.0
3915,1.0,1.0,14.0,5.0,1.0
2535,3.0,0.0,35.0,4.0,16.0
2934,1.0,0.0,13.0,2.0,9.0
2801,3.0,0.0,38.0,1.0,1.0
2433,3.0,0.0,34.0,3.0,3.0
3052,1.0,0.0,14.0,2.0,7.0
2075,1.0,2.0,14.0,1.0,6.0
2278,1.0,0.0,12.0,3.0,5.0
2460,2.0,0.0,27.0,1.0,1.0
3657,1.0,0.0,14.0,2.0,4.0
2665,1.0,0.0,13.0,7.0,7.0
3101,1.0,1.0,12.0,2.0,8.0
2656,2.0,1.0,23.0,6.0,4.0
3153,1.0,0.0,14.0,4.0,2.0
2870,2.0,0.0,23.0,1.0,6.0
3125,3.0,0.0,36.0,3.0,6.0
3688,1.0,2.0,13.0,3.0,3.0
3133,1.0,0.0,15.0,0.0,3.0
2422,1.0,0.0,17.0,7.0,2.0
2568,3.0,0.0,32.0,1.0,9.0
2044,1.0,0.0,15.0,2.0,8.0
2077,2.0,0.0,21.0,0.0,4.0
2087,0.0,0.0,0.0,7.0,4.0
2140,3.0,0.0,38.0,0.0,11.0
3102,2.0,0.0,23.0,1.0,2.0
3155,1.0,2.0,14.0,0.0,5.0
3618,2.0,0.0,26.0,3.0,6.0
3526,2.0,0.0,23.0,0.0,3.0
3434,1.0,0.0,14.0,6.0,3.0
2401,1.0,0.0,17.0,11.0,10.0
3340,0.0,0.0,5.0,5.0,4.0
3182,1.0,0.0,15.0,1.0,0.0
3010,0.0,0.0,1.0,6.0,4.0
2869,1.0,0.0,14.0,4.0,3.0
2855,0.0,0.0,6.0,1.0,5.0
3055,2.0,0.0,21.0,2.0,9.0
3285,1.0,0.0,12.0,7.0,5.0
2488,1.0,1.0,12.0,21.0,6.0
3258,1.0,2.0,12.0,2.0,3.0
3060,0.0,0.0,4.0,0.0,9.0
3347,2.0,0.0,20.0,0.0,8.0
3197,1.0,1.0,19.0,3.0,1.0
3935,3.0,0.0,31.0,0.0,8.0
2384,3.0,0.0,31.0,2.0,7.0
3126,3.0,0.0,35.0,3.0,1.0
3732,0.0,1.0,3.0,1.0,6.0
2553,2.0,1.0,26.0,2.0,4.0
3883,0.0,2.0,4.0,0.0,5.0
2070,3.0,0.0,35.0,3.0,9.0
2936,2.0,0.0,21.0,7.0,6.0
3524,0.0,0.0,3.0,4.0,4.0
2216,1.0,0.0,14.0,0.0,4.0
2569,2.0,1.0,23.0,4.0,5.0
2069,1.0,0.0,12.0,6.0,3.0
3812,0.0,2.0,4.0,6.0,5.0
3877,3.0,0.0,32.0,9.0,3.0
3991,2.0,0.0,22.0,7.0,3.0
3501,2.0,0.0,22.0,2.0,9.0
3157,0.0,2.0,6.0,7.0,6.0
3338,1.0,0.0,13.0,6.0,2.0
3504,2.0,1.0,23.0,6.0,3.0
2524,1.0,0.0,11.0,4.0,6.0
2112,3.0,0.0,32.0,2.0,8.0
3580,3.0,1.0,33.0,5.0,3.0
3955,2.0,1.0,22.0,0.0,5.0
2045,2.0,1.0,25.0,0.0,3.0
2852,3.0,0.0,35.0,0.0,9.0
2952,2.0,0.0,23.0,1.0,6.0
