,years_experience,degree,nr_commits,nr_languages,nr_stars
2188,4.0,0.0,42.0,10.5,2.0
3027,2.0,0.0,24.0,4.5,3.0
3191,1.0,0.0,14.0,2.5,3.0
3631,3.0,0.0,38.0,4.5,12.0
3633,2.0,0.0,24.0,4.5,3.0
2350,2.0,0.0,21.0,4.5,1.0
3192,0.0,0.0,3.0,4.5,3.0
3187,2.0,0.0,24.0,9.5,4.0
3208,0.0,1.0,3.0,11.5,1.0
2466,1.0,0.0,16.0,9.5,3.0
2940,1.0,0.0,14.0,12.5,2.0
2696,3.0,0.0,35.0,10.5,3.0
2163,2.0,0.0,23.0,0.5,6.0
2138,3.0,0.0,39.0,4.5,2.0
2117,1.0,2.0,15.0,0.5,3.0
2213,0.0,1.0,2.0,11.5,2.0
2343,3.0,0.0,33.0,3.5,7.0
2809,0.0,1.0,4.0,17.5,5.0
3751,2.0,0.0,23.0,0.5,3.0
2868,0.0,0.0,5.0,0.5,9.0
2391,2.0,0.0,22.0,3.5,7.0
2137,3.0,0.0,35.0,1.5,6.0
3213,2.0,1.0,23.0,3.5,10.0
3044,1.0,0.0,14.0,4.5,1.0
3296,1.0,0.0,14.0,5.5,6.0
2078,1.0,0.0,14.0,1.5,1.0
2882,3.0,0.0,33.0,3.5,4.0
2700,3.0,0.0,33.0,1.5,8.0
2049,0.0,1.0,3.0,1.5,4.0
3588,1.0,1.0,14.0,1.5,0.0
3795,0.0,2.0,2.0,0.5,2.0
3846,0.0,0.0,3.0,2.5,8.0
2001,3.0,0.0,35.0,2.5,7.0
2409,2.0,1.0,24.0,1.5,9.0
2724,2.0,0.0,22.0,3.5,6.0
2541,1.0,1.0,14.0,5.5,5.0
2208,2.0,1.0,22.0,7.5,0.0
3001,2.0,0.0,24.0,16.5,8.0
2558,1.0,0.0,15.0,15.5,4.0
2740,0.0,2.0,3.0,8.5,4.0
2720,0.0,1.0,4.0,3.5,12.0
3935,0.0,0.0,3.0,6.5,1.0
3347,0.0,0.0,4.0,0.5,8.0
3656,1.0,0.0,14.0,1.5,7.0
2064,1.0,2.0,12.0,1.5,0.0
3494,2.0,1.0,27.0,0.5,3.0
2831,2.0,0.0,25.0,5.5,9.0
3159,3.0,0.0,33.0,8.5,5.0
2729,0.0,0.0,8.0,4.5,2.0
2580,3.0,0.0,35.0,4.5,6.0
2938,3.0,0.0,31.0,5.5,1.0
3788,0.0,0.0,5.0,2.5,7.0
2519,1.0,0.0,16.0,1.5,3.0
3262,1.0,0.0,14.0,2.5,1.0
3918,2.0,0.0,21.0,8.5,7.0
3637,1.0,0.0,10.0,3.5,0.0
3506,2.0,0.0,22.0,2.5,1.0
2043,1.0,0.0,15.0,3.5,1.0
2102,2.0,0.0,26.0,6.5,4.0
2561,2.0,0.0,26.0,1.5,1.0
2463,1.0,0.0,13.0,16.5,1.0
3373,2.0,0.0,22.0,7.5,2.0
2341,0.0,2.0,2.0,1.5,6.0
3234,1.0,0.0,16.0,1.5,2.0
2932,1.0,1.0,14.0,3.5,4.0
3672,1.0,1.0,19.0,3.5,4.0
2495,1.0,1.0,18.0,0.5,2.0
3851,3.0,0.0,32.0,2.5,9.0
2055,2.0,0.0,21.0,0.5,7.0
2987,1.0,1.0,17.0,4.5,3.0
2955,1.0,0.0,11.0,7.5,3.0
2490,2.0,1.0,23.0,5.5,0.0
3127,0.0,1.0,5.0,8.5,3.0
3367,1.0,0.0,15.0,6.5,5.0
3565,2.0,0.0,25.0,4.5,2.0
2014,3.0,0.0,36.0,9.5,1.0
2366,2.0,0.0,24.0,3.5,4.0
3834,2.0,0.0,24.0,0.5,3.0
2011,1.0,0.0,14.0,4.5,0.0
3354,2.0,0.0,23.0,3.5,2.0
2132,1.0,0.0,12.0,4.5,5.0
3359,1.0,1.0,19.0,2.5,1.0
2950,3.0,0.0,34.0,7.5,3.0
2976,1.0,0.0,12.0,2.5,4.0
3680,1.0,1.0,13.0,5.5,2.0
3572,0.0,2.0,3.0,2.5,4.0
2451,2.0,0.0,22.0,4.5,5.0
3106,2.0,1.0,24.0,2.5,6.0
3937,2.0,0.0,24.0,2.5,7.0
2410,2.0,1.0,21.0,6.5,12.0
3308,4.0,0.0,41.0,4.5,4.0
2744,1.0,0.0,13.0,6.5,3.0
2736,2.0,1.0,24.0,1.5,3.0
3069,1.0,0.0,13.0,3.5,1.0
3848,2.0,1.0,22.0,6.5,6.0
3784,1.0,1.0,13.0,2.5,3.0
2981,1.0,1.0,16.0,5.5,3.0
3326,2.0,1.0,25.0,7.5,2.0
2557,0.0,0.0,7.0,0.5,1.0
2795,2.0,0.0,23.0,3.5,2.0
2210,2.0,0.0,25.0,4.5,3.0
3080,2.0,0.0,27.0,4.5,6.0
2911,1.0,0.0,13.0,1.5,14.0
3671,1.0,0.0,13.0,0.5,1.0
2316,2.0,0.0,24.0,2.5,1.0
2267,3.0,0.0,36.0,6.5,7.0
3236,2.0,2.0,24.0,2.5,9.0
2097,2.0,0.0,24.0,1.5,2.0
3623,0.0,0.0,4.0,3.5,2.0
2008,3.0,0.0,34.0,1.5,3.0
2462,3.0,0.0,38.0,16.5,0.0
3425,0.0,2.0,8.0,0.5,6.0
2687,1.0,1.0,19.0,4.5,3.0
2427,3.0,0.0,36.0,1.5,2.0
3723,3.0,0.0,32.0,4.5,5.0
3322,0.0,0.0,3.0,3.5,7.0
3706,3.0,0.0,33.0,0.5,2.0
3926,2.0,0.0,28.0,3.5,6.0
2258,0.0,2.0,3.0,4.5,6.0
2284,2.0,1.0,25.0,1.5,3.0
3075,0.0,0.0,5.0,5.5,5.0
3602,2.0,0.0,21.0,6.5,6.0
2324,3.0,0.0,36.0,5.5,4.0
2652,0.0,1.0,5.0,1.5,7.0
2135,2.0,0.0,24.0,5.5,2.0
2695,3.0,0.0,33.0,7.5,4.0
2915,0.0,2.0,4.0,7.5,4.0
3607,3.0,0.0,33.0,2.5,3.0
2661,2.0,0.0,27.0,10.5,3.0
2584,2.0,0.0,22.0,5.5,1.0
2830,3.0,0.0,39.0,0.5,1.0
2088,1.0,1.0,14.0,4.5,5.0
2428,2.0,1.0,22.0,8.5,3.0
2243,3.0,0.0,34.0,8.5,1.0
2334,0.0,3.0,6.0,6.5,4.0
3055,1.0,0.0,16.0,6.5,10.0
3714,2.0,0.0,29.0,5.5,5.0
3516,3.0,0.0,31.0,7.5,1.0
3966,4.0,0.0,43.0,5.5,7.0
3214,1.0,1.0,14.0,1.5,7.0
2501,1.0,0.0,14.0,9.5,7.0
3253,0.0,2.0,3.0,1.5,4.0
3620,1.0,1.0,13.0,5.5,4.0
3181,3.0,0.0,32.0,2.5,1.0
3673,0.0,0.0,3.0,0.5,6.0
3866,0.0,2.0,4.0,3.5,9.0
3331,2.0,0.0,29.0,3.5,1.0
3635,0.0,0.0,6.0,9.5,2.0
2252,3.0,0.0,32.0,3.5,8.0
3335,2.0,1.0,24.0,2.5,3.0
2856,3.0,0.0,35.0,4.5,6.0
2077,4.0,0.0,42.0,5.5,2.0
3081,2.0,0.0,21.0,0.5,4.0
3997,0.0,2.0,8.0,9.5,4.0
2056,0.0,1.0,4.0,0.5,4.0
2585,0.0,0.0,4.0,3.5,1.0
3967,1.0,1.0,17.0,4.5,5.0
3174,2.0,0.0,26.0,0.5,6.0
3173,2.0,0.0,25.0,1.5,4.0
3920,3.0,0.0,36.0,6.5,3.0
2060,1.0,1.0,12.0,5.5,5.0
3223,1.0,1.0,13.0,6.5,1.0
2924,2.0,0.0,26.0,1.5,3.0
2628,1.0,2.0,14.0,2.5,6.0
3378,1.0,0.0,14.0,3.5,5.0
3746,2.0,0.0,25.0,2.5,3.0
2869,1.0,0.0,11.0,3.5,6.0
2735,2.0,0.0,22.0,2.5,8.0
2578,3.0,0.0,33.0,1.5,0.0
2424,1.0,0.0,15.0,3.5,4.0
3582,1.0,0.0,13.0,4.5,1.0
3934,0.0,2.0,4.0,2.5,2.0
2984,3.0,0.0,38.0,6.5,0.0
2930,3.0,0.0,36.0,5.5,8.0
2785,3.0,0.0,36.0,6.5,3.0
2168,1.0,0.0,17.0,7.5,2.0
2333,0.0,0.0,4.0,1.5,6.0
2076,3.0,0.0,33.0,11.5,1.0
2431,0.0,2.0,3.0,2.5,1.0
2199,1.0,1.0,17.0,0.5,8.0
