,x1,x2,x3,x4
3207,0.23619147,-0.75570184,0.20519102,0.20605212
2667,-0.26340085,-1.8110758,-0.21613991,0.5643418
2541,-1.2068962,-1.3915508,-1.182487,0.49306718
3233,0.008013736,-0.6982838,0.17820716,0.21672347
2945,-1.9524944,-2.3106086,-1.8974009,0.8351324
2931,-0.5270652,0.8752717,-0.55993676,-0.23186608
3385,-0.2240907,-1.6202878,-0.095124826,0.51258636
2244,-0.52531415,0.33761176,0.19039325,0.024408896
3132,-0.63006073,1.0626558,-0.493595,-0.15680796
3557,-0.75044656,-0.15621081,-0.8086568,0.10390677
3294,-0.19107966,0.41096494,-0.2916038,-0.1249438
2582,0.23593274,-0.9341716,0.012479231,0.26643378
2787,0.2025449,0.41786546,-0.04869926,0.5582141
2134,-0.8807479,-1.413041,-0.695423,0.4971437
3255,-0.60124964,-0.0038819076,-0.5999752,0.00021169186
3257,-0.55039746,-1.0176119,-0.5599237,0.3300073
3981,-2.3038597,2.0273519,-0.26769352,-0.571062
3507,-0.7148451,1.1718236,-0.9115367,-0.32186043
2563,0.05976536,-0.035458513,0.08643889,0.131978
2251,-0.3346491,-1.842424,-0.3657059,0.59220105
2828,-2.2846346,-3.501968,-2.1133819,1.2200499
3138,0.3887506,1.2585804,0.6217034,1.9290714
2326,-0.7916061,-1.7215959,-0.82654685,0.6222533
3022,-0.82459974,-1.2768029,-0.5609923,0.41108003
3340,-0.043528438,0.15297046,-0.12739077,-0.167702
2845,-0.92116004,0.017611718,-0.93960637,0.03656919
3203,-0.52164805,-0.54529005,-0.3849153,0.16187505
2712,-2.6719155,-5.573561,-2.599297,2.026568
2633,0.42493638,1.1549883,0.40732387,1.9009163
3982,-1.4103947,-0.9361452,-1.4042296,0.46409398
3625,0.053920437,0.0983686,0.1205087,0.18114576
2397,-1.4727228,-2.2516751,-1.3180723,0.76952827
2091,-0.5274925,-0.790322,-0.503933,0.258493
3363,0.020357246,-1.4326626,0.090022996,0.505152
3458,-0.06436631,-1.3059485,-0.18321767,0.40831286
3322,-1.7588773,-1.8670006,-1.6579452,0.7042743
2186,0.38795385,-0.36850706,0.19496654,0.12611842
2650,-0.51087177,-0.8675381,-0.49341437,0.32533938
3018,-0.10204085,0.2763094,-0.10546083,-0.0053627416
2359,-1.2054138,-3.8997486,-0.9739578,1.2971599
3906,-0.37999353,-1.6276449,-0.3101293,0.53648764
3401,-0.07863847,0.2447761,-0.17101592,0.008596412
3032,-1.8871082,-3.4403696,-2.0288005,1.2101212
