,senior-level_skill
2498,1.0
3024,1.0
2738,1.0
2849,1.0
3716,1.0
3345,1.0
2449,1.0
3841,1.0
2604,1.0
3638,1.0
2871,1.0
2891,1.0
2386,1.0
3470,1.0
3727,1.0
2994,1.0
3018,1.0
2857,1.0
3023,1.0
3267,1.0
2479,1.0
3873,1.0
2376,1.0
2230,1.0
3328,1.0
2177,1.0
3706,1.0
3350,1.0
3284,1.0
2214,1.0
3178,1.0
2445,1.0
3620,0.0
3199,1.0
3902,1.0
2519,1.0
3497,1.0
3544,0.0
3042,1.0
2777,1.0
3370,0.0
2042,1.0
2807,1.0
3226,1.0
2926,1.0
2543,1.0
2121,1.0
2197,1.0
3842,1.0
2536,0.0
2556,1.0
3762,1.0
3119,1.0
2880,1.0
2157,1.0
2163,0.0
3242,0.0
3016,0.0
2226,1.0
2760,1.0
3861,1.0
3743,1.0
2193,1.0
2963,1.0
2937,1.0
2802,1.0
2550,1.0
2577,1.0
3847,1.0
3061,1.0
3397,1.0
2782,1.0
2879,0.0
3281,1.0
3602,1.0
3769,1.0
3073,1.0
3717,1.0
3421,1.0
2589,1.0
3566,1.0
2524,1.0
3904,1.0
3163,1.0
2058,1.0
2099,1.0
3537,1.0
3453,1.0
3508,1.0
3702,1.0
2715,1.0
2868,1.0
2546,0.0
2089,1.0
2195,1.0
2375,1.0
3093,1.0
2135,1.0
3728,1.0
3019,1.0
3322,1.0
3262,1.0
3682,1.0
2591,1.0
2934,1.0
2480,1.0
3029,1.0
2789,0.0
3365,1.0
3419,1.0
2131,1.0
3679,1.0
2905,1.0
3975,1.0
2090,1.0
3995,1.0
2252,1.0
2309,1.0
3406,1.0
2411,1.0
3722,1.0
3791,0.0
2712,1.0
2955,0.0
2119,1.0
3970,1.0
2820,1.0
3304,1.0
2504,1.0
2139,1.0
3385,1.0
2643,1.0
3445,1.0
3447,1.0
3843,1.0
2865,1.0
3741,1.0
3656,1.0
3248,1.0
2772,1.0
2825,1.0
3081,1.0
2864,1.0
2281,1.0
2429,1.0
3684,1.0
3438,1.0
2765,1.0
2438,1.0
3919,1.0
2472,0.0
3253,1.0
2833,1.0
2492,1.0
2122,1.0
3228,1.0
3190,1.0
3273,1.0
3010,1.0
2635,1.0
3434,1.0
3351,1.0
3929,1.0
3408,1.0
3051,1.0
3530,1.0
3097,0.0
2509,1.0
3924,1.0
2758,1.0
3501,1.0
3911,0.0
3340,1.0
2652,1.0
3331,1.0
2812,1.0
2030,0.0
2320,1.0
3011,1.0
2564,1.0
3652,0.0
3364,1.0
3168,1.0
3776,1.0
3387,1.0
2583,0.0
3012,1.0
3323,1.0
2038,1.0
3227,1.0
2321,1.0
3426,1.0
2554,1.0
3540,1.0
2303,1.0
2705,1.0
3465,1.0
3310,1.0
3983,0.0
2289,1.0
