,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,4.0,2.0,0.4616896,3.0,5.0,2.0
2001,5.0,1.0,0.36082113,6.0,0.0,3.0
2002,2.0,0.0,0.54302883,4.0,4.0,4.0
2003,6.0,0.0,0.9417639,5.0,3.0,4.0
2004,0.0,3.0,0.55862164,1.0,4.0,12.0
2005,1.0,0.0,0.099951744,4.0,9.0,5.0
2006,2.0,1.0,0.09532976,7.0,4.0,5.0
2007,3.0,0.0,0.70071137,3.0,2.0,4.0
2008,0.0,1.0,0.95906854,6.0,6.0,2.0
2009,4.0,2.0,0.17474663,3.0,17.0,4.0
2010,1.0,2.0,0.96036124,6.0,3.0,4.0
2011,1.0,2.0,0.850204,3.0,2.0,3.0
2012,6.0,0.0,0.052906632,3.0,4.0,6.0
2013,3.0,2.0,0.4024216,3.0,3.0,3.0
2014,2.0,0.0,0.16663718,4.0,1.0,3.0
2015,3.0,0.0,0.89230967,4.0,6.0,8.0
2016,4.0,2.0,0.13150012,4.0,1.0,5.0
2017,2.0,3.0,0.44587803,6.0,8.0,7.0
2018,3.0,3.0,0.0061053038,9.0,2.0,3.0
2019,3.0,2.0,0.0008568764,2.0,7.0,2.0
2020,3.0,1.0,0.39459646,3.0,7.0,0.0
2021,2.0,1.0,0.24422932,4.0,4.0,4.0
2022,0.0,0.0,0.17538047,5.0,1.0,2.0
2023,7.0,3.0,0.92757463,3.0,0.0,4.0
2024,10.0,2.0,0.2386924,2.0,4.0,6.0
2025,2.0,1.0,0.28170025,4.0,6.0,4.0
2026,2.0,2.0,0.80233,4.0,9.0,7.0
2027,3.0,1.0,0.7623464,2.0,8.0,0.0
2028,9.0,1.0,0.32340276,3.0,0.0,5.0
2029,3.0,0.0,0.958694,4.0,2.0,1.0
2030,3.0,3.0,0.096575856,2.0,1.0,6.0
2031,3.0,2.0,0.20541751,5.0,5.0,5.0
2032,7.0,1.0,0.011394501,2.0,1.0,8.0
2033,1.0,0.0,0.9623046,2.0,1.0,4.0
2034,6.0,2.0,0.6026659,3.0,2.0,5.0
2035,1.0,0.0,0.93525505,2.0,2.0,7.0
2036,5.0,1.0,0.91997826,5.0,1.0,5.0
2037,2.0,1.0,0.6555816,3.0,9.0,1.0
2038,4.0,0.0,0.8261812,3.0,4.0,2.0
2039,4.0,0.0,0.9674443,3.0,2.0,1.0
2040,1.0,2.0,0.49453497,4.0,6.0,6.0
2041,0.0,0.0,0.68091416,7.0,1.0,9.0
2042,0.0,2.0,0.7615459,4.0,4.0,1.0
2043,4.0,2.0,0.96060705,1.0,12.0,0.0
2044,4.0,0.0,0.46051097,5.0,7.0,9.0
2045,2.0,3.0,0.05603826,4.0,2.0,1.0
2046,0.0,2.0,0.791456,4.0,0.0,6.0
2047,6.0,2.0,0.45336974,5.0,0.0,3.0
2048,2.0,1.0,0.121806264,4.0,4.0,4.0
2049,4.0,1.0,0.82776606,2.0,5.0,5.0
2050,9.0,1.0,0.8314154,2.0,3.0,8.0
2051,3.0,0.0,0.35951567,1.0,2.0,1.0
2052,4.0,1.0,0.78563106,3.0,1.0,3.0
2053,5.0,2.0,0.48477817,3.0,1.0,3.0
2054,1.0,2.0,0.41911364,3.0,2.0,3.0
2055,0.0,0.0,0.3264346,3.0,2.0,6.0
2056,2.0,1.0,0.83324957,6.0,9.0,1.0
2057,2.0,0.0,0.60720396,5.0,1.0,3.0
2058,2.0,2.0,0.6781368,5.0,5.0,6.0
2059,1.0,2.0,0.57365406,1.0,0.0,14.0
2060,2.0,3.0,0.09914911,2.0,10.0,5.0
2061,4.0,2.0,0.5521029,3.0,2.0,3.0
2062,3.0,0.0,0.9759897,5.0,2.0,7.0
2063,1.0,1.0,0.83461404,6.0,1.0,1.0
2064,3.0,0.0,0.7712127,3.0,14.0,3.0
