,years_experience,degree,nr_commits,nr_languages,nr_stars
3122,2.0,2.0,2023.0,7.0,12.0
3304,2.0,2.0,2024.0,10.0,12.0
2041,1.0,3.0,1017.0,2.0,19.0
3726,3.0,1.0,3031.0,5.0,13.0
2154,1.0,3.0,1013.0,9.0,17.0
2582,2.0,2.0,2023.0,12.0,10.0
3346,3.0,1.0,3034.0,4.0,19.0
2428,2.0,2.0,2022.0,2.0,11.0
3176,2.0,2.0,2021.0,5.0,17.0
2156,2.0,2.0,2023.0,1.0,13.0
2730,2.0,2.0,2024.0,3.0,16.0
2590,1.0,3.0,1015.0,8.0,17.0
3841,1.0,3.0,1012.0,11.0,12.0
2522,1.0,3.0,1010.0,4.0,16.0
2183,2.0,2.0,2022.0,8.0,12.0
2083,2.0,2.0,2027.0,7.0,12.0
3557,1.0,3.0,14.0,6.0,4.0
3707,1.0,3.0,1011.0,5.0,12.0
2338,1.0,3.0,1017.0,2.0,12.0
3298,2.0,2.0,2025.0,10.0,11.0
3051,2.0,2.0,2026.0,5.0,18.0
3094,3.0,1.0,3035.0,4.0,14.0
3274,1.0,3.0,1016.0,1.0,13.0
3992,2.0,2.0,2023.0,2.0,12.0
2574,4.0,1.0,4041.0,4.0,17.0
2571,3.0,1.0,3034.0,9.0,11.0
3888,3.0,1.0,3035.0,9.0,12.0
2896,3.0,1.0,3033.0,7.0,16.0
2560,1.0,3.0,1015.0,3.0,13.0
2977,2.0,2.0,2025.0,9.0,16.0
3758,4.0,1.0,4044.0,3.0,15.0
3690,4.0,1.0,4044.0,4.0,13.0
2066,3.0,1.0,3032.0,5.0,16.0
3147,3.0,1.0,3032.0,2.0,12.0
2728,3.0,1.0,3031.0,9.0,11.0
2295,5.0,0.0,5052.0,10.0,12.0
3553,2.0,2.0,2025.0,3.0,13.0
2800,1.0,3.0,1020.0,3.0,17.0
3083,2.0,2.0,2027.0,8.0,16.0
2804,1.0,3.0,1014.0,7.0,15.0
2951,1.0,3.0,1014.0,10.0,10.0
3748,2.0,2.0,2024.0,4.0,16.0
3548,3.0,1.0,3036.0,5.0,15.0
2062,3.0,1.0,35.0,2.0,7.0
3112,3.0,1.0,3033.0,5.0,12.0
3186,1.0,3.0,1010.0,2.0,10.0
3445,2.0,2.0,22.0,6.0,2.0
3977,3.0,1.0,3032.0,14.0,17.0
3577,3.0,1.0,3033.0,4.0,13.0
2587,2.0,2.0,2021.0,3.0,16.0
3302,2.0,2.0,2024.0,4.0,12.0
3624,5.0,0.0,5051.0,2.0,11.0
2799,2.0,2.0,2025.0,4.0,15.0
3062,3.0,1.0,3037.0,1.0,12.0
3023,3.0,1.0,3035.0,7.0,12.0
3498,2.0,2.0,2021.0,15.0,21.0
3915,1.0,3.0,1014.0,1.0,10.0
3138,1.0,3.0,1014.0,2.0,10.0
2973,3.0,1.0,3034.0,6.0,11.0
3848,1.0,3.0,16.0,0.0,0.0
3794,1.0,3.0,1015.0,11.0,12.0
3326,1.0,3.0,1011.0,4.0,17.0
2547,3.0,1.0,3034.0,6.0,10.0
2089,3.0,1.0,3034.0,2.0,17.0
2177,2.0,2.0,2021.0,4.0,14.0
3524,1.0,3.0,1013.0,5.0,15.0
2471,2.0,2.0,2021.0,8.0,16.0
2197,2.0,2.0,2023.0,7.0,15.0
2092,4.0,1.0,4042.0,2.0,11.0
2599,1.0,3.0,1012.0,3.0,14.0
3861,1.0,3.0,1015.0,8.0,12.0
3536,2.0,2.0,2025.0,3.0,16.0
2873,3.0,1.0,3034.0,4.0,14.0
3497,1.0,3.0,1014.0,6.0,11.0
3364,3.0,1.0,3036.0,4.0,15.0
3120,1.0,3.0,1014.0,7.0,10.0
3816,1.0,3.0,1014.0,3.0,10.0
3075,2.0,2.0,2025.0,7.0,16.0
3847,1.0,3.0,1014.0,6.0,15.0
2850,1.0,3.0,1013.0,10.0,17.0
2185,1.0,3.0,1019.0,2.0,12.0
3241,3.0,1.0,3032.0,5.0,15.0
2483,3.0,1.0,3033.0,6.0,12.0
2140,2.0,2.0,2025.0,2.0,11.0
2081,4.0,1.0,4046.0,4.0,10.0
2518,2.0,2.0,2021.0,12.0,12.0
3541,1.0,3.0,1012.0,3.0,15.0
2334,2.0,2.0,2022.0,11.0,12.0
2787,1.0,3.0,19.0,4.0,1.0
2123,1.0,3.0,1020.0,4.0,18.0
3331,3.0,1.0,3036.0,2.0,24.0
3251,4.0,1.0,4042.0,2.0,17.0
2314,3.0,1.0,3037.0,1.0,13.0
2901,3.0,1.0,3034.0,2.0,21.0
3854,2.0,2.0,2025.0,6.0,10.0
2735,2.0,2.0,2024.0,1.0,13.0
3693,1.0,3.0,1010.0,12.0,13.0
2986,4.0,1.0,4043.0,3.0,11.0
3880,2.0,2.0,2023.0,13.0,13.0
2490,3.0,1.0,3037.0,8.0,13.0
2165,2.0,2.0,2024.0,4.0,14.0
3782,1.0,3.0,1012.0,4.0,14.0
3521,1.0,3.0,1017.0,2.0,16.0
3004,1.0,3.0,1012.0,5.0,11.0
2634,1.0,3.0,1013.0,8.0,11.0
2176,3.0,1.0,3033.0,2.0,13.0
3049,2.0,2.0,2024.0,7.0,12.0
2056,3.0,1.0,3036.0,10.0,11.0
2592,2.0,2.0,2026.0,9.0,19.0
2033,1.0,3.0,1012.0,2.0,14.0
2578,1.0,3.0,1014.0,6.0,17.0
2524,1.0,3.0,1020.0,1.0,11.0
3677,1.0,3.0,1013.0,6.0,14.0
3152,1.0,3.0,1012.0,2.0,11.0
2602,1.0,3.0,1012.0,3.0,11.0
3139,1.0,3.0,1017.0,3.0,16.0
3661,5.0,0.0,5053.0,3.0,14.0
3419,1.0,3.0,1021.0,7.0,17.0
3806,1.0,3.0,1013.0,4.0,17.0
3708,3.0,1.0,3034.0,4.0,16.0
3644,1.0,3.0,1018.0,3.0,13.0
3863,3.0,1.0,3033.0,4.0,16.0
3907,2.0,2.0,2025.0,10.0,14.0
3970,2.0,2.0,2026.0,2.0,16.0
2563,2.0,2.0,2022.0,5.0,10.0
3433,1.0,3.0,1015.0,5.0,14.0
2925,2.0,2.0,2021.0,1.0,12.0
3960,1.0,3.0,1012.0,6.0,10.0
2260,1.0,3.0,1017.0,1.0,15.0
3458,4.0,1.0,4042.0,5.0,16.0
2096,1.0,3.0,1014.0,3.0,10.0
2796,2.0,2.0,2021.0,6.0,10.0
3071,3.0,1.0,3034.0,3.0,15.0
3600,1.0,3.0,1014.0,4.0,14.0
3651,2.0,2.0,2027.0,5.0,10.0
2112,1.0,3.0,1016.0,6.0,24.0
2939,3.0,1.0,3034.0,3.0,13.0
2499,1.0,3.0,1015.0,4.0,13.0
2365,2.0,2.0,2026.0,2.0,13.0
2672,4.0,1.0,4045.0,6.0,13.0
2372,3.0,1.0,3035.0,2.0,11.0
3216,1.0,3.0,1015.0,9.0,16.0
2293,1.0,3.0,1014.0,5.0,14.0
3170,1.0,3.0,1013.0,3.0,19.0
