,x1,x2,x3,x4
2185,-1.291315,-1.0537359,-1.1187487,0.4269932
3638,-1.50226,-0.4569481,-1.4139832,0.20083447
2709,-0.6711047,-2.2069407,-0.8324895,0.8950564
2961,0.21456476,-0.888153,0.2730845,0.25960475
3484,-0.53725374,-0.8815015,-0.78008914,0.28845948
2401,-1.252485,-2.5986032,-1.218832,1.0520709
3633,-0.71765,-1.0493402,-0.7812619,0.3423341
3048,-1.1147568,-3.0365477,-1.1885448,1.0462124
3780,-0.43902242,-2.1795175,-0.4386757,0.7064585
2506,-0.89924073,-0.83397007,-0.8413741,0.3154528
2917,-0.278912,-0.27322865,-0.2837589,0.11503644
3051,-0.61406994,-0.6008577,-0.5977084,0.2225014
2273,-1.7465285,-1.9387708,-1.7146697,0.685248
3497,0.07712429,-0.45727855,0.0015675798,0.11846987
3722,-0.5998937,-0.96423304,-0.51881933,0.30424827
2243,-1.0173885,-0.7444677,-1.1929038,0.26791477
3272,0.22163501,-0.75218457,0.25626448,0.19440785
2792,-1.6415899,-2.2705162,-1.6643125,0.8158224
3857,-0.40150723,-0.70645607,-0.43280488,0.22029264
2215,-0.22539498,-0.29011104,-0.2857564,0.071761265
3098,-0.67242086,-0.35831174,-0.83295125,0.11937485
3681,-0.004662327,-0.34822255,-0.13069573,0.1463454
2945,-1.9524944,-2.6106086,-1.9974009,0.9351324
3658,-2.521317,-4.189602,-2.4399455,1.5318518
2981,-0.050973255,-0.90563905,-0.023907838,0.34196764
3587,-0.71501017,0.6340952,-0.6913476,-0.1575511
3333,-1.0633142,-2.197343,-1.0724324,0.7368848
3402,-2.0685806,-2.4021344,-2.1170187,0.8580202
3008,-0.060723823,-1.2614458,-0.16297758,0.37540913
2863,-0.06899145,-1.3197522,-0.033383615,0.42709285
2787,-0.6974551,-1.3821346,-0.94869924,0.45821428
3188,0.25458938,-0.84305847,0.23961231,0.2260786
2294,-1.0492959,-0.77812874,-0.97364503,0.26836863
2380,-1.2137372,0.14661527,-1.0972989,0.032161426
3205,0.09592082,-0.17557767,0.10508906,0.12821743
3935,-1.7579573,-1.4472674,-1.5000029,0.51641387
2030,-1.6186812,-3.4061308,-1.765209,1.1709038
2973,-0.8621249,-1.1503682,-0.9039844,0.4029556
2767,-0.8985113,-0.5167178,-0.7622383,0.18170066
3989,-1.3768654,-0.93567073,-1.471565,0.3743848
2677,-1.6285338,-3.8765686,-1.6252495,1.3113562
3532,0.032685317,-0.49293166,0.11349027,0.13258126
2151,-0.046383124,-0.3478631,0.10589573,0.12106417
3251,-0.35716692,0.43260527,-0.48476022,-0.13967104
2440,-0.78302944,-0.02896812,-0.70691884,0.10035732
3527,-0.27002266,-0.19203866,-0.24251935,0.05158483
3976,-0.5364112,-0.31113788,-0.5305229,0.09519982
2247,-0.051477414,-0.083906226,0.09839089,-0.011252033
2730,-0.9822965,-1.3342988,-0.8776808,0.57028025
2233,-0.67823416,-0.48763078,-0.71477735,0.230903
2828,-2.3846345,-3.701968,-2.2133818,1.3200499
2875,-0.57352054,-0.5478166,-0.5090849,0.1921031
3383,-0.42743254,-0.42726594,-0.4787948,0.18861885
3420,-0.23572768,-0.55401546,-0.2309966,0.16610041
2947,-1.5283437,-3.1009622,-1.4739673,1.112447
2530,-0.5268739,-0.3646417,-0.47831845,0.12411046
2309,-0.5441444,0.08929169,-0.55033726,-0.025987744
3655,-2.5150177,-3.3892345,-1.8141103,1.171228
3067,0.0858958,-0.27353704,0.16915902,0.05119638
3742,-0.26179346,-0.5099371,-0.38144484,0.23183827
3026,-1.9630468,-2.1821988,-2.060383,0.7902754
3568,-0.92487556,-1.6571652,-0.9488023,0.57790196
3852,-0.3901615,-0.086545266,-0.33013654,0.026552964
2141,-0.37809032,-0.5654036,-0.58352476,0.26828057
2442,0.011051911,-0.7185866,0.096533775,0.21122813
2298,-0.184192,-1.6632816,-0.11842363,0.5931717
2613,-0.5688748,-2.5031848,-0.55235964,0.8479079
2562,-0.38606098,-0.5631829,-0.53480774,0.18784812
2201,-1.8512152,-4.6937175,-1.9230047,1.6093686
3161,-0.34431365,0.08269566,-0.41149384,-0.020859253
2992,-0.17778505,-1.084146,-0.24905026,0.33151162
3268,-1.1256768,-1.332158,-1.3333641,0.46775085
3123,-1.2844197,-2.0686598,-0.986882,0.704682
3802,0.04083859,-0.6079834,0.056089967,0.21826579
2652,-0.98575187,-3.0649762,-1.0445254,1.0058146
3234,-1.6902974,-3.3764806,-1.7240169,1.1634223
2412,-0.19328806,-0.46025828,-0.14569023,0.124726415
3021,-1.2495977,-0.92309594,-1.1584373,0.32706898
3072,-0.14777963,-1.403702,0.014404163,0.51090735
3566,-2.2597518,-2.4156156,-2.256683,0.89798415
2725,-0.0090224175,-0.2931864,-0.05502352,0.072099
2584,-0.77888876,-1.2984418,-0.5597308,0.5669433
3516,-0.49967676,-0.8529369,-0.3159492,0.29946503
2196,-0.73983914,-1.0232791,-0.7023213,0.3870496
2932,-1.1254278,-3.2538977,-1.1498083,1.101435
2065,-0.66674495,-1.1220368,-0.7696125,0.4610699
2237,-0.23059353,-0.29669783,-0.13841513,0.088729575
2419,-0.7546017,-0.53908575,-0.92981106,0.7641374
3218,-0.31851092,-1.5073022,-0.2849845,0.4677717
3274,-1.2199813,-3.0939221,-1.1495111,1.118494
2091,-0.62749255,-1.390322,-0.60393304,0.458493
2975,-0.48280445,-1.4611259,-0.68642044,0.4682184
2211,0.11582218,-0.83414626,0.0844132,0.28500745
3920,-0.3730093,-0.51032495,-0.45596957,0.17467174
