,x1,x2,x3,x4
2185,0.0,-0.0,-0.0,3.8
3638,0.0,1.2,-0.0,4.7
2709,0.1,0.0,-0.1,4.7
2961,0.0,0.0,0.0,0.8
3484,0.0,1.2,0.0,3.7
2401,0.1,-0.0,-0.0,6.7
3633,-0.0,0.8,0.0,3.8
3048,-0.0,0.0,-0.0,6.3
3780,0.0,0.3,-0.0,4.2
2506,-0.0,0.5,0.0,3.5
2917,0.0,0.1,-0.0,1.2
3051,0.0,0.0,0.0,2.0
2273,-0.1,0.8,0.0,6.6
3497,0.0,0.2,-0.0,0.6
3722,0.0,0.0,-0.0,2.3
2243,0.0,0.8,0.0,4.0
3272,0.0,0.0,0.0,0.5
2792,0.1,0.8,-0.0,7.3
3857,0.0,-0.0,-0.0,1.7
2215,0.0,-0.0,0.0,0.7
3098,0.4,1.9,0.3,4.6
3681,0.0,-0.0,0.0,0.5
2945,-0.0,0.4,-0.0,7.9
3658,-0.0,1.3,-0.0,12.0
2981,-0.0,0.0,0.0,1.3
3587,-0.1,-0.0,0.1,0.7
3333,-0.0,1.7,0.1,6.7
3402,-0.0,1.4,-0.0,8.9
3008,-0.0,0.2,-0.0,2.0
2863,0.0,0.0,-0.0,1.8
2787,0.0,0.0,0.0,3.5
3188,0.0,0.5,0.0,1.1
2294,-0.0,1.4,0.0,4.4
2380,-0.0,0.0,-0.0,2.2
3205,0.0,0.1,0.0,0.0
3935,-0.0,1.1,0.5,6.7
2030,0.1,0.1,-0.1,8.1
2973,-0.0,-0.0,0.0,3.3
2767,0.0,0.2,-0.0,2.7
3989,-0.0,0.6,-0.0,4.9
2677,0.0,0.2,-0.0,8.6
3532,-0.0,0.3,-0.0,0.9
2151,0.0,-0.0,-0.0,0.3
3251,-0.0,0.0,0.0,0.2
2440,-0.0,0.1,0.0,1.9
3527,0.0,-0.0,0.0,0.8
3976,-0.0,0.9,0.0,2.5
2247,0.0,0.1,-0.0,0.1
2730,-0.0,-0.0,0.0,3.7
2233,-0.0,-0.0,0.0,2.1
2828,-0.0,0.2,0.0,10.1
2875,0.0,0.1,-0.0,2.2
3383,0.0,1.2,0.0,2.7
3420,0.0,0.2,-0.0,1.4
2947,0.0,-0.0,0.0,7.2
2530,-0.0,0.6,-0.0,2.0
2309,0.0,-0.0,-0.0,1.0
3655,-0.0,1.9,0.7,11.6
3067,0.0,0.0,0.0,0.1
3742,-0.0,-0.0,0.0,1.3
3026,-0.0,2.3,0.0,9.3
3568,0.0,0.3,-0.0,4.4
3852,-0.0,0.4,-0.0,1.3
2141,0.2,0.0,0.1,2.3
2442,0.0,0.2,-0.0,1.0
2298,-0.0,0.1,0.0,2.6
2613,-0.0,0.0,0.0,4.6
2562,0.0,0.2,-0.0,1.9
2201,0.1,0.4,0.1,10.7
3161,-0.0,0.0,-0.0,0.8
2992,0.0,0.2,0.0,2.0
3268,-0.1,0.9,-0.2,4.8
3123,0.1,-0.1,0.1,5.1
3802,-0.0,-0.0,-0.0,0.7
2652,-0.0,-0.0,0.0,6.0
3234,-0.0,1.6,0.0,9.8
2412,0.0,0.1,0.0,1.0
3021,0.0,0.0,-0.0,3.7
3072,0.0,1.3,-0.0,3.2
3566,-0.0,-0.0,0.0,7.6
2725,-0.0,0.0,0.0,0.5
2584,-0.0,0.1,0.0,3.4
3516,0.0,-0.0,-0.0,2.1
2196,0.0,-0.0,-0.0,2.9
2932,-0.0,0.0,0.0,6.8
2065,-0.0,-0.0,-0.0,3.1
2237,-0.0,0.4,-0.0,1.2
2419,1.0,-0.0,0.8,6.6
3218,0.1,1.9,0.0,4.7
3274,-0.0,-0.0,0.0,6.5
2091,0.0,0.1,0.0,3.0
2975,-0.0,0.3,-0.0,3.3
2211,0.0,0.0,0.0,0.9
3920,-0.0,1.1,0.0,2.6
3961,0.0,0.0,0.0,0.7
3940,0.4,1.1,0.6,5.3
2711,-0.1,1.2,0.1,5.9
3405,-0.0,-0.0,0.0,4.5
3705,0.0,0.0,-0.0,5.7
2043,0.0,0.7,0.0,6.6
2640,-0.0,0.4,0.0,3.9
2053,0.0,0.4,-0.0,1.7
3734,0.0,0.3,0.0,2.1
3092,0.0,0.3,0.0,3.5
3830,-0.0,0.1,0.0,4.3
2035,0.0,0.7,0.2,2.4
2322,0.0,-0.0,0.0,9.6
3509,0.0,0.0,0.0,0.2
2360,-0.0,0.0,0.0,2.5
2693,0.0,0.5,-0.0,2.5
3344,0.0,0.0,0.0,4.1
3981,1.5,1.6,1.6,10.0
3825,0.0,0.1,-0.0,0.8
3688,-0.0,0.0,0.0,1.7
3250,-0.0,0.1,0.0,3.3
3113,0.0,0.0,-0.1,7.4
2485,-0.0,1.7,0.6,8.6
3183,0.7,0.7,0.1,6.0
3078,-0.0,0.2,-0.0,2.4
2027,-0.0,-0.0,-0.0,1.2
3203,-0.0,0.3,0.0,3.6
3906,0.0,0.0,0.0,4.1
3351,0.0,0.1,0.0,0.5
3598,-0.0,0.8,-0.0,4.1
2357,-0.1,0.7,0.0,7.3
3969,0.0,1.7,-0.0,4.0
3720,0.0,-0.0,-0.0,10.9
2564,0.0,0.2,-0.0,3.3
3294,-0.0,0.0,0.0,1.0
2069,-0.0,0.2,0.3,2.5
2086,0.0,0.6,0.0,2.1
3523,0.0,0.3,0.0,2.7
2836,-0.0,0.2,0.0,5.3
3577,0.0,-0.0,-0.0,1.5
2571,-0.1,-0.0,-0.0,8.2
3498,-0.0,0.0,0.0,0.4
3460,-0.0,0.8,0.0,3.1
3645,-0.0,0.0,0.0,2.6
3958,0.0,0.1,0.0,6.2
2682,0.0,0.6,-0.0,1.1
2712,-0.0,2.1,0.0,12.1
2656,-0.0,0.3,0.0,1.7
3859,0.3,2.9,0.2,11.8
3970,-0.0,-0.0,-0.0,8.3
2011,0.0,-0.0,0.0,1.3
3121,-0.0,0.1,-0.0,1.1
3690,-0.0,0.2,0.0,2.5
2534,0.0,0.0,-0.0,0.6
2681,-0.0,-0.0,0.0,4.0
3837,0.0,0.0,0.0,2.0
2097,0.0,0.1,0.0,8.0
3746,0.0,0.1,0.0,5.1
2806,-0.0,0.5,0.1,7.7
3827,-0.1,-0.0,0.0,5.3
2420,0.0,-0.0,0.0,0.6
2541,-0.0,0.3,-0.0,4.4
3385,-0.0,0.8,0.0,2.3
3207,-0.0,-0.0,-0.0,0.5
3621,0.1,-0.0,0.1,1.4
2740,0.0,0.0,0.0,5.3
3472,-0.0,0.1,0.0,2.0
2270,0.0,-0.0,-0.0,0.9
2667,-0.0,0.6,-0.0,4.2
3618,-0.0,-0.0,-0.1,6.9
2532,0.0,0.2,0.0,0.5
2704,0.0,0.0,0.0,1.2
3018,-0.0,-0.0,0.0,3.7
