,years_experience,degree,nr_commits,nr_languages,nr_stars
2575,0.0,0.0,3.0,4.5,0.0
2758,0.0,2.0,4.0,2.5,0.0
2336,3.0,0.0,3.0,5.5,4.0
3718,1.0,1.0,2.0,10.5,2.0
3287,3.0,0.0,6.0,9.5,5.0
2842,3.0,0.0,5.0,8.5,3.0
3298,1.0,0.0,6.0,0.5,1.0
2851,1.0,0.0,2.0,3.5,1.0
3203,1.0,1.0,4.0,2.5,1.0
3733,3.0,1.0,3.0,1.5,3.0
3717,3.0,0.0,12.0,2.5,3.0
3921,1.0,1.0,4.0,1.5,1.0
2561,1.0,0.0,4.0,1.5,1.0
3765,0.0,0.0,7.0,6.5,0.0
3824,2.0,0.0,3.0,4.5,5.0
2617,3.0,0.0,5.0,6.5,3.0
2731,0.0,2.0,4.0,1.5,0.0
2412,1.0,2.0,10.0,17.5,1.0
2300,1.0,2.0,6.0,1.5,1.0
3940,3.0,0.0,5.0,1.5,4.0
3560,0.0,2.0,3.0,4.5,0.0
2607,2.0,1.0,4.0,6.5,3.0
3373,0.0,0.0,10.0,10.5,0.0
3340,0.0,2.0,3.0,7.5,0.0
2152,3.0,0.0,2.0,13.5,3.0
3833,2.0,0.0,5.0,0.5,2.0
3735,1.0,0.0,4.0,0.5,2.0
3114,1.0,0.0,1.0,8.5,1.0
3432,3.0,0.0,5.0,9.5,3.0
2825,0.0,0.0,4.0,14.5,1.0
3693,2.0,2.0,5.0,2.5,2.0
3536,1.0,1.0,6.0,5.5,1.0
2468,3.0,0.0,4.0,8.5,6.0
3877,1.0,1.0,5.0,0.5,1.0
2432,2.0,0.0,5.0,0.5,3.0
2368,2.0,0.0,3.0,3.5,2.0
3631,0.0,0.0,5.0,0.5,3.0
3977,3.0,0.0,6.0,5.5,4.0
2890,2.0,0.0,6.0,0.5,3.0
3544,2.0,1.0,5.0,1.5,3.0
2709,1.0,0.0,6.0,8.5,1.0
2026,0.0,0.0,2.0,1.5,0.0
2235,1.0,0.0,7.0,1.5,2.0
3985,2.0,0.0,7.0,1.5,3.0
3711,0.0,0.0,9.0,6.5,1.0
2982,3.0,0.0,6.0,6.5,3.0
3875,0.0,0.0,5.0,1.5,1.0
2655,2.0,1.0,6.0,5.5,2.0
3483,2.0,0.0,2.0,1.5,2.0
3642,1.0,0.0,5.0,0.5,2.0
2420,1.0,1.0,2.0,0.5,1.0
2977,1.0,0.0,8.0,1.5,3.0
3641,0.0,2.0,5.0,5.5,0.0
2225,2.0,0.0,3.0,2.5,4.0
3568,2.0,0.0,7.0,11.5,3.0
