,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,0.0,2.0,0.24089003,3.0,0.0,2.0
2001,3.0,0.0,0.4060583,3.0,4.0,5.0
2002,5.0,2.0,0.4935788,5.0,2.0,7.0
2003,4.0,1.0,0.2819798,4.0,2.0,7.0
2004,9.0,0.0,0.33871257,3.0,1.0,5.0
2005,2.0,2.0,0.5017736,4.0,3.0,3.0
2006,2.0,1.0,0.15371084,5.0,2.0,5.0
2007,2.0,2.0,0.28247738,8.0,0.0,9.0
2008,2.0,1.0,0.637231,2.0,2.0,1.0
2009,3.0,1.0,0.8209965,5.0,2.0,7.0
2010,6.0,2.0,0.79118395,2.0,10.0,1.0
2011,1.0,2.0,0.09146726,2.0,2.0,4.0
2012,3.0,0.0,0.2165904,1.0,0.0,10.0
2013,2.0,2.0,0.0049533844,4.0,11.0,2.0
2014,1.0,2.0,0.17384887,4.0,4.0,8.0
2015,0.0,2.0,0.5886806,3.0,6.0,4.0
2016,4.0,2.0,0.7731595,3.0,4.0,0.0
2017,3.0,2.0,0.57867336,4.0,8.0,2.0
2018,2.0,2.0,0.15258527,5.0,3.0,3.0
2019,1.0,1.0,0.49660742,4.0,2.0,10.0
2020,0.0,2.0,0.66630495,6.0,0.0,7.0
2021,4.0,0.0,0.094626665,4.0,1.0,2.0
2022,5.0,2.0,0.30944538,2.0,3.0,3.0
2023,3.0,0.0,0.39831626,5.0,6.0,3.0
2024,2.0,2.0,0.1998142,3.0,10.0,2.0
2025,4.0,1.0,0.2917652,5.0,4.0,7.0
2026,1.0,2.0,0.056648135,4.0,2.0,2.0
2027,2.0,2.0,0.3503605,3.0,4.0,3.0
2028,1.0,0.0,0.38985252,1.0,4.0,1.0
2029,5.0,3.0,0.4633292,8.0,0.0,2.0
2030,3.0,0.0,0.98420167,2.0,4.0,4.0
2031,0.0,1.0,0.26464796,5.0,6.0,2.0
2032,3.0,0.0,0.050252438,3.0,9.0,0.0
2033,2.0,0.0,0.99943197,5.0,11.0,5.0
2034,5.0,1.0,0.27540994,8.0,2.0,2.0
2035,1.0,0.0,0.5570053,5.0,2.0,2.0
2036,8.0,0.0,0.10678065,2.0,5.0,4.0
2037,1.0,2.0,0.95160794,4.0,1.0,5.0
2038,0.0,2.0,0.22181034,4.0,6.0,2.0
2039,2.0,2.0,0.8649937,1.0,0.0,5.0
2040,4.0,2.0,0.6241369,5.0,4.0,4.0
2041,4.0,1.0,0.3631972,3.0,0.0,8.0
2042,1.0,0.0,0.21022832,2.0,9.0,2.0
2043,2.0,3.0,0.36655033,4.0,0.0,5.0
2044,6.0,3.0,0.01503253,3.0,2.0,6.0
2045,3.0,2.0,0.9061258,5.0,3.0,0.0
2046,1.0,2.0,0.47141314,3.0,2.0,9.0
2047,4.0,2.0,0.72742784,5.0,6.0,4.0
2048,3.0,0.0,0.2753141,1.0,17.0,4.0
2049,3.0,0.0,0.7773452,1.0,2.0,2.0
2050,3.0,2.0,0.6068523,2.0,0.0,2.0
2051,4.0,2.0,0.19373989,2.0,3.0,3.0
2052,2.0,1.0,0.19717157,4.0,4.0,5.0
2053,3.0,2.0,0.92100227,8.0,6.0,2.0
2054,1.0,2.0,0.7285843,2.0,1.0,4.0
2055,2.0,2.0,0.07804704,4.0,6.0,9.0
2056,7.0,3.0,0.65540767,8.0,2.0,4.0
2057,3.0,1.0,0.2012552,6.0,2.0,2.0
2058,3.0,0.0,0.34258997,3.0,6.0,5.0
2059,3.0,3.0,0.5338448,3.0,0.0,3.0
2060,3.0,0.0,0.025876999,6.0,4.0,8.0
2061,1.0,1.0,0.6762196,7.0,5.0,10.0
2062,6.0,3.0,0.48380756,4.0,3.0,2.0
2063,1.0,3.0,0.36890626,7.0,5.0,3.0
2064,5.0,2.0,0.7608496,5.0,8.0,0.0
2065,5.0,1.0,0.4591546,3.0,0.0,1.0
2066,8.0,0.0,0.43115318,4.0,14.0,4.0
2067,4.0,2.0,0.3063872,4.0,5.0,2.0
2068,4.0,2.0,0.20386314,3.0,1.0,1.0
