,senior-level_skill
2565,0.0
2135,0.0
2480,0.0
3503,0.0
3063,0.0
2851,0.0
3020,0.0
3433,0.0
2198,0.0
2769,0.0
3983,0.0
3623,0.0
3438,0.0
2471,0.0
2515,0.0
3686,0.0
3350,0.0
2374,0.0
2412,0.0
2364,0.0
2730,0.0
3176,0.0
2880,0.0
2824,0.0
3023,0.0
3127,0.0
3291,0.0
3826,0.0
2501,0.0
2807,0.0
2061,0.0
2504,0.0
3424,0.0
3017,0.0
3410,0.0
2859,0.0
3110,0.0
3648,0.0
3073,0.0
2269,0.0
2560,0.0
2822,0.0
3086,0.0
2449,0.0
3911,0.0
2437,0.0
2705,0.0
2887,0.0
2139,0.0
3898,0.0
2438,0.0
3778,0.0
2465,0.0
2099,0.0
3223,0.0
2123,0.0
2335,0.0
2589,0.0
3072,0.0
3097,0.0
3862,0.0
3228,0.0
3636,0.0
3252,0.0
3119,0.0
2230,0.0
3886,0.0
2285,0.0
2611,0.0
2782,0.0
2868,0.0
3168,0.0
2071,0.0
2630,0.0
3463,0.0
2181,0.0
2626,0.0
3019,0.0
2281,0.0
2865,0.0
3260,0.0
2462,0.0
2627,0.0
3920,0.0
2949,0.0
3716,0.0
2530,0.0
2896,0.0
2526,0.0
2975,0.0
3889,0.0
2448,0.0
2120,0.0
3682,0.0
3364,0.0
3122,0.0
2750,0.0
3698,0.0
3140,0.0
3550,0.0
2671,0.0
3539,0.0
2502,0.0
3085,0.0
2476,0.0
3867,0.0
2550,0.0
2510,0.0
3835,0.0
3706,0.0
2320,0.0
3537,0.0
2891,0.0
3227,0.0
2820,0.0
3546,0.0
2348,0.0
3262,0.0
2411,0.0
3917,0.0
2864,0.0
3423,0.0
2349,0.0
2943,0.0
3896,0.0
3902,0.0
3444,0.0
2117,0.0
3689,0.0
2136,0.0
2037,0.0
2134,0.0
3779,0.0
3094,0.0
2498,0.0
3467,0.0
2280,0.0
3860,0.0
3053,0.0
3055,0.0
3843,0.0
2019,0.0
3087,0.0
3612,0.0
2226,0.0
2048,0.0
3865,0.0
2620,0.0
3578,0.0
3409,0.0
2533,0.0
2182,0.0
3251,0.0
3043,0.0
3429,0.0
3620,0.0
3278,0.0
3383,0.0
2986,0.0
3386,0.0
3328,0.0
2332,0.0
2042,0.0
2008,0.0
3665,0.0
2735,0.0
3844,0.0
2224,0.0
3954,0.0
3208,0.0
2121,0.0
2772,0.0
3646,0.0
2273,0.0
3876,0.0
3195,0.0
2170,0.0
3974,0.0
2905,0.0
2429,0.0
3196,0.0
3951,0.0
3395,0.0
2289,0.0
2787,0.0
2966,0.0
2663,0.0
2989,0.0
3922,0.0
2686,0.0
2346,0.0
3476,0.0
3397,0.0
3388,0.0
2909,0.0
2325,0.0
3323,0.0
2890,0.0
2298,0.0
2278,0.0
