,u_x1,u_x2,u_y,u_x3
2000,-0.40402547,-1.737782,0.18612945,-2.1857562
2001,0.72200894,-0.5189135,0.95786834,0.53044677
2002,0.06799093,1.9284083,0.7876364,0.9444006
2003,-1.3646545,0.11368209,0.5556383,-2.5947487
2004,-0.6084998,-3.0316837,0.8034514,-0.41799465
2005,1.929261,-1.2235435,0.9862052,0.25937897
2006,0.09431072,-0.7458016,0.9857464,0.60289675
2007,0.48483926,-0.42816338,0.24462974,0.28722817
2008,0.42690307,0.6083789,0.4445479,0.43495592
2009,-0.56071377,0.29830495,0.9849248,-0.46196204
2010,-0.14269486,0.68751836,0.49054074,0.4448977
2011,-0.40889305,1.1840851,0.7443886,0.18796366
2012,1.2157493,0.6008399,0.23692071,0.45847046
2013,-0.16404952,-1.2461698,0.69916916,1.0205691
2014,0.38670674,-1.6728365,0.0064663887,1.9976875
2015,1.7597896,-0.35173294,0.7710557,1.2581079
2016,0.2560712,-0.16506086,0.42855453,-0.6742905
2017,1.328299,0.46854898,0.53855765,-0.51206106
2018,0.3807319,-0.98613966,0.88104534,-0.10873747
2019,1.4511256,0.83503175,0.59648466,0.0737231
2020,1.1665652,-1.2472377,0.58469164,-1.9484918
2021,-0.6518768,0.5882387,0.7539797,-0.369787
2022,-1.2433517,-1.2084533,0.028002143,-0.82444435
2023,0.666369,0.2135445,0.0907588,-1.3164293
2024,0.35511547,-2.0035222,0.9118192,-0.2985822
2025,-0.44544825,-0.06058612,0.47366333,0.3393864
2026,0.6467307,1.1160228,0.10138309,0.82862616
2027,0.751223,0.714412,0.0610286,-0.44983697
2028,0.18638057,-0.6944255,0.31068516,-1.0165701
2029,0.4461276,1.5875754,0.2583909,-1.9370815
2030,-0.9549867,-0.71223056,0.7962594,1.7909712
2031,0.37345988,-0.967308,0.021333694,-2.132829
2032,-1.0139337,1.5736481,0.59546435,0.82782865
2033,1.0177232,-0.05160488,0.8732612,-1.2193853
2034,0.49909478,0.6867109,0.29195213,-1.0688967
2035,-0.6621974,2.1718104,0.16198993,0.090819106
2036,-0.9153988,1.788655,0.14706182,-0.20225887
2037,0.15027675,-0.10425891,0.25615525,-1.1830885
2038,0.0042079766,-1.3913014,0.47568405,0.27031106
2039,-1.2298592,1.9696492,0.7960725,1.5162423
2040,0.3414563,-0.9196266,0.3532529,0.0322258
2041,-0.7601537,-0.58504957,0.7898053,0.12347622
2042,-0.807167,-0.7007741,0.27103925,-1.98741
2043,0.53260183,-1.7796564,0.58783495,0.1921098
2044,0.29511395,0.7799537,0.50848067,-1.7309635
2045,-0.14451055,0.112974755,0.8078166,0.22884767
2046,0.4263588,-0.69913936,0.91434216,0.5008724
2047,0.36924487,0.34721607,0.12013137,-0.82120353
2048,1.4600277,1.990398,0.7893175,3.1954048
2049,0.46891087,-0.2734376,0.5987556,-1.2076085
2050,-1.6105014,1.2165259,0.32018125,0.0114242565
2051,-0.42319658,-1.2829288,0.9112663,0.53861
2052,0.66426915,0.020296574,0.5196732,-1.3347601
2053,0.2543718,-0.23476799,0.370214,-1.3120841
2054,1.4976283,2.490568,0.36283922,0.9502284
2055,-0.23174383,0.060793724,0.68940675,-0.80838567
2056,-0.18114147,0.9939378,0.054011106,0.043669388
2057,0.03820817,-1.1308154,0.89922464,-0.06596088
2058,1.202531,1.5148259,0.006084323,-1.2920457
2059,-0.6703457,1.1241508,0.41480172,0.70873624
2060,-0.2912302,-0.04096046,0.29669356,-0.3071465
2061,1.5995188,0.880545,0.2364806,-0.29168385
2062,-0.88093734,-0.37127745,0.059012175,-0.9660431
2063,0.097076036,-0.072369,0.83311963,-0.65385705
2064,-0.5237099,-1.6077794,0.45335257,-0.5365469
2065,0.7265482,-0.14787146,0.7952819,0.18322667
2066,0.05177348,0.85082954,0.42170656,-0.35517895
2067,1.3015269,-0.6438401,0.28039896,0.3410819
2068,1.2055167,-0.48587283,0.93374705,1.6449468
2069,0.647559,-0.8134208,0.8818432,0.37298477
2070,-0.9159131,-0.16532956,0.281582,1.0107758
2071,1.1249663,-0.6194636,0.6643295,-1.497649
2072,-0.1029602,-0.75949574,0.9217273,0.037968352
2073,-0.25173765,-0.27691093,0.33656096,-0.5269343
2074,-1.284055,0.33479685,0.16480684,0.73453015
2075,0.08367392,0.38823286,0.5142305,1.6796674
2076,1.3780766,-1.1510404,0.02697587,1.0446799
2077,0.47695303,-0.1509844,0.0662843,-0.94018805
2078,-1.0405082,0.16979802,0.8042983,0.9126842
2079,-0.50595754,0.03437127,0.8458122,0.4295303
2080,-0.30117363,-0.09313407,0.6100246,0.5254516
2081,0.25009975,-0.08509909,0.5404477,0.7350578
2082,0.61814487,0.33492357,0.81081367,0.1633474
2083,-0.3213979,-1.2987949,0.5191755,0.22568814
2084,0.9304009,-0.13706358,0.90805817,-1.0600408
2085,0.019242452,-1.3522136,0.018400192,-0.79563683
2086,-0.0051834635,0.39336202,0.024201632,-2.3278208
2087,1.5924613,-0.8414965,0.3020934,-1.5229167
2088,1.6526003,-2.0835435,0.765095,-1.2566038
2089,0.6407388,-1.9634554,0.57828486,-1.1269536
2090,0.41727066,0.22515975,0.020534992,-0.09117812
2091,-0.3356482,-1.0155162,0.39878178,0.6511532
2092,0.49802077,0.9969004,0.9808774,-0.34216633
2093,-0.5301333,1.390789,0.72633886,-0.6083107
2094,-1.3305128,0.13868037,0.25744402,-0.54329425
2095,0.65290064,1.4833541,0.75291765,-0.59093386
2096,0.288578,-0.09964672,0.35819864,-0.5865551
2097,-0.808822,0.76264906,0.4808848,0.39795512
2098,-0.4438105,-0.6575577,0.4346372,-0.68398297
2099,0.21752955,0.5835154,0.107486725,0.9445598
2100,-1.2165996,0.044196703,0.43337536,-0.8525029
2101,0.07025596,0.42793894,0.38152337,1.8896506
2102,1.067572,1.0301384,0.6467905,-0.739955
2103,0.44649735,0.7373422,0.27999115,-1.3022064
2104,-1.1958324,0.361079,0.79500127,-1.711061
2105,-0.9744582,-1.2093034,0.2878363,-0.043046523
2106,-0.05489559,0.5223999,0.8705747,0.00985988
2107,0.19043174,-0.09662346,0.20969129,0.31999597
2108,-0.1703842,0.2420948,0.25669408,0.9615152
2109,-0.64336884,1.5947623,0.104682565,-0.007767059
2110,-1.057583,0.5431407,0.17690289,0.5855186
2111,0.02238396,-0.33285776,0.12068486,0.13769719
2112,-0.2434623,-0.24171744,0.12990367,0.523451
2113,0.39702386,0.6603472,0.8436886,0.49045178
2114,0.64348227,1.4873586,0.48338056,-1.7377601
2115,1.5320382,0.050390564,0.69388485,0.29075778
2116,-0.57315737,-0.66202885,0.34876287,0.6161071
2117,-1.6423001,0.39093372,0.4985721,1.3354577
2118,-1.0561386,0.26954126,0.8245337,3.1066391
2119,0.2417739,-1.5620087,0.08396256,-0.6638968
2120,-1.4204799,-0.8206108,0.1083132,-0.16978724
2121,-0.1273407,1.0019232,0.011563659,1.5475913
2122,1.6111177,0.0921475,0.11239457,0.40279326
2123,1.125391,0.04821884,0.5635781,0.0601064
2124,-0.09864017,1.0762472,0.90526116,-1.1306133
2125,-0.70574504,-0.6438346,0.65161645,0.21033937
2126,1.105664,0.82913345,0.0419873,1.3171755
2127,1.7893229,-0.91959786,0.0052160025,2.5703142
2128,0.72291327,0.25106212,0.06650996,0.9743687
2129,0.43309042,-0.046312228,0.46670175,0.23036261
2130,0.71981937,0.6147468,0.09142518,-0.4769003
2131,1.5445621,-0.15007201,0.45319438,0.010026326
2132,0.5289113,-0.37696683,0.36019826,-0.030184358
2133,-2.036065,-0.7244723,0.5778042,-0.55844575
2134,1.1811575,1.2060044,0.13902533,-0.13065845
2135,0.2705302,2.6036692,0.2242105,0.52501976
2136,0.63127816,-1.0913185,0.71881616,-1.3914305
2137,-0.76473635,0.011032487,0.2926594,0.87963927
2138,1.2415676,0.14535892,0.8591137,-0.67812806
2139,-0.77778643,-0.05251331,0.30182087,-0.6652164
2140,0.68560946,2.1792674,0.046702623,1.6259279
2141,-0.18415159,-0.73618674,0.30731356,-0.8913862
2142,0.9030244,1.2407117,0.7311307,0.9230583
2143,1.3414904,0.021270616,0.27245867,0.43962052
2144,1.0742823,-0.3210518,0.52143145,0.27086186
2145,-0.10889106,-0.16933556,0.36285102,-1.3277358
2146,-1.3184646,0.7598037,0.06253815,-0.58152324
2147,-0.20592651,-0.20916808,0.41680622,-0.9029909
2148,-0.47650725,-0.39740878,0.8122581,0.25091964
2149,1.0275465,0.9694994,0.5390761,-0.5502525
2150,-0.791905,0.7097557,0.85185456,-1.5609794
2151,0.71689916,0.05871685,0.48894322,-0.81332636
2152,0.24472557,-0.21123043,0.71679914,0.56382143
2153,0.046419762,1.7997199,0.80257094,-0.70646966
2154,0.17411073,1.6404915,0.3493334,-1.3630255
2155,0.65918267,-0.72014403,0.17649162,1.0779605
2156,0.18626198,1.5427151,0.31355894,0.10165219
2157,-0.66231155,-0.4695665,0.9556545,1.3654516
2158,0.2542931,0.13150428,0.5384401,0.9080947
2159,1.0508873,-1.33158,0.20139146,0.046232507
2160,0.17647968,-2.286391,0.8660321,0.78904027
2161,0.08231352,-0.8907644,0.43732297,0.71035975
2162,-0.6918977,1.6381401,0.33910704,-1.3754644
2163,0.52737606,0.02031331,0.09918821,-1.1456659
2164,1.6823418,-1.1046875,0.39757097,-0.7580196
2165,-0.641923,-1.3927824,0.98099184,0.025208846
2166,-0.14833884,-0.21271995,0.8892964,-1.8809775
2167,1.4783769,-2.0297585,0.61977124,0.27675897
2168,0.42747495,1.0094206,0.016401052,-0.23478274
2169,0.3131013,0.09798484,0.25149095,-0.16751343
2170,0.556387,0.08523329,0.15380883,0.9818529
2171,-0.40391853,-0.33186212,0.5696113,-0.13513187
2172,0.4189524,-0.6553093,0.20920563,-1.8902572
2173,-2.148123,-1.5272148,0.31621647,-0.53261197
2174,0.29139748,-1.0664392,0.9296764,-0.7032403
2175,-0.6292913,-0.4410081,0.36315072,0.37645376
2176,-1.535166,0.045506522,0.78729796,-2.3198926
2177,-2.138426,-0.09216956,0.9293207,-0.021179907
2178,-0.5597514,-1.2312285,0.79387605,1.3001556
2179,-0.8830804,0.5363873,0.626909,1.1690065
2180,1.0083797,-0.15641668,0.6417999,-1.3961616
2181,0.4590989,-0.4492654,0.100676775,0.4391105
2182,0.15394776,1.3997647,0.90197814,0.58286583
2183,-0.5980517,-1.3908595,0.43289447,2.3441904
2184,0.013890263,1.2781417,0.2443248,1.9811883
2185,1.3011212,0.1010707,0.56924677,1.8995482
2186,-0.3413874,-2.0138142,0.054183125,-1.2664158
2187,0.9428121,-0.9390813,0.7711122,0.48890248
2188,-0.21651186,1.5542772,0.36345518,0.46203434
2189,-0.19092697,0.10654811,0.30236888,-0.43978694
2190,0.16105936,-0.8079436,0.54617465,-0.47772744
2191,-0.8052894,0.19924758,0.45769918,0.1810611
2192,1.8689349,-0.8011048,0.35119808,0.12375113
2193,-0.44042695,-0.5945668,0.53489864,2.96388
2194,0.76490796,0.85726535,0.85526466,-1.3904618
2195,-0.7780788,-1.0823501,0.59873664,-1.272839
2196,-0.9398273,1.7627392,0.76324415,-0.29535976
2197,-0.2332908,0.3976243,0.49950385,-0.8506049
2198,-1.3717119,1.3543851,0.7823007,-1.0734586
2199,0.047471248,0.19770764,0.69500387,0.36684927
2200,-0.8237985,0.18407181,0.34146976,-0.47816285
2201,-0.6881905,1.0184196,0.92570114,-1.8984736
2202,-0.4867974,-0.91165644,0.7450751,0.34807187
2203,-0.4249473,-2.1919606,0.45009637,0.4915288
2204,0.6758875,-0.10236872,0.79878736,0.21882856
2205,-0.51655394,-0.4108063,0.66733,0.20777817
