ix,goal_cost,intv_cost
3475,0.948,10.0
2448,0.756,10.0
2849,0.948,5.0
3201,0.94,15.0
2323,0.89,15.0
3448,0.988,15.0
3056,0.944,10.0
2891,0.954,10.0
2209,0.892,10.0
2035,0.988,5.0
3006,0.758,10.0
3283,0.872,10.0
3987,0.974,10.0
3372,0.882,10.0
3074,0.884,5.0
2949,0.994,15.0
2841,0.886,10.0
2573,0.992,15.0
2801,0.882,5.0
3130,0.884,5.0
3333,0.984,10.0
2866,0.99,5.0
2159,1.0,15.0
3110,0.874,5.0
3701,0.948,15.0
3357,0.886,10.0
2813,0.96,5.0
3419,0.956,5.0
3739,0.954,5.0
3420,0.988,15.0
2735,0.996,15.0
2636,0.95,5.0
2576,1.0,5.0
3743,0.884,5.0
3750,0.99,5.0
3870,0.982,10.0
2238,0.944,5.0
3184,0.884,5.0
2541,0.98,10.0
3455,0.994,15.0
2597,0.988,10.0
3992,0.994,15.0
2491,0.982,10.0
3723,0.758,10.0
3232,0.86,10.0
2353,0.986,5.0
3091,0.95,10.0
2960,0.956,10.0
2242,0.892,10.0
3434,0.872,5.0
2129,0.996,15.0
3061,0.982,15.0
2975,0.888,10.0
3410,0.954,10.0
3726,0.95,5.0
3129,0.972,10.0
2873,0.992,15.0
2709,0.892,5.0
3227,0.852,5.0
2986,0.992,15.0
3947,0.944,5.0
2719,0.986,10.0
2468,0.948,10.0
3711,0.908,5.0
2663,0.994,10.0
3899,0.982,10.0
2439,0.884,5.0
2461,0.944,10.0
2621,0.936,10.0
3822,0.87,15.0
3897,0.758,10.0
2282,0.762,5.0
2339,0.996,5.0
2501,0.996,10.0
3024,0.97,5.0
2770,0.866,5.0
3560,0.766,5.0
2160,0.97,10.0
2565,0.848,10.0
3358,0.99,10.0
2976,0.95,5.0
2093,0.982,5.0
3803,0.762,10.0
3955,0.998,15.0
2172,0.888,15.0
3148,0.962,10.0
2555,0.944,10.0
2006,0.992,5.0
3823,0.952,15.0
2135,0.95,10.0
3731,0.95,15.0
3966,0.994,10.0
3161,0.96,10.0
3500,0.988,15.0
3079,0.948,10.0
2610,0.992,10.0
3715,0.932,5.0
3744,0.952,15.0
2693,0.866,10.0
2060,0.974,10.0
3531,0.982,15.0
2325,0.942,10.0
2768,0.86,10.0
3554,0.984,10.0
2872,0.978,5.0
3845,0.998,10.0
3004,0.86,15.0
2831,0.952,5.0
2349,0.944,5.0
2733,0.868,5.0
2316,0.878,15.0
3304,0.996,15.0
3158,0.992,5.0
2073,0.96,15.0
3799,0.884,15.0
2689,0.996,15.0
3910,0.9,10.0
2288,0.99,15.0
3030,0.89,10.0
3733,0.996,15.0
3805,0.956,10.0
3254,0.984,15.0
2265,0.946,15.0
3063,0.934,10.0
2241,0.98,10.0
3127,0.952,10.0
3478,0.868,15.0
3982,0.996,5.0
2083,0.958,10.0
2088,0.904,15.0
2049,0.758,10.0
2118,0.896,15.0
2676,0.976,10.0
2438,0.966,10.0
2547,0.994,15.0
2686,0.936,5.0
3706,0.948,10.0
2192,1.0,5.0
3962,1.0,5.0
3195,0.984,10.0
3276,0.996,15.0
2134,0.78,10.0
2393,0.96,10.0
3713,0.86,15.0
2761,0.97,5.0
2293,0.904,15.0
2447,0.888,15.0
2624,0.97,5.0
3953,0.872,10.0
3811,0.95,10.0
3082,0.902,10.0
3827,0.892,10.0
3287,0.99,15.0
2930,0.994,5.0
2926,0.9,5.0
2696,0.902,15.0
3100,0.902,10.0
2030,0.954,5.0
2796,0.854,5.0
2659,0.994,10.0
3340,0.866,15.0
2810,0.964,10.0
3207,0.908,5.0
3210,0.976,5.0
2553,0.882,5.0
2081,0.936,10.0
3262,0.93,10.0
3359,0.998,15.0
2318,0.872,15.0
3850,0.894,5.0
2343,0.984,10.0
3533,0.876,10.0
2284,0.758,10.0
2246,0.996,5.0
3656,0.994,15.0
2433,0.756,10.0
2233,0.996,15.0
2421,0.95,10.0
2848,0.94,5.0
3453,0.984,10.0
3053,0.938,5.0
2359,0.944,10.0
3612,0.878,10.0
2005,0.894,15.0
3844,0.954,5.0
3630,0.888,5.0
3052,0.984,10.0
2611,0.756,10.0
3993,0.998,5.0
3906,0.836,15.0
2525,0.876,15.0
3604,0.868,15.0
3497,0.988,5.0
2187,0.87,5.0
3427,0.994,10.0
3754,0.752,10.0
3235,0.882,5.0
3083,0.962,5.0
3301,0.99,15.0
2249,0.942,10.0
