,years_experience,degree,nr_commits,nr_languages,nr_stars
3244,3.0,1.0,3034.0,8.0,15.0
2427,3.0,1.0,3038.0,6.0,13.0
2599,2.0,2.0,2027.0,6.0,15.0
2464,2.0,2.0,2028.0,6.0,12.0
2938,3.0,1.0,3032.0,2.0,10.0
2317,3.0,1.0,32.0,0.0,2.0
3776,3.0,1.0,3033.0,7.0,16.0
3820,1.0,3.0,1016.0,3.0,13.0
3359,1.0,3.0,1011.0,3.0,15.0
2149,2.0,2.0,2026.0,2.0,14.0
2939,1.0,3.0,1014.0,4.0,12.0
2258,1.0,3.0,1011.0,4.0,12.0
3550,5.0,0.0,5053.0,10.0,12.0
3234,3.0,1.0,3036.0,3.0,13.0
3169,3.0,1.0,3032.0,8.0,17.0
3929,2.0,2.0,2027.0,16.0,16.0
3423,3.0,1.0,3035.0,1.0,17.0
2069,2.0,2.0,2022.0,1.0,13.0
3436,2.0,2.0,2027.0,2.0,14.0
2047,1.0,3.0,1012.0,2.0,16.0
2802,3.0,1.0,3030.0,1.0,10.0
3743,2.0,2.0,2024.0,12.0,13.0
2102,1.0,3.0,1011.0,6.0,12.0
2237,1.0,3.0,1018.0,1.0,13.0
3757,2.0,2.0,2022.0,4.0,13.0
2284,1.0,3.0,1010.0,7.0,12.0
2887,1.0,3.0,1013.0,1.0,23.0
2330,1.0,3.0,1014.0,3.0,16.0
2542,1.0,3.0,1013.0,3.0,14.0
2772,1.0,3.0,1016.0,2.0,17.0
3749,2.0,2.0,2028.0,4.0,16.0
3031,3.0,1.0,36.0,1.0,9.0
2784,4.0,1.0,4044.0,2.0,14.0
3930,1.0,3.0,1015.0,6.0,13.0
3809,2.0,2.0,2022.0,4.0,14.0
3444,3.0,1.0,3033.0,4.0,19.0
2213,3.0,1.0,3034.0,17.0,16.0
2242,2.0,2.0,2026.0,2.0,14.0
3870,3.0,1.0,3035.0,2.0,15.0
3152,1.0,3.0,1012.0,3.0,12.0
3081,1.0,3.0,11.0,4.0,2.0
2143,3.0,2.0,3033.0,9.0,15.0
3071,1.0,3.0,1011.0,4.0,13.0
3980,3.0,2.0,3037.0,8.0,12.0
2234,1.0,3.0,1015.0,3.0,16.0
2302,1.0,3.0,1013.0,5.0,12.0
3967,1.0,3.0,1018.0,2.0,11.0
3666,2.0,2.0,2023.0,8.0,13.0
2393,1.0,3.0,1015.0,7.0,24.0
3769,3.0,1.0,3031.0,1.0,11.0
2812,1.0,3.0,1013.0,9.0,12.0
3567,1.0,3.0,1010.0,12.0,16.0
3248,1.0,3.0,1015.0,3.0,16.0
3020,3.0,1.0,31.0,5.0,3.0
3896,4.0,1.0,4050.0,5.0,11.0
2437,3.0,1.0,3032.0,2.0,22.0
2166,1.0,3.0,1011.0,9.0,23.0
3113,2.0,2.0,2022.0,2.0,12.0
3400,3.0,1.0,3035.0,3.0,19.0
2318,1.0,3.0,1016.0,5.0,11.0
3534,3.0,1.0,3033.0,5.0,12.0
3503,2.0,2.0,2024.0,1.0,13.0
2743,2.0,2.0,2023.0,3.0,12.0
3119,2.0,2.0,2020.0,1.0,28.0
3498,3.0,1.0,3032.0,3.0,12.0
3897,4.0,1.0,4046.0,1.0,12.0
3721,5.0,0.0,5054.0,2.0,13.0
3702,1.0,3.0,1012.0,6.0,13.0
3130,3.0,1.0,3033.0,4.0,13.0
3836,2.0,2.0,2025.0,3.0,16.0
3658,1.0,3.0,1012.0,1.0,14.0
2431,1.0,3.0,1016.0,1.0,13.0
3707,1.0,3.0,1014.0,1.0,12.0
3615,1.0,3.0,1016.0,3.0,13.0
3014,3.0,1.0,3041.0,3.0,11.0
2614,2.0,2.0,2026.0,2.0,13.0
3142,4.0,1.0,4044.0,9.0,15.0
2475,2.0,2.0,2024.0,4.0,14.0
3971,2.0,2.0,2023.0,9.0,17.0
2179,1.0,3.0,1013.0,7.0,10.0
3096,2.0,2.0,2025.0,17.0,11.0
2776,1.0,3.0,1015.0,7.0,10.0
2918,1.0,3.0,1013.0,4.0,12.0
3563,5.0,0.0,5052.0,1.0,11.0
2005,1.0,3.0,1015.0,6.0,17.0
3864,2.0,2.0,2026.0,2.0,10.0
3763,2.0,2.0,2022.0,6.0,12.0
2288,3.0,1.0,3030.0,7.0,14.0
2954,3.0,1.0,3036.0,11.0,16.0
2292,3.0,1.0,31.0,2.0,2.0
3296,2.0,2.0,2023.0,2.0,12.0
3197,3.0,1.0,3033.0,7.0,14.0
2621,2.0,2.0,2025.0,8.0,14.0
3464,3.0,1.0,3032.0,2.0,12.0
3700,1.0,3.0,1018.0,2.0,11.0
3619,3.0,1.0,3034.0,11.0,11.0
2523,5.0,0.0,5057.0,1.0,12.0
3921,3.0,1.0,3034.0,4.0,18.0
2109,2.0,2.0,2023.0,7.0,15.0
3885,1.0,3.0,1014.0,2.0,17.0
3794,2.0,2.0,2026.0,6.0,12.0
2928,4.0,1.0,45.0,10.0,4.0
3056,3.0,1.0,3031.0,7.0,11.0
2332,3.0,1.0,3033.0,1.0,19.0
2777,2.0,2.0,2022.0,2.0,15.0
3078,1.0,3.0,1017.0,1.0,11.0
2660,2.0,2.0,2028.0,9.0,13.0
