,years_experience,degree,nr_commits,nr_languages,nr_stars
2831,3.0,0.0,34.0,6.0,9.0
2530,4.0,0.0,51.0,1.0,2.0
2016,2.0,0.0,22.0,0.0,3.0
3254,1.0,1.0,12.0,3.0,2.0
3884,1.0,0.0,14.0,6.0,7.0
3228,2.0,0.0,25.0,3.0,1.0
2489,3.0,0.0,35.0,3.0,5.0
3873,1.0,0.0,15.0,7.0,6.0
2325,2.0,1.0,22.0,2.0,5.0
3352,2.0,0.0,26.0,3.0,2.0
3361,2.0,0.0,22.0,3.0,6.0
3929,1.0,2.0,11.0,15.0,3.0
2128,0.0,0.0,7.0,0.0,4.0
3959,2.0,1.0,27.0,2.0,1.0
3150,0.0,2.0,3.0,1.0,2.0
2887,0.0,1.0,1.0,0.0,3.0
2795,1.0,2.0,15.0,2.0,3.0
2127,1.0,0.0,14.0,6.0,2.0
2202,1.0,1.0,15.0,0.0,5.0
3688,1.0,0.0,12.0,1.0,1.0
2740,2.0,0.0,22.0,2.0,5.0
3175,1.0,0.0,14.0,10.0,7.0
2797,1.0,2.0,21.0,8.0,8.0
2656,3.0,0.0,34.0,3.0,1.0
2395,2.0,0.0,21.0,8.0,1.0
2818,3.0,0.0,34.0,4.0,6.0
2175,2.0,0.0,24.0,9.0,3.0
2590,2.0,0.0,24.0,6.0,6.0
2505,2.0,1.0,21.0,4.0,6.0
2277,2.0,0.0,25.0,3.0,7.0
2698,1.0,1.0,12.0,7.0,7.0
3268,2.0,0.0,22.0,4.0,2.0
3111,2.0,1.0,26.0,6.0,4.0
3182,1.0,1.0,12.0,3.0,4.0
3347,2.0,1.0,20.0,2.0,3.0
2133,1.0,0.0,14.0,1.0,6.0
3519,1.0,0.0,14.0,4.0,1.0
3304,1.0,0.0,12.0,5.0,8.0
3742,2.0,0.0,24.0,8.0,2.0
2418,0.0,0.0,3.0,7.0,10.0
2988,2.0,0.0,26.0,13.0,4.0
3332,3.0,0.0,35.0,4.0,9.0
3366,1.0,0.0,16.0,12.0,5.0
2239,0.0,2.0,3.0,5.0,3.0
3594,2.0,1.0,25.0,9.0,3.0
3001,3.0,0.0,35.0,3.0,6.0
3901,0.0,1.0,7.0,1.0,5.0
2050,0.0,1.0,6.0,2.0,4.0
3104,1.0,1.0,12.0,2.0,0.0
2997,1.0,0.0,13.0,2.0,3.0
3222,2.0,0.0,22.0,9.0,1.0
3552,0.0,2.0,4.0,1.0,5.0
3635,3.0,0.0,33.0,9.0,3.0
2487,2.0,0.0,23.0,1.0,4.0
2791,2.0,0.0,23.0,0.0,1.0
3532,2.0,0.0,24.0,0.0,3.0
3581,2.0,0.0,20.0,9.0,5.0
2287,2.0,0.0,26.0,3.0,4.0
2218,2.0,0.0,23.0,1.0,3.0
3713,1.0,0.0,15.0,2.0,5.0
3907,1.0,0.0,15.0,0.0,8.0
2494,3.0,0.0,36.0,1.0,2.0
2523,2.0,0.0,22.0,11.0,5.0
3114,2.0,0.0,22.0,6.0,8.0
2072,2.0,1.0,25.0,5.0,3.0
3900,2.0,0.0,21.0,3.0,6.0
2341,1.0,1.0,16.0,4.0,2.0
3338,1.0,0.0,16.0,0.0,0.0
3152,2.0,0.0,24.0,7.0,2.0
2761,0.0,2.0,5.0,1.0,5.0
3197,0.0,2.0,6.0,9.0,8.0
2582,1.0,0.0,16.0,0.0,11.0
3597,2.0,0.0,23.0,6.0,1.0
2426,1.0,0.0,15.0,1.0,6.0
2881,3.0,0.0,33.0,4.0,2.0
3834,1.0,0.0,13.0,3.0,4.0
2593,2.0,0.0,24.0,3.0,3.0
3489,2.0,1.0,23.0,5.0,3.0
3809,3.0,0.0,33.0,5.0,4.0
3000,1.0,1.0,13.0,3.0,6.0
3995,1.0,0.0,13.0,4.0,3.0
3882,3.0,0.0,32.0,6.0,2.0
3868,1.0,1.0,12.0,4.0,4.0
3030,0.0,0.0,4.0,2.0,3.0
3767,1.0,2.0,15.0,2.0,2.0
2861,3.0,0.0,34.0,2.0,6.0
3658,0.0,0.0,4.0,2.0,5.0
2069,3.0,0.0,33.0,5.0,1.0
2879,2.0,0.0,23.0,8.0,7.0
3807,1.0,1.0,14.0,0.0,4.0
3651,0.0,1.0,4.0,23.0,1.0
3505,0.0,2.0,3.0,6.0,4.0
2504,1.0,0.0,17.0,8.0,3.0
3625,1.0,0.0,12.0,7.0,2.0
2767,1.0,1.0,14.0,1.0,1.0
3233,3.0,0.0,36.0,2.0,0.0
2514,2.0,1.0,22.0,3.0,1.0
3313,1.0,0.0,15.0,6.0,7.0
2688,0.0,0.0,7.0,1.0,7.0
2461,3.0,0.0,33.0,6.0,3.0
3239,2.0,0.0,29.0,8.0,5.0
2091,1.0,0.0,14.0,6.0,2.0
3329,3.0,0.0,33.0,9.0,1.0
3296,0.0,0.0,0.0,3.0,7.0
3734,0.0,0.0,12.0,2.0,1.0
2862,3.0,0.0,32.0,2.0,14.0
3321,1.0,2.0,11.0,0.0,4.0
3145,1.0,1.0,16.0,3.0,1.0
3443,2.0,0.0,25.0,5.0,1.0
2464,0.0,2.0,2.0,4.0,6.0
3124,2.0,0.0,25.0,11.0,6.0
3991,1.0,0.0,18.0,0.0,4.0
2328,0.0,2.0,1.0,0.0,0.0
2049,2.0,0.0,23.0,13.0,9.0
2694,2.0,0.0,23.0,0.0,20.0
3917,1.0,1.0,12.0,5.0,4.0
3766,3.0,1.0,36.0,3.0,1.0
2833,4.0,0.0,47.0,2.0,7.0
3755,1.0,0.0,15.0,4.0,3.0
2225,1.0,1.0,14.0,0.0,11.0
3838,0.0,0.0,6.0,3.0,7.0
3386,3.0,0.0,35.0,9.0,3.0
3614,2.0,0.0,23.0,4.0,8.0
2626,2.0,0.0,21.0,0.0,4.0
2843,2.0,0.0,25.0,0.0,1.0
2512,1.0,0.0,12.0,2.0,2.0
3649,2.0,1.0,20.0,1.0,10.0
3445,3.0,0.0,32.0,4.0,3.0
3780,3.0,0.0,38.0,3.0,1.0
3636,3.0,0.0,34.0,6.0,3.0
2556,1.0,0.0,17.0,6.0,7.0
3207,1.0,1.0,16.0,1.0,5.0
3330,2.0,0.0,21.0,4.0,2.0
3844,0.0,2.0,4.0,0.0,2.0
2814,1.0,1.0,18.0,0.0,3.0
